"gseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"CDS_NW_013657685.1_157601_157807_Gene=TCOF1","Crotalus_mitchellii_JPMF01170733.1",82.353,68,12,0,205,2,6519,6722,2.72e-31,135
"CDS_NW_013657685.1_159508_159714_Gene=TCOF1","Crotalus_mitchellii_JPMF01170733.1",82.353,68,12,0,205,2,6519,6722,2.72e-31,135
"CDS_NW_013657685.1_160408_160623_Gene=TCOF1","Crotalus_mitchellii_JPMF01170733.1",80.702,57,11,0,45,215,3757,3587,2.26e-27,122
"CDS_NW_013657685.1_1657356_1657514_Gene=TRAF6","Crotalus_mitchellii_JPMF01009791.1",90.385,52,5,0,158,3,13754,13599,1.68e-29,127
"CDS_NW_013657685.1_2080582_2080752_Gene=LOC106556833","Crotalus_mitchellii_JPMF01071937.1",82.456,57,10,0,171,1,116,286,1.13e-28,125
"CDS_NW_013657685.1_2366337_2366485_Gene=LOC106556841","Crotalus_mitchellii_JPMF01068239.1",87.755,49,6,0,1,147,138,284,1.23e-25,115
"CDS_NW_013657685.1_2389906_2390053_Gene=LOC106556841","Crotalus_mitchellii_JPMF01142641.1",93.878,49,3,0,1,147,1685,1539,1.05e-27,122
"CDS_NW_013657685.1_2395679_2395879_Gene=LOC106556841","Crotalus_mitchellii_JPMF01138896.1",89.474,57,6,0,3,173,10705,10535,3.66e-28,124
"CDS_NW_013657685.1_905851_906083_Gene=PAMR1","Crotalus_mitchellii_JPMF01314396.1",98.701,77,1,0,231,1,480,710,6.31e-50,197
"CDS_NW_013657686.1_1583051_1583279_Gene=HDAC9","Crotalus_mitchellii_JPMF01186801.1",93.939,33,2,0,103,5,472,374,1.56e-30,76.7
"CDS_NW_013657686.1_1584636_1584853_Gene=HDAC9","Crotalus_mitchellii_JPMF01186801.1",83.333,72,12,0,1,216,1514,1729,3.37e-32,138
"CDS_NW_013657686.1_282168_282298_Gene=AGMO","Crotalus_mitchellii_JPMF01361458.1",76.744,43,10,0,130,2,354,482,4.41e-17,86.8
"CDS_NW_013657686.1_642194_642402_Gene=ISPD","Crotalus_mitchellii_JPMF01261141.1",86.957,69,9,0,208,2,805,1011,4.43e-32,137
"CDS_NW_013657686.1_656111_656303_Gene=SOSTDC1","Crotalus_mitchellii_JPMF01128590.1",79.365,63,13,0,4,192,11304,11116,3.03e-27,121
"CDS_NW_013657686.1_716801_716959_Gene=LRRC72","Crotalus_mitchellii_JPMF01197528.1",92.157,51,4,0,2,154,5109,5261,2.92e-24,110
"CDS_NW_013657687.1_161193_161332_Gene=ANO7","Crotalus_mitchellii_JPMF01185616.1",91.111,45,4,0,5,139,2191,2057,1.69e-21,101
"CDS_NW_013657687.1_1950307_1950496_Gene=LOC106557279","Crotalus_mitchellii_JPMF01109399.1",83.607,61,10,0,186,4,1544,1362,3.67e-27,121
"CDS_NW_013657687.1_2770624_2770746_Gene=LOC106557294","Crotalus_mitchellii_JPMF01223091.1",87.179,39,5,0,122,6,2249,2133,9.78e-19,92.3
"CDS_NW_013657687.1_2783926_2784051_Gene=LOC106557294","Crotalus_mitchellii_JPMF01184851.1",85.714,21,3,0,60,122,2267,2205,3.13e-11,48.7
"CDS_NW_013657687.1_420340_420560_Gene=GABRA5","Crotalus_mitchellii_JPMF01096547.1",100,73,0,0,220,2,2982,3200,1.07e-45,183
"CDS_NW_013657687.1_56734_56855_Gene=SNX8","Crotalus_mitchellii_JPMF01094682.1",100,40,0,0,122,3,2749,2630,1.06e-19,95.5
"CDS_NW_013657687.1_63230_63420_Gene=SNX8","Crotalus_mitchellii_JPMF01094682.1",88.525,61,7,0,185,3,5499,5317,2.37e-28,125
"CDS_NW_013657687.1_76189_76320_Gene=EIF3B","Crotalus_mitchellii_JPMF01094682.1",100,44,0,0,1,132,20663,20794,1.24e-25,115
"CDS_NW_013657688.1_2299076_2299218_Gene=LOC106537593","Crotalus_mitchellii_JPMF01097312.1",95.745,47,2,0,2,142,1399,1539,2.14e-24,111
"CDS_NW_013657688.1_2477684_2477817_Gene=LOC106537614","Crotalus_mitchellii_JPMF01067356.1",95.455,44,2,0,134,3,7221,7090,1.7e-21,101
"CDS_NW_013657688.1_2477951_2478092_Gene=LOC106537614","Crotalus_mitchellii_JPMF01067356.1",82.979,47,8,0,141,1,7495,7355,4.38e-21,100
"CDS_NW_013657688.1_2485744_2485877_Gene=LOC106537614","Crotalus_mitchellii_JPMF01024262.1",79.545,44,9,0,3,134,23760,23629,3.75e-19,93.6
"CDS_NW_013657688.1_2502387_2502551_Gene=SPIRE2","Crotalus_mitchellii_JPMF01024262.1",98.148,54,1,0,3,164,8879,8718,6.46e-30,129
"CDS_NW_013657688.1_2503351_2503474_Gene=SPIRE2","Crotalus_mitchellii_JPMF01024262.1",78.049,41,9,0,124,2,7806,7928,6.57e-14,76.2
"CDS_NW_013657688.1_2504425_2504599_Gene=SPIRE2","Crotalus_mitchellii_JPMF01024262.1",80.702,57,11,0,3,173,6826,6656,8.81e-24,109
"CDS_NW_013657688.1_2505001_2505134_Gene=SPIRE2","Crotalus_mitchellii_JPMF01024262.1",75,44,11,0,2,133,6220,6089,1.05e-16,85.5
"CDS_NW_013657688.1_2512018_2512182_Gene=TCF25","Crotalus_mitchellii_JPMF01013895.1",78.788,33,7,0,134,36,51152,51250,2.85e-15,60.2
"CDS_NW_013657688.1_2519364_2519523_Gene=TCF25","Crotalus_mitchellii_JPMF01013895.1",90.385,52,5,0,3,158,43396,43241,4.35e-25,113
"CDS_NW_013657688.1_2520316_2520474_Gene=TCF25","Crotalus_mitchellii_JPMF01013895.1",82.692,52,9,0,2,157,42380,42225,3.56e-29,127
"CDS_NW_013657688.1_2540581_2540730_Gene=DEF8","Crotalus_mitchellii_JPMF01013895.1",95.918,49,2,0,3,149,21675,21529,1.44e-23,108
"CDS_NW_013657688.1_2541208_2541372_Gene=DEF8","Crotalus_mitchellii_JPMF01013895.1",96.296,54,2,0,2,163,21024,20863,2.12e-32,137
"CDS_NW_013657688.1_2550256_2550410_Gene=DBNDD1","Crotalus_mitchellii_JPMF01013895.1",82.353,51,9,0,155,3,13539,13691,8e-22,102
"CDS_NW_013657688.1_2550711_2550851_Gene=DBNDD1","Crotalus_mitchellii_JPMF01013895.1",93.617,47,3,0,141,1,12890,13030,6.36e-21,99.7
"CDS_NW_013657688.1_2550955_2551107_Gene=DBNDD1","Crotalus_mitchellii_JPMF01013895.1",76.471,51,12,0,153,1,12637,12789,1.99e-17,88.1
"CDS_NW_013657688.1_2561768_2561906_Gene=LOC106537631","Crotalus_mitchellii_JPMF01013895.1",80,45,9,0,135,1,1599,1733,5.57e-20,96.4
"CDS_NW_013657689.1_1010635_1010838_Gene=FAM189A2","Crotalus_mitchellii_JPMF01050155.1",92.537,67,5,0,203,3,7101,7301,2.04e-36,152
"CDS_NW_013657689.1_1139253_1139384_Gene=FXN","Crotalus_mitchellii_JPMF01103320.1",71.795,39,11,0,132,16,1287,1403,4.77e-10,63.4
"CDS_NW_013657689.1_455154_455333_Gene=LOC106537813","Crotalus_mitchellii_JPMF01376554.1",69.492,59,18,0,179,3,166,342,2.87e-22,104
"CDS_NW_013657689.1_473313_473440_Gene=LOC106537915","Crotalus_mitchellii_JPMF01260749.1",61.538,39,15,0,1,117,1486,1602,8.59e-11,65.9
"CDS_NW_013657689.1_656010_656183_Gene=ATP6V1G1","Crotalus_mitchellii_JPMF01053603.1",85.965,57,8,0,173,3,479,649,6.37e-27,120
"CDS_NW_013657690.1_1004063_1004188_Gene=ARHGAP21","Crotalus_mitchellii_JPMF01083307.1",92.857,42,3,0,1,126,8881,8756,1.45e-19,95
"CDS_NW_013657690.1_1800192_1800335_Gene=APBB1IP","Crotalus_mitchellii_JPMF01021510.1",100,47,0,0,3,143,22459,22319,3.45e-26,116
"CDS_NW_013657690.1_2030752_2030951_Gene=ACBD5","Crotalus_mitchellii_JPMF01037567.1",86.154,65,9,0,6,200,1396,1202,9.74e-33,139
"CDS_NW_013657690.1_2268934_2269059_Gene=GFPT1","Crotalus_mitchellii_JPMF01047938.1",95.238,42,2,0,126,1,18871,18746,9.02e-22,102
"CDS_NW_013657690.1_2273428_2273562_Gene=GFPT1","Crotalus_mitchellii_JPMF01047938.1",93.182,44,3,0,3,134,19583,19714,1.36e-19,95.3
"CDS_NW_013657690.1_2286461_2286655_Gene=GFPT1","Crotalus_mitchellii_JPMF01136681.1",100,41,0,0,71,193,2061,2183,4.51e-20,97.7
"CDS_NW_013657690.1_2287575_2287732_Gene=GFPT1","Crotalus_mitchellii_JPMF01047938.1",100,52,0,0,2,157,27673,27828,8.05e-28,122
"CDS_NW_013657690.1_2293803_2293930_Gene=GFPT1","Crotalus_mitchellii_JPMF01047938.1",97.619,42,1,0,2,127,29836,29961,3.21e-21,100
"CDS_NW_013657690.1_2317825_2317986_Gene=GFPT1","Crotalus_mitchellii_JPMF01047938.1",98.113,53,1,0,3,161,31694,31852,1.55e-28,124
"CDS_NW_013657690.1_2338128_2338319_Gene=LOC106538249","Crotalus_mitchellii_JPMF01021480.1",90.625,64,6,0,1,192,1346,1155,1.19e-32,139
"CDS_NW_013657690.1_2470977_2471143_Gene=PHKA2","Crotalus_mitchellii_JPMF01077526.1",92.727,55,4,0,165,1,2718,2554,5e-29,126
"CDS_NW_013657690.1_636022_636210_Gene=AKAP9","Crotalus_mitchellii_JPMF01242083.1",81.967,61,11,0,6,188,6459,6277,2.6e-25,115
"CDS_NW_013657690.1_649571_649803_Gene=AKAP9","Crotalus_mitchellii_JPMF01142604.1",71.429,77,22,0,2,232,2331,2561,1.19e-29,130
"CDS_NW_013657690.1_887799_887929_Gene=PEX1","Crotalus_mitchellii_JPMF01031116.1",83.721,43,7,0,130,2,768,896,3.99e-18,90.2
"CDS_NW_013657690.1_939447_939579_Gene=PEX1","Crotalus_mitchellii_JPMF01152543.1",88.636,44,5,0,1,132,1871,2002,9.73e-23,105
"CDS_NW_013657690.1_954746_954891_Gene=RBM48","Crotalus_mitchellii_JPMF01012393.1",95.652,46,2,0,1,138,4791,4928,1.44e-23,108
"CDS_NW_013657691.1_1037500_1037648_Gene=SPATA17","Crotalus_mitchellii_JPMF01089257.1",86.667,45,6,0,2,136,933,799,5.55e-20,96.4
"CDS_NW_013657691.1_1699114_1699235_Gene=PPARGC1A","Crotalus_mitchellii_JPMF01203061.1",82.5,40,7,0,121,2,472,591,8.35e-17,85.8
"CDS_NW_013657691.1_2170310_2170491_Gene=LOC106538725","Crotalus_mitchellii_JPMF01026522.1",93.333,60,4,0,180,1,8297,8476,7.62e-34,143
"CDS_NW_013657691.1_2216815_2217031_Gene=BTK","Crotalus_mitchellii_JPMF01193368.1",97.222,72,2,0,1,216,1403,1618,2.87e-42,171
"CDS_NW_013657691.1_2221146_2221303_Gene=BTK","Crotalus_mitchellii_JPMF01033917.1",94.231,52,3,0,2,157,11441,11286,4.71e-30,129
"CDS_NW_013657691.1_2237302_2237462_Gene=LOC106538906","Crotalus_mitchellii_JPMF01033917.1",98.113,53,1,0,159,1,2173,2331,1.13e-28,125
"CDS_NW_013657691.1_2240975_2241113_Gene=LOC106538906","Crotalus_mitchellii_JPMF01033917.1",78.261,46,10,0,139,2,350,487,1.83e-18,91.3
