qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
NW_013657708.1:1639247-1639417	NC_014779.1	85.26	156	19	4	18	171	15287214	15287061	6.68e-37	158
NW_013657708.1:1771650-1771826	NW_003339045.1	86.21	174	23	1	3	175	109905	110078	8.88e-46	187
NW_013657709.1:1553836-1554461	NW_003338743.1	83.2	631	96	8	1	626	1279673	1279048	3e-160	569
NW_013657709.1:1606785-1606929	NW_003338743.1	83.09	136	20	2	10	145	1228488	1228356	7.18e-26	121
NW_013657709.1:1697030-1699353	NW_003338743.1	79.92	1180	196	25	1162	2324	1144608	1143453	0	828
NW_013657709.1:706299-707171	NC_014776.1	85.47	874	123	2	2	873	47883421	47882550	0	907
NW_013657711.1:1627059-1627303	NW_003338867.1	86.53	245	33	0	1	245	758175	758419	1.24e-70	270
NW_013657711.1:1631981-1633671	NW_003338867.1	85.15	1697	240	8	1	1691	761800	763490	0	1727
NW_013657711.1:1634961-1635242	NW_003338867.1	83.69	282	43	1	1	282	763606	763884	2.43e-68	263
NW_013657711.1:1635942-1636208	NW_003338867.1	84.47	264	41	0	1	264	764793	765056	8.22e-68	261
NW_013657711.1:1687803-1688081	NW_003338867.1	86.74	279	37	0	1	279	823006	823284	8.45e-83	311
NW_013657711.1:1697106-1697384	NW_003338867.1	85.31	279	39	2	2	279	833300	833577	1.42e-75	287
NW_013657711.1:1802884-1803023	NW_003338867.1	84.17	139	22	0	2	140	918386	918524	2.46e-30	135
NW_013657711.1:1833254-1833556	NW_003338867.1	82.83	297	49	2	5	300	951087	951382	7.31e-69	265
NW_013657711.1:1861900-1862202	NW_003338867.1	86.47	303	41	0	1	303	980200	980502	1.98e-89	333
NW_013657711.1:1896218-1896505	NW_003338867.1	86.01	286	40	0	3	288	1017453	1017738	1.13e-81	307
NW_013657711.1:1897016-1899082	NW_003338867.1	86.04	2070	283	5	1	2067	1019843	1021909	0	2217
NW_013657711.1:1911527-1911832	NW_003338867.1	84.17	297	47	0	1	297	1032934	1033230	4.38e-76	289
NW_013657713.1:1634153-1635298	NW_003343260.1	80.16	1149	200	19	21	1146	5916	4773	0	833
NW_013657713.1:236336-236494	NC_014778.1	85.06	154	21	2	7	159	185022140	185021988	2.2e-36	156
NW_013657713.1:801972-802211	NC_014776.1	83.26	239	38	2	3	240	129099133	129099370	4.45e-55	219
NW_013657715.1:1096648-1096877	NC_014776.1	87.39	230	29	0	1	230	138346978	138347207	5.37e-69	265
NW_013657719.1:1052653-1052834	NC_014779.1	81.94	155	23	4	5	155	108910564	108910411	2.03e-27	126
NW_013657723.1:770489-770687	NC_014777.1	85.54	166	24	0	34	199	86736873	86737038	7.88e-42	174
NW_013657725.1:1318764-1321202	NC_014781.1	84.19	2435	374	7	9	2439	80527080	80529507	0	2353
NW_013657725.1:1385770-1388997	NC_014781.1	81.22	3249	566	23	2	3228	80601025	80604251	0	2580
NW_013657725.1:582093-582449	NC_014781.1	82.51	343	55	5	1	340	79832081	79832421	3.1e-78	296
NW_013657726.1:650025-651095	NC_014777.1	76.55	938	184	22	1	908	28927300	28928231	2.52e-133	481
NW_013657727.1:1005580-1005760	NW_003339105.1	84.88	172	18	6	11	181	314395	314559	1.19e-39	167
NW_013657727.1:732961-733110	NW_003339033.1	90.55	127	12	0	24	150	7035	7161	2.64e-40	169
NW_013657727.1:993784-993935	NW_003339105.1	92.11	152	12	0	1	152	306892	307043	3.39e-54	215
NW_013657728.1:255034-256468	NW_003338773.1	79.53	1407	267	13	20	1417	248722	250116	0	983
NW_013657728.1:738275-738399	NW_003342882.1	89.6	125	13	0	1	125	131	255	1.26e-37	159
NW_013657728.1:743605-743800	NW_003342882.1	86.29	197	23	3	2	196	7658	7852	5.9e-53	211
NW_013657730.1:1725943-1726090	NW_003339586.1	85.14	148	22	0	1	148	80084	80231	2.61e-35	152
NW_013657738.1:1762898-1763046	NW_003339580.1	90.6	149	14	0	1	149	55338	55190	3.34e-49	198
NW_013657739.1:1007756-1007897	NW_003339403.1	80.16	126	20	5	14	136	148884	149007	1.97e-16	89.8
NW_013657739.1:1019992-1020145	NW_003339403.1	86.36	154	21	0	1	154	162593	162746	2.72e-40	169
NW_013657739.1:1035515-1035707	NW_003341080.1	87.05	193	25	0	1	193	13469	13277	3.46e-55	219
NW_013657739.1:1082013-1082189	NW_003340202.1	85	100	14	1	79	177	19735	19834	1.19e-19	100
NW_013657739.1:732791-733135	NW_003340285.1	84.68	346	49	3	1	344	1889	2232	3.78e-92	342
NW_013657739.1:751039-751242	NW_003339768.1	89.22	204	22	0	1	204	46553	46350	2.82e-66	255
NW_013657739.1:753513-753690	NW_003339768.1	84.46	148	23	0	1	148	20223	20076	1.52e-33	147
NW_013657739.1:757121-757328	NW_003339768.1	84.69	209	30	2	1	208	14525	14318	8.18e-52	207
NW_013657739.1:772162-772425	NW_003339238.1	84.74	249	38	0	8	256	286805	286557	1.76e-64	250
NW_013657739.1:813202-813449	NW_003339238.1	86.34	183	25	0	1	183	184097	183915	1.67e-49	200
NW_013657739.1:813202-813504	NW_003339238.1	86.34	183	25	0	1	183	184097	183915	2.09e-49	200
NW_013657739.1:968055-969234	NW_003339403.1	94	50	3	0	1131	1180	102856	102905	1.54e-11	76.8
NW_013657742.1:1483122-1486502	NW_003338745.1	72.23	1523	336	59	10	1511	2904418	2902962	5.06e-105	388
NW_013657742.1:1487731-1487963	NW_003338745.1	88.84	233	26	0	1	233	2900923	2900691	1.16e-75	287
NW_013657742.1:1500187-1501917	NW_003338745.1	79.82	1754	317	28	4	1731	2879402	2877660	0	1243
NW_013657742.1:1659675-1659918	NW_003339275.1	89.36	235	25	0	1	235	259304	259538	2.04e-78	296
NW_013657742.1:1671942-1672080	NW_003339275.1	87.77	139	17	0	1	139	272158	272296	1.12e-38	163
NW_013657743.1:754283-754412	NW_003339165.1	87.13	101	13	0	1	101	185398	185498	2.92e-24	115
NW_013657745.1:65728-66000	NC_014780.1	85.98	271	38	0	3	273	67459290	67459560	1.07e-76	291
NW_013657746.1:1163747-1164252	NW_003338823.1	85.18	506	75	0	1	506	144983	144478	2.45e-145	520
NW_013657749.1:109065-109278	NW_003338883.1	80	210	42	0	5	214	1042000	1041791	3.1e-36	156
NW_013657750.1:1678453-1678620	NC_014777.1	80.36	168	33	0	1	168	79461236	79461403	5.13e-28	128
NW_013657752.1:759979-760137	NC_014781.1	84.18	158	25	0	2	159	69956196	69956039	7.92e-36	154
NW_013657753.1:1373814-1374218	NW_003339438.1	85.86	403	55	2	4	405	55301	55702	1.2e-117	427
NW_013657753.1:319961-320112	NW_003339367.1	89.33	150	16	0	3	152	182953	183102	2.06e-46	189
NW_013657756.1:216527-216661	NW_003339605.1	92.19	128	10	0	2	129	51134	51261	2.97e-44	182
NW_013657756.1:272991-273127	NW_003340006.1	87.31	134	17	0	4	137	3726	3593	6.6e-36	154
NW_013657756.1:273613-273739	NW_003340006.1	85.83	127	18	0	1	127	1152	1026	2.17e-30	135
NW_013657756.1:309827-310005	NW_003339574.1	88.27	179	21	0	1	179	72494	72316	4.13e-54	215
NW_013657756.1:419262-419494	NW_003339288.1	86.17	188	26	0	46	233	164723	164536	1.2e-50	204
NW_013657758.1:1256767-1256928	NW_003339240.1	90.74	162	15	0	1	162	175331	175492	1.02e-54	217
NW_013657758.1:1260245-1260466	NW_003339240.1	88.32	214	23	2	8	220	187360	187572	3.1e-66	255
NW_013657758.1:1388483-1388705	NW_003339567.1	87.44	223	24	4	1	221	38979	38759	1.12e-65	254
NW_013657758.1:1399920-1400142	NW_003339567.1	85.14	222	31	2	1	221	38979	38759	2.45e-57	226
NW_013657758.1:726924-727159	NW_003338748.1	85.28	231	32	2	7	236	2310820	2311049	1.21e-60	237
NW_013657759.1:1040493-1044163	NW_003338897.1	79.49	1102	190	21	2599	3670	389247	390342	0	750
NW_013657762.1:1388130-1388275	NW_003340613.1	89.04	146	16	0	1	146	9062	9207	3.28e-44	182
NW_013657762.1:1575675-1576228	NW_003339155.1	85.88	85	12	0	458	542	231849	231933	2.51e-16	91.6
NW_013657763.1:436036-436176	NC_014779.1	91.37	139	12	0	3	141	99905941	99906079	5.22e-47	191
NW_013657766.1:1213923-1214423	NC_014779.1	76.18	466	100	7	3	458	105611132	105611596	9.84e-60	235
NW_013657766.1:776355-776935	NC_014777.1	78.59	453	85	10	18	464	93020383	93020829	8.71e-76	289
NW_013657767.1:988509-990274	NC_014781.1	75.75	1806	367	44	1	1748	4293961	4295753	0	843
NW_013657767.1:991431-991732	NC_014781.1	77.89	303	62	4	1	302	4296993	4297291	2.1e-44	183
NW_013657767.1:992912-994831	NC_014781.1	94.56	92	5	0	1829	1920	4300872	4300963	2.46e-31	143
NW_013657768.1:104213-105002	NW_003338842.1	84.18	790	124	1	1	789	977377	978166	0	765
NW_013657768.1:1378065-1378226	NW_003339464.1	83.94	137	20	2	27	162	950	1085	1.37e-28	130
NW_013657768.1:1460153-1460287	NW_003339346.1	93.18	132	9	0	4	135	53146	53015	3.82e-48	195
NW_013657768.1:1467017-1467154	NW_003339346.1	78.01	141	23	6	3	138	26273	26410	3.19e-14	82.4
NW_013657768.1:1468548-1468743	NW_003339346.1	86.08	194	23	4	5	196	33575	33766	2.74e-51	206
NW_013657771.1:1447986-1448212	NW_003338851.1	80.95	231	36	5	1	227	1633439	1633665	2.55e-42	176
NW_013657771.1:25187-25422	NW_003338804.1	85.23	237	33	2	1	236	213897	214132	2.59e-62	243
NW_013657773.1:552062-552276	NW_003338834.1	83.8	216	33	2	1	215	667294	667508	1.1e-50	204
NW_013657774.1:1022274-1023197	NC_014779.1	85.95	925	128	2	1	924	117461389	117460466	0	987
NW_013657775.1:1139716-1139897	NW_003338774.1	79.66	177	30	5	9	182	1694267	1694094	2.62e-26	122
NW_013657777.1:1182598-1182837	NW_003339728.1	84.58	240	37	0	1	240	20715	20476	3.42e-61	239
NW_013657777.1:1184269-1184416	NW_003339728.1	83.11	148	25	0	1	148	17860	17713	2.63e-30	135
NW_013657777.1:122207-122371	NW_003338788.1	86.67	165	22	0	1	165	1613825	1613661	1.06e-44	183
NW_013657782.1:1064485-1064976	NC_014776.1	78.48	395	79	4	27	417	180381865	180381473	2.66e-65	254
NW_013657784.1:455134-456294	NW_003339035.1	74.83	1180	247	34	4	1161	114684	113533	1.64e-135	488
NW_013657785.1:126974-127162	NW_003339085.1	89.42	189	20	0	1	189	439177	439365	2.59e-61	239
NW_013657785.1:1353002-1353231	NW_003338855.1	81.78	214	39	0	9	222	438015	438228	2e-43	180
NW_013657785.1:160834-160977	NW_003339085.1	85.42	144	21	0	1	144	480033	480176	9.08e-35	150
NW_013657785.1:81349-81884	NW_003339085.1	76.4	428	78	16	1	415	311758	312175	6.4e-52	209
NW_013657786.1:1053450-1053636	NC_014782.1	88.77	187	21	0	1	187	2863858	2864044	1.54e-58	230
NW_013657787.1:878019-878592	NC_014777.1	87.11	574	74	0	1	574	120523640	120523067	0	651
NW_013657788.1:374438-374689	NC_014780.1	81.6	250	44	2	4	252	15571839	15571591	3.66e-51	206
NW_013657789.1:1417079-1417457	NC_014776.1	84.23	279	44	0	101	379	139500318	139500040	5.57e-71	272
NW_013657793.1:1248935-1249128	NC_014781.1	84.9	192	29	0	3	194	20398420	20398229	5.87e-48	195
NW_013657794.1:826121-826257	NC_014777.1	86.28	102	14	0	1	102	113424504	113424605	4.03e-23	111
NW_013657801.1:1298046-1298266	NC_014781.1	82.27	220	39	0	2	221	70849094	70849313	8.83e-47	191
NW_013657801.1:1316851-1317071	NC_014781.1	82.27	220	39	0	2	221	70849094	70849313	8.83e-47	191
NW_013657801.1:1333617-1333837	NC_014781.1	84.02	219	31	4	5	221	70849097	70849313	8.77e-52	207
NW_013657801.1:756312-756809	NC_014778.1	80.41	485	95	0	3	487	33583467	33583951	2.57e-100	370
NW_013657803.1:752654-753376	NW_003338911.1	82.21	725	122	5	1	723	1070887	1070168	1.23e-174	617
NW_013657803.1:758223-758505	NW_003338911.1	84.45	283	44	0	1	283	1068555	1068273	2.42e-73	279
NW_013657804.1:1265067-1265191	NW_003339017.1	89.34	122	13	0	1	122	313790	313911	5.88e-36	154
NW_013657807.1:978077-978344	NC_014780.1	78.23	271	35	18	1	268	143961278	143961527	5.18e-35	152
NW_013657808.1:836328-836523	NW_003338798.1	79.08	196	41	0	1	196	408723	408918	3.65e-30	135
NW_013657810.1:1311685-1312343	NC_014780.1	88.08	663	74	3	1	659	26126694	26126033	0	782
NW_013657813.1:637442-637641	NC_014778.1	86.57	201	25	2	1	200	38279602	38279403	1e-55	220
NW_013657814.1:786437-786595	NC_014777.1	83.12	160	21	5	3	159	134190952	134190796	6.17e-32	141
NW_013657815.1:823675-823878	NC_014781.1	84.41	186	28	1	1	185	19293521	19293706	4.85e-44	182
NW_013657818.1:1310878-1311009	NC_014776.1	90.77	130	10	2	4	132	244465980	244465852	1.74e-41	172
NW_013657818.1:1310887-1311009	NC_014776.1	90.32	124	10	2	1	123	244465974	244465852	3.44e-38	161
NW_013657819.1:1087793-1087997	NC_014776.1	87.3	126	16	0	4	129	235698004	235697879	6.39e-33	145
NW_013657824.1:905477-905625	NW_003338876.1	81.92	94	11	5	31	121	171682	171592	5.86e-12	75
NW_013657824.1:946125-946377	NW_003338876.1	89.72	253	26	0	1	253	137891	137639	9.73e-87	324
NW_013657829.1:1543137-1547962	NW_003339066.1	82.11	1682	279	17	3129	4794	330491	328816	0	1419
NW_013657830.1:1005461-1005881	NC_014776.1	76.68	416	84	11	4	411	219292862	219292452	8.23e-55	219
NW_013657830.1:1232783-1232993	NW_003341902.1	79.51	205	36	5	10	211	4837	4636	8.55e-32	141
NW_013657831.1:1286651-1288639	NW_003341319.1	81.57	2024	327	24	1	1989	1973	3985	0	1629
NW_013657834.1:104930-105075	NC_014781.1	86.3	146	20	0	1	146	66607393	66607248	1.54e-37	159
NW_013657835.1:457106-457969	NC_014779.1	83.43	869	135	8	3	864	129285144	129284278	0	798
NW_013657836.1:1185937-1186093	NW_003338877.1	80.89	157	30	0	1	157	749402	749558	6.12e-27	124
NW_013657840.1:543142-543360	NW_003340584.1	86.85	213	26	2	8	219	10722	10933	1.11e-60	237
NW_013657843.1:45284-45454	NW_003339028.1	85.38	171	25	0	1	171	314898	315068	5.13e-43	178
NW_013657844.1:73132-73428	NC_014777.1	76.19	210	49	1	46	255	197957727	197957935	3.54e-22	110
NW_013657844.1:73614-73908	NC_014777.1	81.17	239	43	2	58	295	197949811	197950048	1.22e-46	191
NW_013657844.1:74315-74601	NC_014777.1	78.81	269	55	2	20	287	197949777	197950044	2.56e-43	180
NW_013657844.1:76936-77226	NC_014777.1	77.45	204	40	4	59	259	197957745	197957945	2.07e-24	117
NW_013657844.1:78806-79090	NC_014777.1	78.82	203	33	7	52	249	197957744	197957941	9.35e-28	128
NW_013657844.1:79287-79565	NC_014777.1	77.73	220	43	5	27	243	197957725	197957941	2.54e-28	130
NW_013657845.1:116465-116603	NW_003338831.1	84.13	126	18	2	1	125	754541	754665	6.82e-26	121
NW_013657851.1:443397-443729	NC_014776.1	80	340	41	16	1	328	223343482	223343158	3.83e-57	226
NW_013657851.1:979497-979647	NW_003338964.1	87.68	138	17	0	1	138	376783	376920	4.45e-38	161
NW_013657853.1:934858-935114	NC_014780.1	79.33	237	45	4	4	238	10225843	10225609	2.28e-38	163
NW_013657856.1:548076-548219	NC_014777.1	90.97	144	13	0	1	144	140431385	140431242	4.14e-48	195
NW_013657857.1:1106208-1106473	NC_014776.1	90.23	266	26	0	1	266	244009270	244009005	6.11e-94	348
NW_013657859.1:1093958-1094083	NW_003338834.1	86.46	96	13	0	1	96	41099	41194	1.69e-21	106
NW_013657862.1:595611-595731	NC_014777.1	91.74	121	10	0	1	121	17981653	17981773	2.02e-40	169
NW_013657862.1:601385-601531	NC_014780.1	89.04	146	16	0	1	146	135521705	135521850	3.3e-44	182
NW_013657862.1:864071-864403	NC_014777.1	87.69	333	38	1	1	333	673429	673758	5.96e-105	385
NW_013657864.1:885132-885319	NW_003339034.1	88.3	188	22	0	1	188	602486	602673	2.01e-57	226
NW_013657864.1:908702-909014	NW_003339644.1	79.21	303	51	7	8	298	47806	48108	2.17e-49	200
NW_013657866.1:333546-333814	NW_003338759.1	85.82	268	38	0	2	269	2040965	2040698	4.92e-75	285
NW_013657869.1:833432-833578	NC_014781.1	86.99	146	19	0	2	147	68509907	68510052	3.33e-39	165
NW_013657869.1:91017-94281	NC_014781.1	89.37	3263	341	4	1	3260	67729380	67732639	0	4098
NW_013657871.1:893726-894007	NC_014776.1	79.92	259	50	2	25	282	93323864	93324121	4.18e-46	189
NW_013657872.1:168656-168867	NW_003339414.1	83.65	208	32	2	6	212	85005	84799	6.51e-48	195
NW_013657872.1:309582-310046	NW_003339762.1	80.53	457	89	0	9	465	42602	43058	8.65e-95	351
NW_013657872.1:411969-412102	NW_003339121.1	88.55	131	14	1	4	134	154687	154816	4.97e-37	158
NW_013657872.1:421704-421891	NW_003339121.1	88.89	189	19	2	1	188	166703	166890	4.31e-59	231
NW_013657872.1:838116-840120	NC_014776.1	82.27	1991	323	20	5	1985	197789471	197787501	0	1694
NW_013657874.1:929775-930006	NW_003338743.1	81.97	233	40	2	1	232	1046064	1045833	2.01e-48	196
NW_013657877.1:1431469-1433551	NW_003339124.1	86.54	104	12	2	1143	1246	29000	29101	2.09e-22	113
NW_013657877.1:1440213-1440482	NW_003339124.1	86.47	244	33	0	1	244	48641	48884	4.97e-70	268
NW_013657877.1:1461423-1461555	NW_003339124.1	92.48	133	10	0	1	133	91103	91235	4.85e-47	191
NW_013657877.1:1461861-1461986	NW_003339124.1	88.24	119	14	0	1	119	93194	93312	1.29e-32	143
NW_013657877.1:1468016-1468244	NW_003339124.1	92.77	83	6	0	144	226	102275	102357	1.22e-25	121
NW_013657877.1:1473074-1473208	NW_003339124.1	88.15	135	16	0	1	135	114194	114328	3.87e-38	161
NW_013657878.1:1028651-1028801	NC_014776.1	88.81	134	15	0	1	134	207175328	207175461	3.44e-39	165
NW_013657879.1:896334-897812	NW_003338862.1	83.7	1479	232	8	1	1476	336172	334700	0	1387
NW_013657885.1:166406-166566	NW_003339796.1	93.79	161	10	0	1	161	14804	14644	1.67e-62	243
NW_013657886.1:1152991-1153531	NC_014780.1	77.26	563	99	22	1	541	85003358	85003913	2.88e-80	303
NW_013657886.1:354797-355303	NC_014776.1	74.13	344	57	18	105	439	175185079	175184759	4.87e-23	113
NW_013657886.1:383842-384038	NC_014776.1	88.95	172	17	2	27	197	175059581	175059411	5.93e-53	211
NW_013657888.1:313544-314780	NW_003338911.1	79.45	1241	249	5	1	1235	777116	775876	0	874
NW_013657889.1:395677-396486	NC_014779.1	84.61	799	123	0	1	799	132555490	132554692	0	795
NW_013657890.1:1144348-1144478	NW_003339164.1	85.61	132	17	2	1	131	241514	241384	6.29e-31	137
NW_013657890.1:121300-122031	NC_014779.1	81.25	736	133	5	1	732	130884081	130884815	2.71e-166	590
NW_013657890.1:304145-304294	NC_014779.1	90.82	98	9	0	1	98	131089171	131089268	3.46e-29	132
NW_013657890.1:471897-472041	NC_014779.1	92.03	138	11	0	8	145	131307084	131307221	4.17e-48	195
NW_013657893.1:422324-422457	NC_014778.1	82.96	135	20	3	1	134	31118514	31118382	2.34e-25	119
NW_013657899.1:598395-598594	NC_014776.1	85.5	200	29	0	1	200	227899806	227899607	2.17e-52	209
NW_013657900.1:430246-430382	NW_003338829.1	89.39	132	13	1	1	132	182113	182243	3.05e-39	165
NW_013657900.1:431092-431314	NW_003338829.1	91.32	219	19	0	5	223	182421	182639	1.42e-79	300
NW_013657900.1:509970-510128	NW_003338829.1	89.17	157	17	0	3	159	337129	337285	1.3e-48	196
NW_013657900.1:642752-643851	NW_003339461.1	86.78	1021	131	4	11	1029	126134	125116	0	1134
NW_013657902.1:585116-585304	NC_014779.1	86.24	189	26	0	1	189	155345692	155345880	2.63e-51	206
NW_013657904.1:235097-235278	NW_003342403.1	87.91	182	22	0	1	182	3755	3936	4.21e-54	215
NW_013657904.1:248799-249007	NW_003340225.1	89.95	199	20	0	7	205	10468	10666	8.05e-67	257
NW_013657905.1:356364-356569	NC_014778.1	84.88	205	31	0	2	206	101035285	101035081	8.09e-52	207
NW_013657908.1:439529-440110	NC_014783.1	80.56	504	90	7	1	500	527058	526559	1.4e-103	381
NW_013657910.1:430233-430475	NW_003339761.1	84.55	246	32	5	1	243	25472	25714	3.46e-61	239
NW_013657910.1:463379-464752	NW_003339761.1	81.26	667	104	13	718	1374	57964	58619	6.9e-145	520
NW_013657910.1:473120-473688	NW_003340145.1	81.06	565	82	23	15	569	18727	18178	1.73e-117	427
NW_013657912.1:898892-899077	NC_014779.1	88.11	143	17	0	3	145	70536393	70536251	9.48e-41	171
NW_013657916.1:904733-905677	NC_014776.1	73.9	456	119	0	103	558	85458966	85459421	7e-44	183
NW_013657917.1:245870-246315	NW_003338945.1	86.49	333	43	2	4	335	748890	749221	1.06e-98	364
NW_013657920.1:427126-427278	NW_003339027.1	85.52	145	21	0	9	153	436319	436175	2.72e-35	152
NW_013657920.1:940661-941580	NW_003339027.1	95	60	3	0	861	920	146405	146346	3.28e-17	95.3
NW_013657923.1:132800-133362	NW_003338800.1	88.59	263	29	1	1	262	44461	44723	1.07e-84	318
NW_013657924.1:480989-481258	NC_014779.1	80.86	256	44	5	8	259	74305099	74305353	2.38e-48	196
NW_013657924.1:480989-481816	NC_014779.1	78.67	830	165	12	8	828	74305099	74305925	8.76e-152	542
NW_013657926.1:475541-475801	NC_014780.1	84.74	249	38	0	13	261	8524179	8524427	1.73e-64	250
NW_013657927.1:33170-34606	NW_003338812.1	78.57	1465	265	34	2	1437	410998	409554	0	920
NW_013657928.1:366099-366410	NW_003338849.1	81.85	314	53	4	1	312	1467080	1467391	9.76e-68	261
NW_013657928.1:382824-383135	NW_003338849.1	83.12	314	49	4	1	312	1475947	1476258	2.08e-74	283
NW_013657928.1:390954-391265	NW_003338849.1	82.69	312	54	0	1	312	1495727	1496038	9.7e-73	278
NW_013657928.1:395195-395506	NW_003338849.1	83.71	313	49	2	1	312	1495727	1496038	9.63e-78	294
NW_013657928.1:400475-400786	NW_003338849.1	81.35	311	54	4	4	312	1506505	1506813	2.11e-64	250
NW_013657928.1:405101-405412	NW_003338849.1	83.65	312	51	0	1	312	1495727	1496038	9.63e-78	294
NW_013657928.1:407369-407680	NW_003338849.1	82.43	313	53	2	1	312	1495727	1496038	4.51e-71	272
NW_013657928.1:413012-413323	NW_003338849.1	83.71	313	49	2	1	312	1495727	1496038	9.63e-78	294
NW_013657928.1:418278-418589	NW_003338849.1	84.3	312	49	0	1	312	1510844	1511155	4.45e-81	305
NW_013657933.1:186448-186574	NC_014780.1	83.48	115	19	0	1	115	64536609	64536495	4.74e-22	108
NW_013657934.1:87194-88786	NW_003338879.1	81.64	1596	287	6	1	1593	122208	123800	0	1319
NW_013657938.1:665612-665750	NW_003338760.1	86.33	139	19	0	1	139	2220415	2220553	2.42e-35	152
NW_013657941.1:771931-772056	NC_014777.1	91.27	126	11	0	1	126	91154490	91154365	1.64e-41	172
NW_013657942.1:155715-155984	NW_003339316.1	85.56	270	39	0	1	270	156360	156629	1.78e-74	283
NW_013657942.1:248902-249174	NW_003339169.1	85.56	270	39	0	1	270	160831	161100	1.8e-74	283
NW_013657945.1:519521-519826	NW_003339323.1	79.69	256	52	0	51	306	75228	75483	5.92e-45	185
NW_013657948.1:538648-539769	NC_014776.1	85.25	1017	141	7	66	1079	44313877	44312867	0	1038
NW_013657948.1:571832-572023	NC_014777.1	80	110	20	2	68	176	6718089	6718197	1.69e-13	80.5
NW_013657954.1:104345-104489	NC_014778.1	88.98	118	13	0	3	120	85424968	85424851	1.19e-33	147
NW_013657956.1:138120-138319	NW_003338785.1	85.25	183	25	2	13	194	1108154	1108335	1.02e-45	187
NW_013657956.1:150454-150986	NC_014776.1	79.4	534	108	2	1	533	137422854	137423386	5.93e-102	375
NW_013657959.1:904973-905399	NC_014781.1	83.53	425	70	0	1	425	11522137	11521713	1e-108	398
NW_013657960.1:665243-665898	NW_003339187.1	76.78	211	45	4	417	625	233122	232914	1.78e-23	115
NW_013657960.1:846478-847020	NW_003339819.1	88.4	543	63	0	1	543	18118	18660	0	654
NW_013657961.1:384368-384549	NW_003339120.1	82.07	145	19	5	1	141	164234	164093	1.22e-24	117
NW_013657962.1:281279-281978	NW_003338954.1	87.89	702	81	4	1	700	125753	126452	0	822
