qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
NW_013657684.1:1433236-1433365	LD638837.1	91.54	130	11	0	1	130	181890	181761	9.48e-44	180
NW_013657684.1:1567554-1567816	LD638837.1	93.44	259	17	0	5	263	31028	30770	4.27e-105	385
NW_013657684.1:1582129-1582528	LD638837.1	96	400	16	0	1	400	21060	20661	0	651
NW_013657684.1:171336-171479	LD637139.1	92.36	144	11	0	1	144	779772	779915	1.78e-51	206
NW_013657684.1:1715223-1715388	LD637115.1	92.64	163	12	0	4	166	231170	231008	2.69e-60	235
NW_013657684.1:1764032-1764596	LD637115.1	94.16	565	33	0	1	565	176869	176305	0	861
NW_013657684.1:227753-228014	LD637139.1	91.98	262	21	0	1	262	840669	840930	4.28e-100	368
NW_013657684.1:2493279-2493491	LD638142.1	95.71	210	9	0	4	213	79091	78882	2.66e-91	339
NW_013657684.1:2707013-2707192	LD636866.1	84.02	194	16	3	1	179	461683	461876	2.36e-41	172
NW_013657684.1:406913-407062	LD637139.1	91.33	150	13	0	1	150	994168	994317	1.87e-51	206
NW_013657684.1:412998-413164	LD637139.1	97.61	167	4	0	1	167	999698	999864	7.38e-76	287
NW_013657684.1:428633-428762	LD637139.1	88.46	130	15	0	1	130	1013379	1013508	4.44e-37	158
NW_013657684.1:454613-454790	LD637139.1	91.43	175	15	0	1	175	1029682	1029856	6.29e-62	241
NW_013657684.1:457590-457789	LD637139.1	93.5	200	13	0	1	200	1034957	1035156	4.19e-79	298
NW_013657684.1:459959-460112	LD637139.1	90.6	149	14	0	6	154	1037484	1037632	3.23e-49	198
NW_013657684.1:467539-468320	LD637139.1	90.57	785	71	2	1	782	1043672	1044456	0	1037
NW_013657684.1:492148-492295	LD637139.1	91.89	148	12	0	1	148	1064913	1065060	5.11e-52	207
NW_013657684.1:493986-494182	LD637139.1	91.37	197	17	0	1	197	1066847	1067043	9.03e-71	270
NW_013657684.1:497608-497836	LD637139.1	91.38	232	17	3	1	229	1070253	1070484	4.86e-84	315
NW_013657684.1:916920-917122	LD636724.1	88.44	199	20	1	2	200	282190	282385	9.43e-61	237
NW_013657684.1:917820-917960	LD636724.1	92.2	141	11	0	1	141	283425	283565	8.06e-50	200
NW_013657684.1:934879-935064	LD636724.1	91.94	186	15	0	1	186	298526	298711	5.08e-68	261
NW_013657685.1:109387-109562	LD637829.1	91.95	174	14	0	3	176	47468	47295	4.8e-63	244
NW_013657685.1:152451-152599	LD639812.1	89.26	149	16	0	1	149	92281	92133	6.71e-46	187
NW_013657685.1:157601-157807	LD639812.1	90.34	207	20	0	1	207	84225	84019	2.64e-71	272
NW_013657685.1:159508-159714	LD639812.1	90.34	207	20	0	1	207	84225	84019	2.64e-71	272
NW_013657685.1:1657356-1657514	LD638326.1	91.77	158	13	0	2	159	452197	452040	7.16e-56	220
NW_013657685.1:167778-167908	LD639812.1	86.96	138	10	5	1	131	76172	76036	2.7e-34	148
NW_013657685.1:2079507-2079935	LD637023.1	92.09	392	31	0	1	392	62381	62772	1.89e-155	553
NW_013657685.1:2114044-2115813	LD637023.1	90.17	1771	172	2	1	1770	78141	79910	0	2305
NW_013657685.1:2366337-2366485	LD637023.1	89.93	149	15	0	1	149	205927	206075	1.44e-47	193
NW_013657685.1:398041-398911	LD637581.1	92.44	873	60	3	2	871	14156	15025	0	1242
NW_013657685.1:493717-493843	LD637581.1	96.03	126	5	0	1	126	143705	143830	1.52e-51	206
NW_013657686.1:1034350-1035604	LD636979.1	93.11	1262	78	2	1	1253	748225	749486	0	1840
NW_013657686.1:1584636-1584853	LD636979.1	92.66	218	16	0	1	218	1207468	1207685	4.6e-84	315
NW_013657686.1:2023919-2024193	LD636979.1	91.93	223	15	3	1	220	1692647	1692869	2.78e-82	309
NW_013657687.1:186342-186473	LD637617.1	96.97	132	4	0	1	132	359019	359150	1.58e-56	222
NW_013657687.1:1973384-1974985	LD637561.1	95.51	1602	72	0	1	1602	8148	6547	0	2560
NW_013657687.1:197564-197779	LD637617.1	96.76	216	7	0	1	216	379959	380174	5.76e-98	361
NW_013657687.1:41321-41642	LD637763.1	88.89	306	31	2	20	322	1052823	1052518	1.16e-101	374
NW_013657687.1:56734-56855	LD637763.1	95.08	122	6	0	1	122	1041718	1041597	1.12e-47	193
NW_013657687.1:63230-63420	LD637763.1	84.32	185	29	0	1	185	1038967	1038783	4.2e-44	182
NW_013657687.1:76189-76320	LD637763.1	95.46	132	6	0	1	132	1022942	1022811	3.43e-53	211
NW_013657688.1:1042316-1042813	LD636976.1	96.57	495	14	2	1	495	1050237	1050728	0	817
NW_013657688.1:2503351-2503474	LD636996.1	88.53	122	14	0	3	124	924731	924852	2.52e-34	148
NW_013657688.1:2504425-2504599	LD636996.1	91.43	175	15	0	1	175	925817	925991	6.16e-62	241
NW_013657688.1:2505001-2505134	LD636996.1	85.5	131	19	0	2	132	926426	926556	6.01e-31	137
NW_013657688.1:2520316-2520474	LD636996.1	90	160	14	2	1	159	944787	944945	2.01e-51	206
NW_013657688.1:2521799-2521963	LD636996.1	95.76	165	7	0	1	165	946577	946741	9.48e-70	267
NW_013657688.1:2539385-2539760	LD636996.1	82.76	406	40	6	1	376	964384	964789	6.46e-90	335
NW_013657688.1:2550711-2550851	LD636996.1	92.91	141	10	0	1	141	974469	974609	1.73e-51	206
NW_013657688.1:2561040-2561189	LD636996.1	89.33	150	16	0	1	150	984912	985061	1.88e-46	189
NW_013657688.1:2561768-2561906	LD636996.1	89.55	134	14	0	1	134	985687	985820	6.21e-41	171
NW_013657688.1:2561984-2562235	LD636996.1	91.89	148	12	0	1	148	985905	986052	9.46e-52	207
NW_013657689.1:1010635-1010838	LD638631.1	92.04	201	16	0	4	204	225059	224859	1.2e-74	283
NW_013657689.1:1014814-1014951	LD638631.1	93.48	138	9	0	1	138	219801	219664	1.69e-51	206
NW_013657689.1:1023993-1024126	LD660577.1	94.03	134	8	0	1	134	1839	1706	5.85e-51	204
NW_013657689.1:1064764-1065316	LD638631.1	91.27	550	42	1	10	553	177383	176834	0	745
NW_013657689.1:465812-466138	LD640964.1	75.64	275	46	14	63	322	5423	5691	2.19e-24	117
NW_013657690.1:1004063-1004188	LD636973.1	92.06	126	10	0	1	126	292095	292220	3.28e-43	178
NW_013657690.1:2030752-2030951	LD636973.1	94	200	12	0	1	200	1140782	1140981	9.01e-81	303
NW_013657690.1:2225683-2226770	LD636988.1	85.56	1108	138	8	1	1088	85389	84284	0	1140
NW_013657690.1:2233303-2233438	LD636988.1	94.85	136	7	0	1	136	74289	74154	9.89e-54	213
NW_013657690.1:2268934-2269059	LD636988.1	92.86	126	9	0	1	126	59337	59212	7.05e-45	183
NW_013657690.1:2273428-2273562	LD636988.1	91.11	135	12	0	1	135	58440	58306	7.69e-45	183
NW_013657690.1:2287575-2287732	LD636988.1	93.67	158	10	0	1	158	49564	49407	7.06e-61	237
NW_013657690.1:2293803-2293930	LD636988.1	92.06	126	10	0	3	128	47476	47351	3.34e-43	178
NW_013657690.1:2295618-2295785	LD636988.1	91.07	168	15	0	1	168	46151	45984	4.57e-58	228
NW_013657690.1:2317825-2317986	LD636988.1	92.5	160	12	0	1	160	45348	45189	1.22e-58	230
NW_013657690.1:2470977-2471143	LD636847.1	94.01	167	10	0	1	167	1055713	1055879	7.49e-66	254
NW_013657690.1:641871-642066	LD637244.1	91.67	192	16	0	5	196	626052	626243	1.16e-69	267
NW_013657690.1:657837-658032	LD637244.1	93.37	196	13	0	1	196	652694	652889	6.89e-77	291
NW_013657690.1:939447-939579	LD636973.1	96.24	133	5	0	1	133	237687	237819	2.07e-55	219
NW_013657690.1:988012-989571	LD636973.1	90.46	1573	127	6	1	1560	278380	279942	0	2052
NW_013657691.1:2170310-2170491	LD637935.1	93.41	182	12	0	1	182	461813	461632	8.23e-71	270
NW_013657691.1:2198150-2198324	LD637935.1	93.02	172	12	0	4	175	449878	449707	2.85e-65	252
NW_013657691.1:2201330-2201644	LD637935.1	86.17	311	40	1	4	314	445340	445033	1.92e-89	333
NW_013657691.1:2235822-2236453	LD637935.1	86.71	617	76	4	19	632	415057	414444	0	680
NW_013657691.1:2496447-2496618	LD637408.1	92.26	168	13	0	1	168	363767	363600	2.17e-61	239
NW_013657692.1:146191-146344	LD639509.1	93.51	154	10	0	1	154	209839	209992	1.14e-58	230
NW_013657692.1:2364227-2364468	LD636701.1	95.4	239	11	0	4	242	163081	162843	5.03e-104	381
NW_013657693.1:1314397-1314526	LD637469.1	94.4	125	7	0	6	130	453162	453038	1.22e-47	193
NW_013657693.1:445730-445873	LD651850.1	94.37	142	8	0	3	144	11502	11643	2.28e-55	219
NW_013657693.1:461016-461182	LD637733.1	92.86	168	10	2	1	167	101892	101726	1.62e-62	243
NW_013657693.1:475284-475837	LD637733.1	90.79	554	51	0	1	554	85920	85367	0	741
NW_013657693.1:531922-532103	LD637733.1	93.41	182	6	2	1	182	27382	27207	3.83e-69	265
NW_013657693.1:532952-533183	LD637733.1	91.38	232	17	1	1	232	26044	25816	4.93e-84	315
NW_013657693.1:548748-548871	LD637733.1	93.55	124	8	0	1	124	10770	10647	1.92e-45	185
NW_013657693.1:627155-627286	LD639213.1	94.7	132	7	0	1	132	337143	337012	1.59e-51	206
NW_013657694.1:832100-832635	LD636655.1	88.93	533	59	0	4	536	2347568	2347036	0	658
NW_013657694.1:840035-840191	LD636655.1	89.81	157	16	0	1	157	2333651	2333495	2.55e-50	202
NW_013657694.1:850931-851587	LD636655.1	86.72	655	87	0	3	657	2323741	2323087	0	728
NW_013657694.1:864925-866029	LD636655.1	87.86	1120	109	7	1	1105	2307363	2306256	0	1290
NW_013657694.1:891007-891135	LD636655.1	96.12	129	5	0	1	129	2289838	2289710	3.33e-53	211
NW_013657694.1:897884-898047	LD636655.1	94.51	164	9	0	1	164	2286080	2285917	7.33e-66	254
NW_013657695.1:1303608-1303856	LD637815.1	92.37	249	19	0	1	249	208631	208879	3.15e-96	355
NW_013657695.1:1325440-1325602	LD637815.1	92.64	163	12	0	1	163	229433	229595	2.63e-60	235
NW_013657695.1:1454219-1454376	LD636972.1	92.4	158	12	0	1	158	216801	216644	1.53e-57	226
NW_013657695.1:1512660-1513168	LD636972.1	86.23	523	55	7	1	507	175904	175383	8.13e-155	551
NW_013657695.1:1755753-1755878	LD636979.1	94.22	121	7	0	6	126	2687281	2687161	1.96e-45	185
NW_013657695.1:691095-691310	LD640561.1	80	205	35	1	7	211	11903	11705	1.76e-33	147
NW_013657695.1:710972-711102	LD640561.1	92.37	131	10	0	1	131	204	74	5.72e-46	187
NW_013657695.1:768770-768944	LD639173.1	90	170	17	0	3	172	21131	20962	8.03e-56	220
NW_013657695.1:770072-770217	LD636968.1	94.52	146	8	0	1	146	3489356	3489211	1.39e-57	226
NW_013657695.1:777320-777443	LD636968.1	89.34	122	13	0	3	124	3485263	3485142	5.41e-36	154
NW_013657696.1:2058629-2059864	LD636861.1	86.91	1245	148	11	1	1236	56826	58064	0	1382
NW_013657696.1:2068627-2068784	LD640490.1	92.4	158	12	0	1	158	7035	6878	1.53e-57	226
NW_013657696.1:2069514-2069705	LD640490.1	94.27	192	11	0	1	192	5882	5691	5.2e-78	294
NW_013657696.1:2069796-2069917	LD640490.1	90.98	122	11	0	1	122	5588	5467	2.45e-39	165
NW_013657697.1:1044034-1044158	LD637237.1	96	125	5	0	1	125	466755	466631	5.35e-51	204
NW_013657697.1:1339805-1341733	LD637237.1	92.39	1932	144	1	1	1929	115047	113116	0	2750
NW_013657697.1:1544811-1544948	LD638145.1	97.1	138	4	0	1	138	82547	82410	7.73e-60	233
NW_013657697.1:2106533-2106653	LD636977.1	92.56	121	9	0	1	121	2001885	2002005	4.03e-42	174
NW_013657697.1:253961-254164	LD637000.1	92.65	204	15	0	1	204	4507685	4507482	5.55e-78	294
NW_013657697.1:277275-277457	LD637000.1	92.9	183	13	0	1	183	4481814	4481632	1.07e-69	267
NW_013657697.1:762214-762418	LD637237.1	91.71	205	17	0	1	205	737174	736970	3.36e-75	285
NW_013657698.1:1180857-1181097	LD637202.1	93.36	241	13	1	1	241	541160	540923	1.09e-95	353
NW_013657698.1:1204008-1204329	LD637202.1	92.55	322	24	0	1	322	519687	519366	2.4e-128	462
NW_013657698.1:1230003-1231373	LD637202.1	93.16	1374	88	3	1	1371	500541	499171	0	2012
NW_013657698.1:1383329-1384381	LD637202.1	88.92	1056	111	5	1	1053	319862	318810	0	1297
NW_013657698.1:162073-162369	LD637009.1	93.6	297	19	0	1	297	552610	552314	7.95e-123	444
NW_013657698.1:183778-184069	LD637009.1	92.25	271	21	0	22	292	589424	589694	4.8e-105	385
NW_013657698.1:2053757-2054186	LD636718.1	95.35	430	20	0	1	430	1495296	1494867	0	684
NW_013657698.1:2059386-2059593	LD654218.1	94.71	208	11	0	1	208	1622	1415	7.23e-87	324
NW_013657698.1:2071711-2071918	LD636718.1	97.6	208	5	0	1	208	1479546	1479339	7.13e-97	357
NW_013657698.1:2149937-2150117	LD636718.1	96.68	181	6	0	1	181	1412635	1412455	2.9e-80	302
NW_013657698.1:357218-357473	LD639661.1	86.33	256	35	0	1	256	120455	120200	2.01e-73	279
NW_013657698.1:359074-360333	LD639661.1	86.87	1264	131	22	1	1260	119434	118202	0	1382
NW_013657698.1:401115-401407	LD637438.1	94.2	293	17	0	1	293	396880	397172	6.06e-124	448
NW_013657698.1:509310-509528	LD638092.1	93.15	219	15	0	1	219	315968	316186	2.76e-86	322
NW_013657698.1:520128-520301	LD638092.1	93.1	174	12	0	1	174	322363	322536	2.19e-66	255
NW_013657699.1:1060900-1061085	LD636997.1	92.47	186	14	0	1	186	685444	685629	1.09e-69	267
NW_013657699.1:1281324-1281584	LD636997.1	92.34	261	20	0	1	261	1118918	1119178	3.3e-101	372
NW_013657699.1:1281324-1281587	LD636997.1	92.42	264	20	0	1	264	1118918	1119181	7.18e-103	377
NW_013657699.1:172107-173238	LD639098.1	85.74	1115	159	0	7	1121	110859	111973	0	1179
NW_013657699.1:180380-180592	LD639098.1	85.17	209	31	0	5	213	124674	124882	4.67e-54	215
NW_013657699.1:251364-251490	LD663217.1	92.13	127	10	0	1	127	1676	1802	9.21e-44	180
NW_013657699.1:257680-257843	LD639098.1	93.17	161	11	0	1	161	173787	173947	7.38e-61	237
NW_013657699.1:265764-265919	LD639098.1	90.39	156	15	0	1	156	180007	180162	1.96e-51	206
NW_013657699.1:539229-539351	LD638792.1	86.99	123	16	0	1	123	58425	58303	1.5e-31	139
NW_013657699.1:552292-552535	LD638792.1	90.57	244	23	0	1	244	48940	48697	8.68e-87	324
NW_013657699.1:744047-744179	LD636968.1	92.8	125	9	0	9	133	2502104	2501980	2.71e-44	182
NW_013657700.1:48560-48697	LD637253.1	84.78	138	21	0	1	138	128536	128399	1.73e-31	139
NW_013657701.1:145094-145250	LD637970.1	94.27	157	9	0	1	157	39524	39368	5.41e-62	241
NW_013657701.1:1643000-1643206	LD636939.1	90.34	207	20	0	1	207	454553	454347	2.64e-71	272
NW_013657701.1:2110646-2110801	LD640753.1	92.31	156	12	0	1	156	12084	12239	1.95e-56	222
NW_013657701.1:2111922-2112071	LD640753.1	93.62	141	9	0	10	150	13249	13389	4.02e-53	211
NW_013657701.1:33802-33986	LD637970.1	91.35	185	16	0	1	185	143386	143202	8.45e-66	254
NW_013657701.1:343194-343325	LD637449.1	92.42	132	10	0	1	132	46460	46591	1.61e-46	189
NW_013657701.1:471148-472880	LD637449.1	91.84	1729	135	2	1	1726	168945	170670	0	2407
NW_013657701.1:553450-553659	LD637449.1	92.86	210	15	0	1	210	270749	270958	2.65e-81	305
NW_013657701.1:616057-616206	LD639810.1	92.67	150	11	0	1	150	130313	130164	8.63e-55	217
NW_013657701.1:618875-619015	LD639810.1	95.03	141	7	0	1	141	127859	127719	1.72e-56	222
NW_013657701.1:62002-62139	LD637970.1	91.3	138	12	0	1	138	123188	123051	1.7e-46	189
NW_013657701.1:641137-641339	LD661257.1	92.04	201	14	2	4	203	918	719	4.29e-74	281
NW_013657701.1:902568-902695	LD637398.1	92.19	128	10	0	1	128	147644	147517	2.59e-44	182
NW_013657701.1:911513-911692	LD637398.1	93.26	178	12	0	3	180	140690	140513	1.36e-68	263
NW_013657701.1:920766-920930	LD637398.1	96.36	165	6	0	1	165	133520	133356	2.04e-71	272
NW_013657701.1:925447-925607	LD637398.1	93.17	161	11	0	1	161	126981	126821	7.22e-61	237
NW_013657702.1:1002455-1002670	LD636970.1	92.59	216	16	0	1	216	3828142	3828357	5.88e-83	311
NW_013657702.1:1006527-1006685	LD636970.1	93.08	159	11	0	1	159	3833448	3833606	9.2e-60	233
NW_013657702.1:1009638-1010014	LD636970.1	86.58	380	42	4	1	377	3838017	3838390	1.05e-112	411
NW_013657702.1:1010808-1010971	LD636970.1	91.36	162	14	0	1	162	3839206	3839367	2.07e-56	222
NW_013657702.1:1054500-1054625	LD636970.1	90.48	126	12	0	1	126	3878220	3878345	7.1e-40	167
NW_013657702.1:1073766-1073892	LD636970.1	93.7	127	8	0	1	127	3910733	3910859	4.25e-47	191
NW_013657702.1:1443102-1444174	LD636970.1	90.86	1083	76	11	1	1073	4415156	4416225	0	1430
NW_013657702.1:1516302-1517441	LD636970.1	97.02	1140	31	1	1	1140	4656958	4658094	0	1914
NW_013657702.1:771167-771311	LD636970.1	93.75	144	9	0	2	145	3572307	3572450	8.28e-55	217
NW_013657702.1:773067-773245	LD636970.1	92.18	179	14	0	1	179	3573753	3573931	8.13e-66	254
NW_013657702.1:992177-992350	LD636970.1	92.53	174	13	0	1	174	3820098	3820271	1.02e-64	250
NW_013657702.1:997357-997556	LD636970.1	91.96	199	16	0	2	200	3825748	3825946	1.52e-73	279
NW_013657703.1:117628-117797	LD636835.1	95.88	170	7	0	1	170	1222334	1222165	1.63e-72	276
NW_013657703.1:1514535-1514846	LD637159.1	91.99	312	25	0	1	312	806731	806420	3.91e-121	438
NW_013657703.1:1670455-1670637	LD639535.1	85.25	183	27	0	1	183	442900	442718	2.39e-46	189
NW_013657704.1:1081647-1081776	LD637594.1	96.92	130	4	0	1	130	107842	107971	2.01e-55	219
NW_013657704.1:1092402-1092590	LD637594.1	91.89	185	15	0	1	185	119771	119955	1.86e-67	259
NW_013657704.1:1092402-1092593	LD637594.1	91.15	192	17	0	1	192	119771	119962	5.27e-68	261
NW_013657704.1:1115634-1115926	LD637594.1	91.2	250	22	0	44	293	148302	148551	1.06e-91	340
NW_013657704.1:1122559-1123162	LD637594.1	94.7	604	29	2	1	604	153367	153967	0	935
NW_013657704.1:1129111-1130517	LD637594.1	90.88	1436	90	16	3	1407	160132	161557	0	1888
NW_013657704.1:1299074-1299196	LD636818.1	94.31	123	7	0	1	123	153301	153179	1.47e-46	189
NW_013657704.1:1525361-1525558	LD639787.1	91.41	198	17	0	1	198	74355	74158	2.52e-71	272
NW_013657704.1:1695005-1695788	LD637297.1	95.22	670	29	1	115	784	103630	104296	0	1057
NW_013657704.1:688471-688642	LD636982.1	89.61	154	14	2	20	172	84228	84076	4.77e-48	195
NW_013657704.1:688513-688642	LD636982.1	93.08	130	9	0	1	130	84205	84076	4.38e-47	191
NW_013657704.1:740367-740500	LD636982.1	89.76	127	13	0	5	131	47305	47179	9.92e-39	163
NW_013657704.1:743815-743970	LD636982.1	90.39	156	15	0	1	156	44514	44359	1.96e-51	206
NW_013657704.1:92001-92156	LD636966.1	89.81	157	14	2	1	156	3885199	3885044	9.12e-50	200
NW_013657705.1:1071265-1071393	LD638616.1	89.92	129	13	0	1	129	327956	328084	7.31e-40	167
NW_013657705.1:1079371-1079607	LD638616.1	86.92	237	31	0	1	237	336311	336547	1.44e-69	267
NW_013657705.1:1107077-1107215	LD638616.1	94.96	139	7	0	1	139	357997	358135	2.19e-55	219
NW_013657705.1:471221-472156	LD636965.1	80.89	989	116	33	1	936	330267	331235	0	712
NW_013657705.1:829745-829907	LD638939.1	96.93	163	5	0	1	163	92530	92692	5.58e-72	274
NW_013657705.1:831484-831605	LD638939.1	94.22	121	7	0	2	122	93877	93997	1.88e-45	185
NW_013657705.1:832514-832872	LD638939.1	92.18	358	25	1	2	359	116639	116993	1.59e-140	503
NW_013657705.1:859923-860044	LD638939.1	93.44	122	8	0	1	122	171948	172069	2.43e-44	182
NW_013657705.1:974471-974662	LD638616.1	90.62	192	18	0	1	192	230058	230249	2.45e-66	255
NW_013657706.1:1470790-1470952	LD636990.1	95.09	163	8	0	1	163	1842757	1842919	5.62e-67	257
NW_013657707.1:1259055-1259180	LD637011.1	90.48	126	12	0	1	126	802523	802648	7.1e-40	167
NW_013657707.1:1291226-1291364	LD637011.1	92.09	139	11	0	1	139	834467	834605	1.02e-48	196
NW_013657707.1:1317811-1317931	LD637011.1	91.74	121	10	0	1	121	847281	847401	1.87e-40	169
NW_013657707.1:1332862-1333000	LD637011.1	97.12	139	4	0	1	139	858408	858546	2.17e-60	235
NW_013657707.1:1342123-1342249	LD637011.1	92.8	125	9	0	1	125	872130	872254	2.56e-44	182
NW_013657707.1:1770177-1770335	LD637223.1	91.82	159	13	0	1	159	180722	180880	1.99e-56	222
NW_013657707.1:658850-659018	LD638744.1	94.08	169	10	0	1	169	27366	27534	5.87e-67	257
NW_013657708.1:1630361-1630482	LD641817.1	94.83	116	6	0	1	116	7083	7198	2.43e-44	182
NW_013657708.1:1633890-1634071	LD641817.1	89.01	182	20	0	1	182	14140	14321	1.81e-57	226
NW_013657708.1:1636327-1636848	LD641817.1	87.72	521	64	0	2	522	15745	16265	4.88e-172	608
NW_013657708.1:1638238-1638500	LD641817.1	87.83	263	32	0	1	263	18759	19021	2.64e-82	309
NW_013657708.1:1639247-1639417	LD641817.1	91.14	158	14	0	14	171	20080	20237	3.63e-54	215
NW_013657708.1:1641751-1641880	LD641817.1	88.46	130	15	0	1	130	21981	22110	4.44e-37	158
NW_013657708.1:1946149-1946676	LD636966.1	81	479	76	6	1	479	3496801	3496338	3.29e-99	366
NW_013657708.1:1964793-1965230	LD636966.1	90.54	423	40	0	16	438	3473738	3473316	1.15e-157	560
NW_013657708.1:250020-250237	LD636974.1	92.2	218	17	0	1	218	1957455	1957672	2.14e-82	309
NW_013657708.1:345232-345484	LD637013.1	95.22	251	12	0	1	251	1494970	1494720	5.25e-109	398
NW_013657708.1:436159-436309	LD637013.1	94.04	151	9	0	1	151	1413748	1413598	1.12e-58	230
NW_013657708.1:477859-477987	LD637013.1	96.12	129	5	0	1	129	1371358	1371230	3.33e-53	211
NW_013657708.1:615789-615957	LD637013.1	92.31	169	13	0	1	169	1244415	1244247	5.91e-62	241
NW_013657709.1:1470882-1471007	LD638607.1	93.65	126	8	0	1	126	134762	134637	1.51e-46	189
