qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
NW_013657830.1:1265551-1265682	NW_018150698.1	83.46	133	20	2	1	132	3423746	3423877	1.7e-26	122
NW_013657831.1:1286651-1288639	NW_018150778.1	82.72	1221	192	13	1	1219	1099203	1098000	0	1068
NW_013657831.1:1286651-1288639	NW_018150778.1	80.24	597	97	14	1228	1805	1097953	1097359	1.66e-117	429
NW_013657831.1:158963-159682	NW_018150838.1	78.32	632	123	13	99	720	663398	664025	5.95e-108	396
NW_013657831.1:239327-239533	NW_018150838.1	90.34	207	20	0	1	207	791431	791637	2.71e-71	272
NW_013657831.1:250938-251105	NW_018150838.1	85.44	158	23	0	1	158	800240	800397	3.73e-39	165
NW_013657834.1:163238-163927	NW_018151380.1	82.09	698	116	3	1	689	587625	586928	8.76e-166	588
NW_013657835.1:457106-457969	NW_018150723.1	83.8	864	134	5	1	858	2073917	2074780	0	815
NW_013657839.1:503267-503413	NW_018150950.1	78.87	142	30	0	1	142	270995	271136	1.17e-18	97.1
NW_013657843.1:36570-36896	NW_018150968.1	81.94	299	54	0	21	319	768754	768456	1.64e-65	254
NW_013657845.1:116465-116603	NW_018150967.1	79.28	111	21	2	1	110	1674400	1674291	1.43e-12	76.8
NW_013657845.1:479639-479945	NW_018150967.1	85.16	310	40	4	1	307	1208639	1208333	2.49e-83	313
NW_013657846.1:750073-750272	NW_018150941.1	86.07	201	26	2	1	200	1433177	1433376	4.45e-54	215
NW_013657847.1:405049-405324	NW_018151079.1	78.39	199	39	4	80	276	1270473	1270669	3.1e-27	126
NW_013657847.1:405456-405737	NW_018151079.1	77.66	273	57	4	12	282	1270399	1270669	2.42e-38	163
NW_013657847.1:408356-408637	NW_018151079.1	81.04	269	47	4	1	268	1270390	1270655	8.51e-53	211
NW_013657847.1:428061-428342	NW_018151079.1	80.64	279	54	0	4	282	1270391	1270669	1.83e-54	217
NW_013657849.1:633626-634391	NW_018150732.1	81.43	754	130	8	21	766	4843301	4842550	7.49e-172	608
NW_013657851.1:443397-443729	NW_018150979.1	81.48	351	41	12	1	333	986253	986597	2.15e-69	267
NW_013657851.1:979497-979647	NW_018150994.1	82.83	99	16	1	19	116	516040	515942	7.3e-16	87.9
NW_013657856.1:842938-843145	NW_018150736.1	81.95	205	37	0	1	205	4890263	4890467	7.91e-42	174
NW_013657857.1:1106208-1106473	NW_018150773.1	90.98	266	24	0	1	266	2652341	2652606	2.69e-97	359
NW_013657857.1:389826-389982	NW_018150926.1	88.39	155	18	0	1	155	1634930	1635084	7.34e-46	187
NW_013657860.1:1142668-1144326	NW_018151231.1	83.47	236	27	8	1436	1659	646966	647201	1.96e-51	209
NW_013657862.1:595611-595731	NW_018150815.1	89.26	121	13	0	1	121	2241257	2241137	1.94e-35	152
NW_013657862.1:601385-601531	NW_018150815.1	92.47	146	11	0	1	146	2235019	2234874	1.45e-52	209
NW_013657862.1:864071-864403	NW_018151076.1	87.58	330	38	1	4	333	940903	940577	2.65e-103	379
NW_013657862.1:886202-886329	NW_018150733.1	88.98	127	14	0	2	128	4233124	4232998	4.47e-37	158
NW_013657864.1:908702-909014	NW_018150789.1	81.36	295	49	6	7	298	2246972	2246681	5.67e-60	235
NW_013657866.1:296484-296624	NW_018150714.1	85.48	124	18	0	18	141	2552881	2552758	1.1e-28	130
NW_013657866.1:368183-369031	NW_018151387.1	79.13	642	111	17	1	635	429050	429675	1.17e-115	422
NW_013657869.1:833432-833578	NW_018150947.1	87.08	147	19	0	1	147	1760562	1760708	8.83e-40	167
NW_013657869.1:91017-94281	NW_018150947.1	89.96	3267	323	3	1	3263	1096780	1100045	0	4211
NW_013657870.1:35580-35760	NW_018150748.1	85.47	179	26	0	3	181	3342290	3342468	8.7e-46	187
NW_013657871.1:975262-975419	NW_018151117.1	86.16	159	20	2	1	158	827301	827458	7.45e-41	171
NW_013657872.1:309582-310046	NW_018150876.1	79.65	457	93	0	9	465	2176584	2176128	3.87e-88	329
NW_013657872.1:429651-429783	NW_018150876.1	90.98	133	12	0	1	133	1942473	1942341	1e-43	180
NW_013657872.1:838116-840120	NW_018150694.1	82.56	2007	338	10	6	2005	13199497	13197496	0	1757
NW_013657874.1:1004153-1004518	NW_018150832.1	81.57	369	63	5	2	366	1270301	1270668	2.35e-79	300
NW_013657876.1:581347-581506	NW_018150969.1	86.33	161	20	2	1	160	997466	997307	5.85e-42	174
NW_013657877.1:1431469-1433551	NW_018150887.1	81.62	272	43	4	12	278	592847	593116	4.11e-54	219
NW_013657877.1:1440213-1440482	NW_018150887.1	84.79	263	34	6	1	260	601096	601355	2.85e-67	259
NW_013657877.1:1468016-1468244	NW_018150887.1	78.19	243	26	16	9	228	631436	631674	1.94e-28	130
NW_013657877.1:1477082-1477212	NW_018150887.1	90.08	131	13	0	1	131	641556	641686	5.91e-41	171
NW_013657878.1:1028651-1028801	NW_018150695.1	88.81	143	16	0	4	146	5604091	5603949	1.52e-42	176
NW_013657878.1:719667-720788	NW_018150926.1	81.59	1135	191	13	3	1122	259904	261035	0	922
NW_013657878.1:726521-727039	NW_018150926.1	84.64	521	76	4	1	519	263267	263785	3.11e-144	516
NW_013657879.1:896334-897812	NW_018150824.1	82.04	1487	248	17	1	1479	486597	485122	0	1249
NW_013657885.1:1136336-1136587	NW_018150743.1	82	250	45	0	1	250	3745	3994	2.09e-53	213
NW_013657886.1:320994-321428	NW_018150694.1	75.46	440	89	11	1	435	10361473	10361048	3.81e-48	196
NW_013657886.1:803189-803407	NW_018150778.1	86.3	219	30	0	1	219	1447759	1447541	2.94e-61	239
NW_013657886.1:999384-999515	NW_018150867.1	85.61	132	19	0	1	132	2249170	2249039	1.68e-31	139
NW_013657887.1:383157-383297	NW_018150699.1	85.82	141	20	0	1	141	4065601	4065461	8.45e-35	150
NW_013657888.1:177390-177647	NW_018151048.1	83.78	259	40	2	1	258	899145	898888	7.6e-63	244
NW_013657888.1:187466-187689	NW_018151048.1	93.75	224	14	0	1	224	872959	872736	1.04e-90	337
NW_013657888.1:198934-199088	NW_018151048.1	88.89	144	16	0	1	144	841524	841381	4.35e-43	178
NW_013657889.1:395677-396486	NW_018150734.1	83.98	799	128	0	1	799	3891431	3892229	0	767
NW_013657890.1:121300-122031	NW_018150723.1	80.68	735	136	6	1	732	33811	33080	4.36e-159	566
NW_013657890.1:304145-304294	NW_018150734.1	91.09	101	9	0	1	101	5218942	5218842	7.09e-31	137
NW_013657890.1:305556-305687	NW_018150734.1	88.24	119	14	0	10	128	5218143	5218025	1.3e-32	143
NW_013657892.1:530881-531942	NW_018150822.1	84.37	1062	162	3	3	1062	2762673	2763732	0	1038
NW_013657893.1:278456-278623	NW_018150771.1	84.04	94	11	4	29	120	2440298	2440207	8.31e-16	87.9
NW_013657899.1:335867-336018	NW_018150758.1	87.25	149	19	0	1	149	2780396	2780544	7.11e-41	171
NW_013657899.1:598395-598594	NW_018150758.1	84.5	200	31	0	1	200	3093033	3093232	4.49e-49	198
NW_013657900.1:421432-421567	NW_018151000.1	85	120	18	0	17	136	1684101	1683982	1.76e-26	122
NW_013657900.1:430246-430382	NW_018151000.1	86.61	127	17	0	7	133	1674699	1674573	4.9e-32	141
NW_013657900.1:431092-431314	NW_018151000.1	89.04	219	24	0	5	223	1674259	1674041	2.95e-71	272
NW_013657900.1:509970-510128	NW_018151000.1	93.51	154	10	0	6	159	1584147	1583994	1.22e-58	230
NW_013657900.1:642752-643851	NW_018151000.1	86.48	1021	134	4	11	1029	1422053	1421035	0	1118
NW_013657902.1:585116-585304	NW_018151576.1	83.6	189	31	0	1	189	267981	267793	5.51e-43	178
NW_013657904.1:1012645-1012770	NW_018151840.1	87.9	124	15	0	3	126	98009	97886	9.49e-34	147
NW_013657904.1:1034942-1035071	NW_018151840.1	89.23	130	14	0	1	130	92178	92049	9.8e-39	163
NW_013657904.1:240867-241029	NW_018150853.1	85.89	163	23	0	1	163	1568968	1568806	5.98e-42	174
NW_013657904.1:248799-249007	NW_018150853.1	87.37	198	25	0	12	209	1564450	1564253	6.02e-58	228
NW_013657906.1:246154-247002	NW_018150738.1	83.94	137	22	0	707	843	1151450	1151586	2.2e-28	132
NW_013657908.1:439529-440110	NW_018150795.1	78.92	498	97	7	7	500	2412375	2411882	1.36e-88	331
NW_013657910.1:463379-464752	NW_018150872.1	83.85	551	79	7	829	1374	2398248	2398793	8.52e-144	516
NW_013657910.1:482246-482430	NW_018150872.1	92.14	140	11	0	1	140	2409197	2409336	4.12e-49	198
NW_013657911.1:392686-392881	NW_018151044.1	85.49	193	25	3	4	196	440477	440288	4.38e-49	198
