target.covered	Thamnophis.CDS.names	num.Species	CountCover	absolutePIS	percentPIS	mean.pident	pident.Thamnophis	pident.Ophiophagus	pident.mitchellii	pident.Python	pident.Vipera	pident.horridus	pident.Protobothrops	pident.Pantherophis	pident.Anolis	pident.Pogona	pident.Gekko	gene.name	gene.lengths	mean.var.sites	min.pident.snakes
WeinellEntry12	NW_013658333.1_Subject=LFLD01S000654.1_252116_252955	11	484	165	0.340909090909091	70.5195639812506	100	82.7004219409283	78.2700421940928	78.9583333333333	81.0126582278481	81.0126582278481	81.2236286919831	83.5443037974684	31.8181818181818	31.7204301075269	45.4545454545455	gene=LOC106544583	839	247.340858197307	78.2700421940928
WeinellEntry13	NW_013660583.1_Subject=LFLD01S002904.1_59514_59822	11	309	163	0.527508090614887	70.551044253483	100	75.0809061488673	67.6375404530744	65.6862745098039	73.9273927392739	71.5210355987055	71.5210355987055	73.1391585760518	66.006600660066	50.4854368932039	61.0561056105611	gene=LOC106554869	308	90.7027836992724	65.6862745098039
WeinellEntry14	NW_013658566.1_Subject=LFLD01S000887.1_456215_456640	11	282	147	0.521276595744681	70.7030722864469	100	72.6950354609929	69.8581560283688	68.4397163120567	70.2127659574468	69.1489361702128	67.0212765957447	73.4042553191489	69.8581560283688	55.0387596899225	62.0567375886525	gene=SYMPK	425	124.511942782601	67.0212765957447
WeinellEntry15	NW_013661163.1_Subject=LFLD01S003484.1_23845_23997	11	153	83	0.542483660130719	70.8110516934046	100	73.8562091503268	74.5098039215686	67.3202614379085	67.9738562091503	75.8169934640523	72.5490196078431	71.8954248366013	60.1307189542484	52.7777777777778	62.0915032679739	gene=NME8	152	44.367201426025	67.3202614379085
WeinellEntry16	NW_013657898.1_Subject=LFLD01S000219.1_79687_80189	11	312	149	0.477564102564103	70.8465124772168	100	87.7887788778878	81.7307692307692	75.9075907590759	81.0897435897436	81.7307692307692	82.5396825396825	86.2745098039216	33.8709677419355	37.0967741935484	31.2820512820513	gene=LOC106539306	502	146.350507364372	75.9075907590759
WeinellEntry17	NW_013658256.1_Subject=LFLD01S000577.1_1097870_1100090	11	768	176	0.229166666666667	70.8490412244163	100	82.5970548862115	75.5144032921811	70.0564971751412	75.4521963824289	76.1316872427983	76.1316872427983	86.9918699186992	52.4390243902439	34.7826086956522	49.2424242424242	gene=LOC106543842	2220	647.151284817958	70.0564971751412
WeinellEntry18	NW_013661338.1_Subject=LFLD01S003659.1_29981_31111	11	599	110	0.183639398998331	71.0202567910525	100	78.0864197530864	81.25	75.3894080996885	80.6763285024155	73.4567901234568	74.0740740740741	88.7596899224806	47.2222222222222	39.2523364485981	43.0555555555556	gene=PRR19	1130	327.471098261107	73.4567901234568
WeinellEntry19	NW_013657681.1_Subject=LFLD01S000002.1_3140012_3140280	11	264	147	0.556818181818182	71.0348572562597	100	91.6666666666667	70.7818930041152	75.4789272030651	66.2835249042146	67.4329501915709	69.5121951219512	90.1515151515152	47.5	49.1666666666667	53.4090909090909	gene=LOC106538629	268	77.626582553224	66.2835249042146
WeinellEntry20	NW_013660058.1_Subject=LFLD01S002379.1_172212_172932	11	714	240	0.336134453781513	71.0782907984601	100	65.7407407407407	70.2898550724638	68.640350877193	79.6078431372549	70.4641350210971	70.3703703703704	71.5277777777778	62.8930817610063	64.1509433962264	58.1761006289308	gene=LOC106553687	720	208.236306251087	65.7407407407407
WeinellEntry21	NW_013658619.1_Subject=LFLD01S000940.1_143477_143797	11	315	129	0.40952380952381	71.1924203348977	100	69.6666666666667	85.0793650793651	66.3299663299663	67.3400673400673	84.4444444444444	82.8571428571429	69.023569023569	48.2456140350877	51.2820512820513	58.8477366255144	gene=LOC106546999	320	92.1842549283273	66.3299663299663
WeinellEntry22	NW_013657969.1_Subject=LFLD01S000290.1_645484_645666	11	180	98	0.544444444444444	71.4361840972921	100	75.5555555555556	69.4444444444444	76.5027322404372	77.7777777777778	68.8888888888889	74.4444444444444	76.1111111111111	58.6206896551724	56.6666666666667	51.7857142857143	gene=LOC106540487	182	51.9861449429284	68.8888888888889
WeinellEntry23	NW_013657731.1_Subject=LFLD01S000052.1_522165_523345	11	627	394	0.628389154704944	71.4754422044707	100	87.6080691642651	79.6747967479675	69.0363349131122	82.5136612021858	84.8039215686275	83.0808080808081	86.3387978142077	38.3193277310924	37.6794258373206	37.1747211895911	gene=LOC106549553	1180	336.589781987246	69.0363349131122
WeinellEntry24	NW_013659678.1_Subject=LFLD01S001999.1_120001_120218	11	199	83	0.417085427135678	71.491201405519	100	84.8039215686275	69.3989071038251	69.9453551912568	77.2486772486773	69.3989071038251	67.7595628415301	83.3333333333333	38.0645161290323	64.8148148148148	61.6352201257862	gene=LOC106552531	217	61.8640929500238	67.7595628415301
WeinellEntry25	NW_013659961.1_Subject=LFLD01S002282.1_258380_258509	11	126	64	0.507936507936508	71.4953304838527	100	73.1481481481482	75.3968253968254	78.8617886178862	77.7777777777778	75.3968253968254	72.2222222222222	77.7777777777778	64.1025641025641	28.4313725490196	63.3333333333333	gene=LOC106553369	129	36.77102367583	72.2222222222222
WeinellEntry26	NW_013660230.1_Subject=LFLD01S002551.1_3372_3689	11	201	105	0.522388059701492	71.5582176772036	100	95.5555555555556	66.2835249042146	85.6060606060606	88.8888888888889	65.5172413793103	89.6296296296296	85.1851851851852	37.8787878787879	36.3636363636364	36.231884057971	gene=LOC106554146	317	90.1604499632646	65.5172413793103
WeinellEntry27	NW_013659381.1_Subject=LFLD01S001702.1_237399_237822	11	350	146	0.417142857142857	71.5765569441152	100	82.0175438596491	67.0940170940171	70.9401709401709	70.995670995671	67.0940170940171	66.2824207492795	82.2784810126582	54.5714285714286	59.4017094017094	66.6666666666667	gene=LOC106551337	423	120.231164126393	66.2824207492795
WeinellEntry28	NW_013658686.1_Subject=LFLD01S001007.1_381888_382217	11	327	174	0.532110091743119	71.5955280441262	100	74.9235474006116	70.7165109034268	71.5596330275229	71.8654434250764	70.0934579439252	71.8654434250764	79.4392523364486	67.3015873015873	49.5412844036697	60.2446483180428	gene=LOC106547482	329	93.4507127348248	70.0934579439252
WeinellEntry29	NW_013658404.1_Subject=LFLD01S000725.1_196478_196672	11	195	104	0.533333333333333	71.610647417099	100	77.4358974358974	73.3333333333333	70.2564102564102	73.3333333333333	67.2043010752688	72.8205128205128	73.3333333333333	61.5384615384615	57.4358974358974	61.025641025641	gene=LOC106545179	194	55.0753440108279	67.2043010752688
WeinellEntry30	NW_013657729.1_Subject=LFLD01S000050.1_1032828_1033112	11	282	126	0.446808510638298	71.6236593778313	100	79.2114695340502	77.3809523809524	69.9275362318841	75.177304964539	76.7857142857143	75.886524822695	83.695652173913	45.578231292517	54.2168674698795	50	gene=LOC106549399	284	80.5888073669591	69.9275362318841
WeinellEntry31	NW_013659739.1_Subject=LFLD01S002060.1_20670_21044	11	333	159	0.477477477477477	71.811421634427	100	80.1169590643275	76.8768768768769	69.6969696969697	74.5454545454545	75.0750750750751	75.975975975976	81.2121212121212	44.7154471544715	54.9206349206349	56.7901234567901	gene=LOC106552704	374	105.425283087243	69.6969696969697
WeinellEntry32	NW_013659664.1_Subject=LFLD01S001985.1_71036_71170	11	126	55	0.436507936507937	71.8434343434343	100	69.6296296296296	72.2222222222222	66.6666666666667	77.2357723577236	75	74.1666666666667	72.5925925925926	60	60.9756097560976	61.7886178861789	gene=LOC106552490	134	37.729797979798	66.6666666666667
WeinellEntry33	NW_013658442.1_Subject=LFLD01S000763.1_546069_548093	11	1698	736	0.433451118963486	71.9714857037	100	91.6271721958926	65.030303030303	73.5815602836879	65.030303030303	65.7107992678463	65.2727272727273	65.2727272727273	66.3722025912839	66.4238008500303	67.3647469458988	gene=LOC106545502	2024	567.297129357112	65.030303030303
WeinellEntry34	NW_013659420.1_Subject=LFLD01S001741.1_240691_240923	11	147	74	0.503401360544218	72.0876883376883	100	81.981981981982	75.3968253968254	72.1212121212121	75.3968253968254	70.9090909090909	81.0810810810811	83.7837837837838	54.0740740740741	53.3333333333333	44.8863636363636	gene=LOC106551514	232	64.7565630565631	70.9090909090909
WeinellEntry35	NW_013658162.1_Subject=LFLD01S000483.1_211862_211991	11	126	59	0.468253968253968	72.1494748688577	100	84.4444444444444	69.0476190476191	70.6349206349206	73.8095238095238	70.6349206349206	77.7777777777778	76.984126984127	63.7254901960784	45.9016393442623	60.6837606837607	gene=LOC106542909	129	35.9271774191736	69.0476190476191
WeinellEntry36	NW_013659051.1_Subject=LFLD01S001372.1_75319_76523	11	1182	560	0.473773265651438	72.195259437725	100	68.8663282571912	66.497461928934	72.3618090452261	71.0659898477157	71.0659898477157	70.8121827411168	80.674448767834	58.1218274111675	69.5982627578719	65.0835532102023	gene=LOC106549707	1204	334.769076369791	66.497461928934
WeinellEntry37	NW_013659464.1_Subject=LFLD01S001785.1_23876_24690	11	338	158	0.467455621301775	72.2266773771369	100	83.3333333333333	80.7692307692308	84.3373493975904	81.7610062893082	80.6853582554517	81.9314641744548	87.0748299319728	40.1069518716578	37.6518218623482	36.8421052631579	gene=DOK7	814	226.074846150106	80.6853582554517
WeinellEntry38	NW_013658258.1_Subject=LFLD01S000579.1_150708_151057	11	294	130	0.442176870748299	72.2789242508215	100	73.1117824773414	70.1388888888889	76.8707482993197	71.1805555555556	67.7083333333333	70.4861111111111	76.8707482993197	60.5072463768116	65.9863945578231	62.2073578595318	gene=LOC106543868	349	96.746554364633	67.7083333333333
WeinellEntry39	NW_013658866.1_Subject=LFLD01S001187.1_173135_174302	11	774	152	0.196382428940568	72.506708591215	100	83.5748792270531	78.5310734463277	82.4858757062147	77.6388888888889	80.1541425818883	79.9614643545279	87.3563218390805	67.1428571428571	35.2380952380952	25.4901960784314	gene=LOC106548650	1167	320.846710740521	77.6388888888889
WeinellEntry40	NW_013659391.1_Subject=LFLD01S001712.1_29144_29274	11	126	61	0.484126984126984	72.5395305605949	100	73.015873015873	79.7979797979798	69.1666666666667	72.3577235772358	72.2222222222222	70.6349206349206	73.015873015873	63.3333333333333	60.9756097560976	63.4146341463415	gene=LOC106551380	130	35.6986102712266	69.1666666666667
WeinellEntry41	NW_013658083.1_Subject=LFLD01S000404.1_500792_501045	11	243	78	0.320987654320988	72.6192828862187	100	70.9401709401709	72.3684210526316	70.4641350210971	71.031746031746	71.7948717948718	73.9316239316239	73.5772357723577	66.0714285714286	66.2393162393162	62.3931623931624	gene=LOC106541978	253	69.2732142978667	70.4641350210971
WeinellEntry42	NW_013660152.1_Subject=LFLD01S002473.1_46513_47445	11	927	472	0.509169363538296	72.665379420252	100	74.6753246753247	74.1341991341991	70.5882352941177	78.856526429342	74.113475177305	75.4329004329004	72.6190476190476	60.0649350649351	59.9348534201954	58.8996763754045	gene=LOC106553938	932	254.758663803251	70.5882352941177
WeinellEntry43	NW_013658192.1_Subject=LFLD01S000513.1_342894_344538	11	418	95	0.227272727272727	72.7201524622745	100	78.4565916398714	77.6632302405498	68.2692307692308	74.4444444444444	78.0068728522337	80.0687285223368	80.3333333333333	55.3459119496855	53.3333333333333	54	gene=LOC106543195	1644	448.480693520207	68.2692307692308
WeinellEntry44	NW_013659646.1_Subject=LFLD01S001967.1_15068_15922	11	828	383	0.46256038647343	72.7221190890182	100	70.9876543209876	68.8405797101449	75.8293838862559	75.7861635220126	68.8405797101449	69.0821256038647	93.0147058823529	57.981220657277	57.5438596491228	62.037037037037	gene=LOC106552414	854	232.953102979785	68.8405797101449
WeinellEntry45	NW_013659646.1_Subject=LFLD01S001967.1_24119_24973	11	828	383	0.46256038647343	72.7221190890182	100	70.9876543209876	68.8405797101449	75.8293838862559	75.7861635220126	68.8405797101449	69.0821256038647	93.0147058823529	57.981220657277	57.5438596491228	62.037037037037	gene=LOC106552415	854	232.953102979785	68.8405797101449
WeinellEntry46	NW_013659685.1_Subject=LFLD01S002006.1_54738_54980	11	231	110	0.476190476190476	72.7339337320916	100	89.8989898989899	66.6666666666667	75	77.4774774774775	65.7534246575343	70.2222222222222	91.1111111111111	64.3410852713178	43.6274509803922	55.9748427672956	gene=LOC106552561	242	65.9838803683383	65.7534246575343
WeinellEntry47	NW_013658009.1_Subject=LFLD01S000330.1_75702_75829	11	126	63	0.5	72.7453102453103	100	76.1904761904762	74.6031746031746	70.8333333333333	70	72.2222222222222	76.984126984127	79.3650793650794	58.3333333333333	61.6666666666667	60	gene=LOC106540971	127	34.6134559884559	70
WeinellEntry48	NW_013658523.1_Subject=LFLD01S000844.1_122619_122749	11	129	57	0.441860465116279	72.7483714054899	100	78.0487804878049	72.3577235772358	66.6666666666667	72.8682170542636	72.5	75	77.5193798449612	62.015503875969	61.2403100775194	62.015503875969	gene=LOC106546180	130	35.4271171728631	66.6666666666667
WeinellEntry49	NW_013658015.1_Subject=LFLD01S000336.1_539994_541291	11	594	262	0.441077441077441	72.8403906908679	100	89.2857142857143	82.1548821548822	77.1378708551483	81.7152103559871	81.4814814814815	82.258064516129	89.5299145299145	38.8405797101449	37.9710144927536	40.8695652173913	gene=LOC106541057	1297	352.260132739443	77.1378708551483
WeinellEntry50	NW_013657690.1_Subject=LFLD01S000011.1_648724_648900	11	129	22	0.170542635658915	72.8428225521249	100	70.5426356589147	88.8888888888889	84.7222222222222	68.9922480620155	68.9922480620155	70.5426356589147	71.3178294573643	79.4871794871795	59.6899224806202	38.0952380952381	gene=AKAP9	176	47.7966323082602	68.9922480620155
WeinellEntry51	NW_013658627.1_Subject=LFLD01S000948.1_289258_289863	11	291	121	0.415807560137457	72.870001854945	100	86.2962962962963	84.375	71.5355805243446	79.7979797979798	85.4609929078014	87.2852233676976	92.4398625429553	36.6013071895425	38.562091503268	39.2156862745098	gene=PTPN23	605	164.136488777583	71.5355805243446
WeinellEntry52	NW_013658642.1_Subject=LFLD01S000963.1_293338_295290	11	992	191	0.192540322580645	72.9266211190201	100	88.663282571912	77.4358974358974	74.8387096774194	78.4420289855072	79.2553191489362	79.6099290780142	85.1612903225806	35.5345911949686	35.4740061162079	67.7777777777778	gene=DDIAS	1952	528.472355756728	74.8387096774194
WeinellEntry53	NW_013658013.1_Subject=LFLD01S000334.1_855042_855752	11	684	234	0.342105263157895	72.9367391074857	100	77.9239766081871	78.8148148148148	79.1666666666667	79.4074074074074	78.8148148148148	79.8518518518518	78.8011695906433	64.1860465116279	28.8461538461538	56.4912280701754	gene=LOC106541018	710	192.149152336852	77.9239766081871
WeinellEntry54	NW_013660510.1_Subject=LFLD01S002831.1_71882_72165	11	276	126	0.456521739130435	72.9530481876394	100	76	86.5079365079365	70.6959706959707	72.0306513409962	83.9080459770115	84.7826086956522	80.9523809523809	51.685393258427	47.0833333333333	48.8372093023256	gene=LOC106554748	283	76.5428736289805	70.6959706959707
WeinellEntry55	NW_013657757.1_Subject=LFLD01S000078.1_915967_917864	11	1884	836	0.443736730360934	73.0308089451503	100	79.7132235793946	69.606211869107	72.5053078556263	69.9389905712701	68.5805422647528	72.8768577494692	77.8877887788779	60.0647249190939	66.1458333333333	66.0194174757281	gene=LOC106556731	1897	511.605554310499	68.5805422647528
WeinellEntry56	NW_013658458.1_Subject=LFLD01S000779.1_226022_227698	11	1356	552	0.407079646017699	73.0945644603066	100	85.2348993288591	68.2153392330383	71.5339233038348	68.5840707964602	68.2153392330383	68.3628318584071	68.6578171091445	68.0678466076696	69.4690265486726	67.6991150442478	gene=LOC106545645	1676	450.935099645261	68.2153392330383
WeinellEntry57	NW_013657727.1_Subject=LFLD01S000048.1_97326_98970	11	1629	765	0.469613259668508	73.1217217144036	100	73.5674676524954	67.8330263965623	74.2786985880908	69.546568627451	74.2592592592593	69.2449355432781	68.5082872928177	70.3296703296703	70.2885205647637	66.4825046040516	gene=LOC106548763	1644	441.878895015205	67.8330263965623
WeinellEntry58	NW_013658231.1_Subject=LFLD01S000552.1_446810_448054	11	357	172	0.481792717086835	73.1237879279031	100	85.4341736694678	80.672268907563	78.9173789173789	81.7927170868347	81.7927170868347	82.0728291316527	87.6750700280112	39.3548387096774	42.4749163879599	44.1747572815534	gene=LOC106543570	1244	334.340078176886	78.9173789173789
WeinellEntry59	NW_013659664.1_Subject=LFLD01S001985.1_30375_30505	11	129	50	0.387596899224806	73.1319781560848	100	75.968992248062	72.093023255814	72.5	71.5447154471545	72.093023255814	73.6434108527132	69.0476190476191	66.6666666666667	64.2276422764228	66.6666666666667	gene=LOC106552489	130	34.9284283970898	69.0476190476191
WeinellEntry60	NW_013660143.1_Subject=LFLD01S002464.1_101585_102786	11	879	418	0.475540386803185	73.1816755389717	100	75.1451800232288	69.5906432748538	74.9711649365629	73.356401384083	77.8546712802768	74.4408945686901	74.1214057507987	62.253193960511	59.3856655290102	63.8792102206736	gene=LOC106553914	1201	322.08807677695	69.5906432748538
WeinellEntry61	NW_013657785.1_Subject=LFLD01S000106.1_1898740_1899646	11	567	229	0.403880070546737	73.2298842246135	100	78.25311942959	74.2504409171076	77.6942355889724	77.0723104056437	75.0445632798574	73.9130434782609	83.5144927536232	52.4193548387097	57.6323987538941	55.7347670250896	gene=LOC106557311	906	242.537248925002	73.9130434782609
WeinellEntry62	NW_013660510.1_Subject=LFLD01S002831.1_81792_82628	11	837	241	0.287933094384707	73.246934468512	100	85.1851851851852	77.8972520908005	78.4671532846715	84.8267622461171	79.2114695340502	83.9904420549582	79.5698924731183	39.2156862745098	43.8356164383562	53.5168195718654	gene=LOC106554749	836	223.65562784324	77.8972520908005
WeinellEntry63	NW_013659042.1_Subject=LFLD01S001363.1_3128_3712	11	582	236	0.405498281786942	73.2706801566386	100	74.9568221070812	77.8625954198473	78.0104712041885	78.030303030303	73.1958762886598	74.1880341880342	73.2297063903281	56.9444444444444	58.9531680440771	60.6060606060606	gene=LOC106549658	584	156.099227885231	73.1958762886598
WeinellEntry64	NW_013659493.1_Subject=LFLD01S001814.1_192187_193182	11	417	132	0.316546762589928	73.362865265386	100	81.0752688172043	84.6153846153846	78.1746031746032	74.3589743589744	81.7777777777778	76.1904761904762	75.8241758241758	50.6172839506173	52.991452991453	51.3661202185792	gene=LOC106551804	995	265.039490609409	74.3589743589744
WeinellEntry65	NW_013658188.1_Subject=LFLD01S000509.1_3175_5116	11	990	360	0.363636363636364	73.3889872788992	100	85.843621399177	69.7712418300654	69.496855345912	74.1154562383613	73.1132075471698	74.5283018867924	86.2985685071575	58.528951486698	58.5365853658537	57.0460704607046	gene=LOC106543167	1941	516.519756916567	69.496855345912
WeinellEntry66	NW_013658268.1_Subject=LFLD01S000589.1_515573_516069	11	495	243	0.490909090909091	73.425160697888	100	72.7272727272727	72.7272727272727	66.4646464646465	74.1414141414141	74.3434343434344	76.969696969697	73.9393939393939	63.4343434343434	64.8484848484848	68.0808080808081	gene=LOC106543973	496	131.811202938476	66.4646464646465
WeinellEntry67	NW_013658618.1_Subject=LFLD01S000939.1_27450_28764	11	1275	574	0.450196078431373	73.4427946860363	100	72.5490196078431	71.1583924349882	75.7647058823529	70.7740916271722	70.8431836091411	70.6067769897557	72.2354813046937	69.6470588235294	72.1958925750395	62.0961386918834	gene=LOC106546993	1314	348.961677825483	70.6067769897557
WeinellEntry68	NW_013658404.1_Subject=LFLD01S000725.1_369722_370923	11	1092	450	0.412087912087912	73.4524111291045	100	73.7704918032787	71.900826446281	75.1147842056933	72.2527472527473	71.900826446281	72.2681359044995	68.1564245810056	65.0228310502283	68.9944134078212	68.595041322314	gene=LOC106545180	1201	318.836542339455	68.1564245810056
WeinellEntry69	NW_013659277.1_Subject=LFLD01S001598.1_246201_247570	11	861	378	0.439024390243902	73.4833306652617	100	75.9174311926606	66.5476190476191	74.7619047619048	67.1428571428571	72.8571428571429	66.9047619047619	73.2377538829152	71.1649365628604	70.6155632984901	69.1666666666667	gene=LOC106550840	1369	363.013203192567	66.5476190476191
WeinellEntry70	NW_013657960.1_Subject=LFLD01S000281.1_770939_771256	11	297	108	0.363636363636364	73.4949515753849	100	82.1548821548822	78.7878787878788	67.816091954023	78.4511784511784	79.1245791245791	79.4612794612795	83.1223628691983	53.6796536796537	48.8095238095238	57.037037037037	gene=LOC106540366	317	84.0210035060299	67.816091954023
WeinellEntry71	NW_013658317.1_Subject=LFLD01S000638.1_32179_32463	11	282	127	0.450354609929078	73.5709324531394	100	90.3225806451613	69.2982456140351	74.468085106383	65.5430711610487	71.4912280701754	85.8156028368794	69.2982456140351	62.1212121212121	58.1560283687943	62.7659574468085	gene=LOC106544458	284	75.0585518330841	65.5430711610487
WeinellEntry72	NW_013660882.1_Subject=LFLD01S003203.1_9610_10208	11	588	156	0.26530612244898	73.5793716148362	100	80.8457711442786	78.7179487179487	71.2468193384224	77.6923076923077	78.4615384615385	78.974358974359	85.3535353535353	53.5353535353535	52.020202020202	52.5252525252525	gene=LOC106555384	598	157.995357743279	71.2468193384224
WeinellEntry73	NW_013658780.1_Subject=LFLD01S001101.1_103204_105237	11	2031	932	0.458887247661251	73.5802201640541	100	76.9079271294929	74.8978400467017	76.4006791171477	74.739970282318	72.7720334810438	75.771144278607	73.2689210950081	60.9059576563269	63.1163708086785	60.6015779092702	gene=LOC106548129	2033	537.11412406478	72.7720334810438
WeinellEntry74	NW_013658181.1_Subject=LFLD01S000502.1_700814_701015	11	201	72	0.358208955223881	73.5912538388794	100	70.7070707070707	70.6467661691542	77.5	80.5970149253731	70.1492537313433	75.1243781094527	76.6169154228856	62.5	65.8333333333333	59.8290598290598	gene=LOC106543104	201	53.0815797838524	70.1492537313433
WeinellEntry75	NW_013658552.1_Subject=LFLD01S000873.1_377941_378234	11	292	135	0.462328767123288	73.598723960923	100	82.6530612244898	78.6941580756014	72.1649484536082	78.6941580756014	78.6941580756014	80.0687285223368	80.6666666666667	50.3472222222222	55.0387596899225	52.5641025641026	gene=LOC106546459	293	77.3557387944956	72.1649484536082
WeinellEntry76	NW_013659493.1_Subject=LFLD01S001814.1_199504_200550	11	899	248	0.275862068965517	73.6483859399788	100	87.909604519774	73.1958762886598	73.208722741433	80.1724137931034	73.7984496124031	81.1244979919679	70.1996927803379	52.5993883792049	53.5168195718654	64.4067796610169	gene=LOC106551805	1046	275.637883067822	70.1996927803379
WeinellEntry77	NW_013661928.1_Subject=LFLD01S004249.1_12331_13164	11	825	390	0.472727272727273	73.6629788009391	100	71.7575757575758	68.7272727272727	74.9090909090909	69.7954271961492	72.7272727272727	78.8766788766789	73.621103117506	63.3819951338199	67.2749391727494	69.2214111922141	gene=LOC106556498	833	219.387386588177	68.7272727272727
WeinellEntry78	NW_013659012.1_Subject=LFLD01S001333.1_177707_177884	11	132	44	0.333333333333333	73.6702691248146	100	68.9393939393939	73.4848484848485	77.2727272727273	72.7272727272727	74.2424242424242	74.2424242424242	72.7272727272727	60.2564102564103	66.025641025641	70.4545454545455	gene=LOC106549518	177	46.6036236490782	68.9393939393939
WeinellEntry79	NW_013660405.1_Subject=LFLD01S002726.1_85054_85362	11	306	118	0.38562091503268	73.6736665275714	100	76.797385620915	70.0680272108844	76.1194029850746	72.6072607260726	72.6072607260726	72.0833333333333	77.7777777777778	68.4210526315789	64.0522875816993	59.8765432098765	gene=LOC106554547	308	81.0851070950801	70.0680272108844
WeinellEntry80	NW_013658025.1_Subject=LFLD01S000346.1_753491_755961	11	900	184	0.204444444444444	73.7027335987727	100	85.9848484848485	78.9297658862876	79.4594594594595	79.4594594594595	79.5555555555556	79.9342105263158	87.4877810361681	47.4820143884892	44.3850267379679	48.0519480519481	gene=LOC106541245	2470	649.542480110314	78.9297658862876
WeinellEntry81	NW_013657830.1_Subject=LFLD01S000151.1_584748_586547	11	1800	839	0.466111111111111	73.764401006519	100	74.8866213151927	76.521164021164	75.4444444444444	73.3888888888889	73.8095238095238	74.8299319727891	75.6666666666667	62.8313592780598	62.8620102214651	61.1678004535147	gene=LOC106538185	1799	471.978425892723	73.3888888888889
