"gseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"CDS_NW_013657682.1_2505417_2505544_Gene=CACNA1A","Thamnophis_sirtalis_LFLD01S000003.1",100,42,0,0,1,126,2505418,2505543,3.92e-24,110
"CDS_NW_013657682.1_2671036_2671211_Gene=LPIN3","Thamnophis_sirtalis_LFLD01S000003.1",100,58,0,0,175,2,2671211,2671038,5.38e-36,150
"CDS_NW_013657682.1_342791_342914_Gene=LOC106542407","Thamnophis_sirtalis_LFLD01S000003.1",100,40,0,0,122,3,342913,342794,6.31e-22,103
"CDS_NW_013657682.1_352436_352572_Gene=LOC106542407","Thamnophis_sirtalis_LFLD01S000003.1",100,45,0,0,1,135,352437,352571,9.38e-27,119
"CDS_NW_013657682.1_352982_353122_Gene=LOC106542407","Thamnophis_sirtalis_LFLD01S000003.1",100,46,0,0,139,2,353121,352984,3.09e-25,114
"CDS_NW_013657682.1_354340_354490_Gene=LOC106542407","Thamnophis_sirtalis_LFLD01S000003.1",100,49,0,0,149,3,354489,354343,1.36e-28,125
"CDS_NW_013657682.1_354800_355035_Gene=LOC106542407","Thamnophis_sirtalis_LFLD01S000003.1",100,78,0,0,1,234,354801,355034,3.67e-55,215
"CDS_NW_013657682.1_355916_356042_Gene=LOC106542407","Thamnophis_sirtalis_LFLD01S000003.1",100,41,0,0,3,125,355919,356041,4.59e-22,103
"CDS_NW_013657682.1_356145_356278_Gene=LOC106542407","Thamnophis_sirtalis_LFLD01S000003.1",100,44,0,0,134,3,356279,356148,2.43e-26,117
"CDS_NW_013657682.1_356443_356571_Gene=LOC106542407","Thamnophis_sirtalis_LFLD01S000003.1",100,42,0,0,2,127,356445,356570,2.85e-24,111
"CDS_NW_013657682.1_363130_363341_Gene=LOC106542407","Thamnophis_sirtalis_LFLD01S000003.1",100,70,0,0,3,212,363133,363342,1.2e-45,183
"CDS_NW_013657682.1_368568_368809_Gene=LOC106542407","Thamnophis_sirtalis_LFLD01S000003.1",100,80,0,0,3,242,368571,368810,8.41e-53,207
"CDS_NW_013657682.1_369099_369262_Gene=LOC106542407","Thamnophis_sirtalis_LFLD01S000003.1",100,54,0,0,164,3,369263,369102,1.1e-32,138
"CDS_NW_013657682.1_370811_371040_Gene=LOC106542407","Thamnophis_sirtalis_LFLD01S000003.1",100,76,0,0,228,1,371039,370812,6.46e-51,201
"CDS_NW_013657682.1_373946_374119_Gene=LOC106542407","Thamnophis_sirtalis_LFLD01S000003.1",100,57,0,0,2,172,373948,374118,8.66e-34,143
"CDS_NW_013657682.1_379751_379898_Gene=LOC106542407","Thamnophis_sirtalis_LFLD01S000003.1",100,49,0,0,148,2,379899,379753,6.82e-31,133
"CDS_NW_013657682.1_382383_382536_Gene=LOC106542407","Thamnophis_sirtalis_LFLD01S000003.1",100,51,0,0,2,154,382385,382537,3.34e-30,130
"CDS_NW_013657682.1_384318_384463_Gene=LOC106542407","Thamnophis_sirtalis_LFLD01S000003.1",100,48,0,0,2,145,384320,384463,3.92e-28,123
"CDS_NW_013657682.1_385039_385168_Gene=LOC106542407","Thamnophis_sirtalis_LFLD01S000003.1",100,43,0,0,130,2,385169,385041,1.29e-22,105
"CDS_NW_013657682.1_386157_386280_Gene=LOC106542407","Thamnophis_sirtalis_LFLD01S000003.1",100,40,0,0,3,122,386160,386279,6.31e-22,103
"CDS_NW_013657682.1_386797_386933_Gene=LOC106542407","Thamnophis_sirtalis_LFLD01S000003.1",100,45,0,0,135,1,386932,386798,9.11e-26,116
"CDS_NW_013657682.1_741493_741669_Gene=LOC106542664","Thamnophis_sirtalis_LFLD01S000003.1",100,58,0,0,3,176,741496,741669,9.38e-35,146
"CDS_NW_013657682.1_885386_885549_Gene=GANAB","Thamnophis_sirtalis_LFLD01S000003.1",100,54,0,0,162,1,885548,885387,3.62e-31,133
"CDS_NW_013657682.1_898761_898976_Gene=GANAB","Thamnophis_sirtalis_LFLD01S000003.1",100,72,0,0,1,216,898762,898977,1.43e-46,186
"CDS_NW_013657683.1_156070_156228_Gene=FHL5","Thamnophis_sirtalis_LFLD01S000004.1",100,52,0,0,3,158,156073,156228,4.24e-33,140
"CDS_NW_013657683.1_169709_169895_Gene=FHL5","Thamnophis_sirtalis_LFLD01S000004.1",100,61,0,0,3,185,169712,169894,2.86e-41,168
"CDS_NW_013657683.1_2684556_2684765_Gene=EMC9","Thamnophis_sirtalis_LFLD01S000004.1",100,70,0,0,1,210,2684557,2684766,1.11e-44,180
"CDS_NW_013657683.1_2692940_2693120_Gene=EMC9","Thamnophis_sirtalis_LFLD01S000004.1",100,60,0,0,181,2,2693121,2692942,8.07e-39,160
"CDS_NW_013657683.1_350935_351109_Gene=MMS22L","Thamnophis_sirtalis_LFLD01S000004.1",100,58,0,0,1,174,350936,351109,4.59e-34,144
"CDS_NW_013657684.1_1060048_1060210_Gene=LOC106553776","Thamnophis_sirtalis_LFLD01S000005.1",100,54,0,0,162,1,1060210,1060049,4.97e-35,146
"CDS_NW_013657684.1_1237068_1237246_Gene=PDLIM4","Thamnophis_sirtalis_LFLD01S000005.1",100,59,0,0,1,177,1237069,1237245,3.95e-35,147
"CDS_NW_013657684.1_1433236_1433365_Gene=CEP19","Thamnophis_sirtalis_LFLD01S000005.1",100,43,0,0,2,130,1433238,1433366,1.29e-22,105
"CDS_NW_013657684.1_1441_1572_Gene=LOC106552085","Thamnophis_sirtalis_LFLD01S000005.1",100,43,0,0,130,2,1571,1443,6.31e-26,116
"CDS_NW_013657684.1_171336_171479_Gene=CDCA3","Thamnophis_sirtalis_LFLD01S000005.1",100,47,0,0,143,3,171479,171339,1.4e-27,122
"CDS_NW_013657684.1_1715223_1715388_Gene=INPP5D","Thamnophis_sirtalis_LFLD01S000005.1",100,55,0,0,166,2,1715389,1715225,6.05e-32,136
"CDS_NW_013657684.1_172343_172464_Gene=CDCA3","Thamnophis_sirtalis_LFLD01S000005.1",100,40,0,0,2,121,172345,172464,2.43e-22,104
"CDS_NW_013657684.1_1755799_1755948_Gene=INPP5D","Thamnophis_sirtalis_LFLD01S000005.1",100,50,0,0,150,1,1755949,1755800,6.82e-31,133
"CDS_NW_013657684.1_177730_177865_Gene=CDCA3","Thamnophis_sirtalis_LFLD01S000005.1",100,45,0,0,2,136,177732,177866,1.64e-25,115
"CDS_NW_013657684.1_177970_178115_Gene=CDCA3","Thamnophis_sirtalis_LFLD01S000005.1",100,48,0,0,144,1,178114,177971,1.51e-28,125
"CDS_NW_013657684.1_2394182_2394304_Gene=ELL","Thamnophis_sirtalis_LFLD01S000005.1",100,41,0,0,1,123,2394183,2394305,6.72e-23,106
"CDS_NW_013657684.1_2470930_2471092_Gene=LOC106556407","Thamnophis_sirtalis_LFLD01S000005.1",100,54,0,0,163,2,2471093,2470932,1.39e-31,135
"CDS_NW_013657684.1_2475299_2475463_Gene=LOC106556407","Thamnophis_sirtalis_LFLD01S000005.1",100,55,0,0,165,1,2475464,2475300,2.73e-34,144
"CDS_NW_013657684.1_2477263_2477406_Gene=LOC106556407","Thamnophis_sirtalis_LFLD01S000005.1",100,47,0,0,142,2,2477405,2477265,1.39e-27,122
"CDS_NW_013657684.1_2493279_2493491_Gene=LOC106550992","Thamnophis_sirtalis_LFLD01S000005.1",100,71,0,0,213,1,2493492,2493280,4.15e-44,178
"CDS_NW_013657684.1_2701936_2702082_Gene=LOC106556617","Thamnophis_sirtalis_LFLD01S000005.1",100,49,0,0,147,1,2702083,2701937,5.38e-28,123
"CDS_NW_013657684.1_2751_2888_Gene=LOC106552085","Thamnophis_sirtalis_LFLD01S000005.1",100,45,0,0,136,2,2887,2753,1.02e-27,122
"CDS_NW_013657684.1_373188_373342_Gene=PTPN6","Thamnophis_sirtalis_LFLD01S000005.1",100,51,0,0,3,155,373191,373343,1.92e-31,134
"CDS_NW_013657684.1_406913_407062_Gene=EMG1","Thamnophis_sirtalis_LFLD01S000005.1",100,49,0,0,2,148,406915,407061,4.97e-31,133
"CDS_NW_013657684.1_42424_42564_Gene=LOC106552174","Thamnophis_sirtalis_LFLD01S000005.1",100,46,0,0,2,139,42426,42563,1.29e-26,118
"CDS_NW_013657684.1_454613_454790_Gene=C1S","Thamnophis_sirtalis_LFLD01S000005.1",100,59,0,0,2,178,454615,454791,3.37e-37,154
"CDS_NW_013657684.1_457590_457789_Gene=C1S","Thamnophis_sirtalis_LFLD01S000005.1",100,66,0,0,2,199,457592,457789,8.34e-41,167
"CDS_NW_013657684.1_459959_460112_Gene=C1S","Thamnophis_sirtalis_LFLD01S000005.1",100,51,0,0,2,154,459961,460113,2.85e-32,137
"CDS_NW_013657684.1_465962_466093_Gene=C1S","Thamnophis_sirtalis_LFLD01S000005.1",100,44,0,0,1,132,465963,466094,8.66e-26,116
"CDS_NW_013657684.1_493986_494182_Gene=C1R","Thamnophis_sirtalis_LFLD01S000005.1",100,65,0,0,197,3,494183,493989,2.53e-41,168
"CDS_NW_013657684.1_497608_497836_Gene=C1R","Thamnophis_sirtalis_LFLD01S000005.1",100,75,0,0,3,227,497611,497835,3.7e-48,192
"CDS_NW_013657684.1_934879_935064_Gene=AHI1","Thamnophis_sirtalis_LFLD01S000005.1",100,61,0,0,3,185,934882,935064,5.4e-37,154
"CDS_NW_013657685.1_109387_109562_Gene=CD74","Thamnophis_sirtalis_LFLD01S000006.1",100,58,0,0,3,176,109390,109563,2.85e-36,151
"CDS_NW_013657685.1_118993_119181_Gene=CD74","Thamnophis_sirtalis_LFLD01S000006.1",100,62,0,0,2,187,118995,119180,9.31e-43,173
"CDS_NW_013657685.1_141031_141184_Gene=TCOF1","Thamnophis_sirtalis_LFLD01S000006.1",100,50,0,0,3,152,141034,141183,7.39e-28,122
"CDS_NW_013657685.1_152451_152599_Gene=TCOF1","Thamnophis_sirtalis_LFLD01S000006.1",100,49,0,0,2,148,152453,152599,2.25e-29,127
"CDS_NW_013657685.1_155299_155479_Gene=TCOF1","Thamnophis_sirtalis_LFLD01S000006.1",100,59,0,0,3,179,155302,155478,6.88e-37,153
"CDS_NW_013657685.1_157601_157807_Gene=TCOF1","Thamnophis_sirtalis_LFLD01S000006.1",100,68,0,0,205,2,157806,157603,1.15e-41,170
"CDS_NW_013657685.1_159508_159714_Gene=TCOF1","Thamnophis_sirtalis_LFLD01S000006.1",100,68,0,0,205,2,159713,159510,8.34e-42,170
"CDS_NW_013657685.1_160408_160623_Gene=TCOF1","Thamnophis_sirtalis_LFLD01S000006.1",100,71,0,0,3,215,160411,160623,1.67e-44,179
"CDS_NW_013657685.1_1657356_1657514_Gene=TRAF6","Thamnophis_sirtalis_LFLD01S000006.1",100,52,0,0,158,3,1657514,1657359,4.24e-33,140
"CDS_NW_013657685.1_2080582_2080752_Gene=LOC106556833","Thamnophis_sirtalis_LFLD01S000006.1",100,57,0,0,171,1,2080753,2080583,7.27e-37,153
"CDS_NW_013657685.1_2366337_2366485_Gene=LOC106556841","Thamnophis_sirtalis_LFLD01S000006.1",100,49,0,0,1,147,2366338,2366484,1.19e-29,128
"CDS_NW_013657685.1_2389906_2390053_Gene=LOC106556841","Thamnophis_sirtalis_LFLD01S000006.1",100,49,0,0,1,147,2389907,2390053,9.38e-31,132
"CDS_NW_013657685.1_2395679_2395879_Gene=LOC106556841","Thamnophis_sirtalis_LFLD01S000006.1",100,67,0,0,201,1,2395880,2395680,4.92e-40,164
"CDS_NW_013657685.1_905851_906083_Gene=PAMR1","Thamnophis_sirtalis_LFLD01S000006.1",100,77,0,0,231,1,906082,905852,3.55e-51,202
"CDS_NW_013657686.1_1583051_1583279_Gene=HDAC9","Thamnophis_sirtalis_LFLD01S000007.1",100,76,0,0,1,228,1583052,1583279,4.02e-38,158
"CDS_NW_013657686.1_1584636_1584853_Gene=HDAC9","Thamnophis_sirtalis_LFLD01S000007.1",100,72,0,0,1,216,1584637,1584852,1.54e-43,176
"CDS_NW_013657686.1_282168_282298_Gene=AGMO","Thamnophis_sirtalis_LFLD01S000007.1",100,43,0,0,2,130,282170,282298,1.02e-23,109
"CDS_NW_013657686.1_642194_642402_Gene=ISPD","Thamnophis_sirtalis_LFLD01S000007.1",100,69,0,0,2,208,642196,642402,2.54e-43,175
"CDS_NW_013657686.1_656111_656303_Gene=SOSTDC1","Thamnophis_sirtalis_LFLD01S000007.1",100,64,0,0,193,2,656304,656113,1.16e-40,166
"CDS_NW_013657686.1_716801_716959_Gene=LRRC72","Thamnophis_sirtalis_LFLD01S000007.1",100,52,0,0,3,158,716804,716959,2.43e-30,131
"CDS_NW_013657687.1_161193_161332_Gene=ANO7","Thamnophis_sirtalis_LFLD01S000008.1",100,46,0,0,1,138,161194,161331,5.23e-26,116
"CDS_NW_013657687.1_1950307_1950496_Gene=LOC106557279","Thamnophis_sirtalis_LFLD01S000008.1",100,63,0,0,1,189,1950308,1950496,9.31e-39,160
"CDS_NW_013657687.1_2770624_2770746_Gene=LOC106557294","Thamnophis_sirtalis_LFLD01S000008.1",100,40,0,0,122,3,2770746,2770627,8.67e-22,102
"CDS_NW_013657687.1_2783926_2784051_Gene=LOC106557294","Thamnophis_sirtalis_LFLD01S000008.1",100,41,0,0,2,124,2783928,2784050,2.43e-22,104
"CDS_NW_013657687.1_420340_420560_Gene=GABRA5","Thamnophis_sirtalis_LFLD01S000008.1",100,73,0,0,1,219,420341,420559,9.24e-49,193
"CDS_NW_013657687.1_56734_56855_Gene=SNX8","Thamnophis_sirtalis_LFLD01S000008.1",100,40,0,0,120,1,56854,56735,4.59e-22,103
"CDS_NW_013657687.1_63230_63420_Gene=SNX8","Thamnophis_sirtalis_LFLD01S000008.1",100,63,0,0,2,190,63232,63420,1.9e-39,162
"CDS_NW_013657687.1_76189_76320_Gene=EIF3B","Thamnophis_sirtalis_LFLD01S000008.1",100,44,0,0,1,132,76190,76321,1.64e-25,115
"CDS_NW_013657688.1_2299076_2299218_Gene=LOC106537593","Thamnophis_sirtalis_LFLD01S000009.1",100,47,0,0,143,3,2299219,2299079,3.34e-26,117
"CDS_NW_013657688.1_2477684_2477817_Gene=LOC106537614","Thamnophis_sirtalis_LFLD01S000009.1",100,44,0,0,133,2,2477817,2477686,1.1e-24,112
"CDS_NW_013657688.1_2477951_2478092_Gene=LOC106537614","Thamnophis_sirtalis_LFLD01S000009.1",100,47,0,0,2,142,2477953,2478093,9.17e-29,126
"CDS_NW_013657688.1_2485744_2485877_Gene=LOC106537614","Thamnophis_sirtalis_LFLD01S000009.1",100,44,0,0,133,2,2485877,2485746,4.97e-27,120
"CDS_NW_013657688.1_2502387_2502551_Gene=SPIRE2","Thamnophis_sirtalis_LFLD01S000009.1",100,55,0,0,165,1,2502552,2502388,1.29e-30,132
"CDS_NW_013657688.1_2503351_2503474_Gene=SPIRE2","Thamnophis_sirtalis_LFLD01S000009.1",100,41,0,0,124,2,2503475,2503353,1.4e-23,108
"CDS_NW_013657688.1_2504425_2504599_Gene=SPIRE2","Thamnophis_sirtalis_LFLD01S000009.1",100,57,0,0,3,173,2504428,2504598,2.76e-32,138
"CDS_NW_013657688.1_2505001_2505134_Gene=SPIRE2","Thamnophis_sirtalis_LFLD01S000009.1",100,44,0,0,134,3,2505135,2505004,3.09e-25,114
"CDS_NW_013657688.1_2512018_2512182_Gene=TCF25","Thamnophis_sirtalis_LFLD01S000009.1",100,55,0,0,1,165,2512019,2512183,7.67e-35,146
"CDS_NW_013657688.1_2519364_2519523_Gene=TCF25","Thamnophis_sirtalis_LFLD01S000009.1",100,53,0,0,2,160,2519366,2519524,2.23e-30,131
"CDS_NW_013657688.1_2520316_2520474_Gene=TCF25","Thamnophis_sirtalis_LFLD01S000009.1",100,52,0,0,2,157,2520318,2520473,3.91e-36,150
"CDS_NW_013657688.1_2540581_2540730_Gene=DEF8","Thamnophis_sirtalis_LFLD01S000009.1",100,49,0,0,3,149,2540584,2540730,1.1e-24,112
"CDS_NW_013657688.1_2541208_2541372_Gene=DEF8","Thamnophis_sirtalis_LFLD01S000009.1",100,54,0,0,2,163,2541210,2541371,4.77e-33,140
"CDS_NW_013657688.1_2550256_2550410_Gene=DBNDD1","Thamnophis_sirtalis_LFLD01S000009.1",100,51,0,0,155,3,2550411,2550259,5.46e-29,126
"CDS_NW_013657688.1_2550711_2550851_Gene=DBNDD1","Thamnophis_sirtalis_LFLD01S000009.1",100,46,0,0,3,140,2550714,2550851,1.77e-26,118
"CDS_NW_013657688.1_2550955_2551107_Gene=DBNDD1","Thamnophis_sirtalis_LFLD01S000009.1",100,50,0,0,151,2,2551106,2550957,6.49e-30,129
"CDS_NW_013657688.1_2561768_2561906_Gene=LOC106537631","Thamnophis_sirtalis_LFLD01S000009.1",100,46,0,0,139,2,2561907,2561770,1.74e-27,121
"CDS_NW_013657689.1_1010635_1010838_Gene=FAM189A2","Thamnophis_sirtalis_LFLD01S000010.1",100,68,0,0,204,1,1010839,1010636,6.02e-43,174
"CDS_NW_013657689.1_1139253_1139384_Gene=FXN","Thamnophis_sirtalis_LFLD01S000010.1",100,44,0,0,132,1,1139385,1139254,1.4e-23,108
"CDS_NW_013657689.1_455154_455333_Gene=LOC106537813","Thamnophis_sirtalis_LFLD01S000010.1",100,59,0,0,2,178,455156,455332,5.87e-39,160
"CDS_NW_013657689.1_473313_473440_Gene=LOC106537915","Thamnophis_sirtalis_LFLD01S000010.1",100,42,0,0,1,126,473314,473439,8.51e-22,102
"CDS_NW_013657689.1_656010_656183_Gene=ATP6V1G1","Thamnophis_sirtalis_LFLD01S000010.1",100,58,0,0,1,174,656011,656184,3.29e-35,147
"CDS_NW_013657690.1_1004063_1004188_Gene=ARHGAP21","Thamnophis_sirtalis_LFLD01S000011.1",100,41,0,0,3,125,1004066,1004188,1.77e-22,105
"CDS_NW_013657690.1_1800192_1800335_Gene=APBB1IP","Thamnophis_sirtalis_LFLD01S000011.1",100,48,0,0,144,1,1800336,1800193,2.85e-28,124
"CDS_NW_013657690.1_1883289_1883474_Gene=PDSS1","Thamnophis_sirtalis_LFLD01S000011.1",100,20,0,0,41,100,1883330,1883389,7.25e-11,46.4
"CDS_NW_013657690.1_2030752_2030951_Gene=ACBD5","Thamnophis_sirtalis_LFLD01S000011.1",100,66,0,0,1,198,2030753,2030950,5.92e-43,174
"CDS_NW_013657690.1_2268934_2269059_Gene=GFPT1","Thamnophis_sirtalis_LFLD01S000011.1",100,41,0,0,125,3,2269059,2268937,1.1e-24,112
"CDS_NW_013657690.1_2273428_2273562_Gene=GFPT1","Thamnophis_sirtalis_LFLD01S000011.1",100,45,0,0,135,1,2273563,2273429,3.34e-26,117
"CDS_NW_013657690.1_2286461_2286655_Gene=GFPT1","Thamnophis_sirtalis_LFLD01S000011.1",100,64,0,0,194,3,2286655,2286464,1.16e-36,153
"CDS_NW_013657690.1_2287575_2287732_Gene=GFPT1","Thamnophis_sirtalis_LFLD01S000011.1",100,52,0,0,1,156,2287576,2287731,4.97e-35,146
"CDS_NW_013657690.1_2293803_2293930_Gene=GFPT1","Thamnophis_sirtalis_LFLD01S000011.1",100,42,0,0,1,126,2293804,2293929,7.39e-24,109
"CDS_NW_013657690.1_2317825_2317986_Gene=GFPT1","Thamnophis_sirtalis_LFLD01S000011.1",100,54,0,0,162,1,2317987,2317826,3.91e-32,137
"CDS_NW_013657690.1_2338128_2338319_Gene=LOC106538249","Thamnophis_sirtalis_LFLD01S000011.1",100,64,0,0,1,192,2338129,2338320,3.06e-37,155
"CDS_NW_013657690.1_2470977_2471143_Gene=PHKA2","Thamnophis_sirtalis_LFLD01S000011.1",100,55,0,0,165,1,2471142,2470978,1.14e-31,135
"CDS_NW_013657690.1_636022_636210_Gene=AKAP9","Thamnophis_sirtalis_LFLD01S000011.1",100,62,0,0,188,3,636210,636025,2.41e-34,145
"CDS_NW_013657690.1_649571_649803_Gene=AKAP9","Thamnophis_sirtalis_LFLD01S000011.1",100,77,0,0,2,232,649573,649803,2.04e-48,193
"CDS_NW_013657690.1_887799_887929_Gene=PEX1","Thamnophis_sirtalis_LFLD01S000011.1",100,43,0,0,1,129,887800,887928,8.66e-22,102
"CDS_NW_013657690.1_939447_939579_Gene=PEX1","Thamnophis_sirtalis_LFLD01S000011.1",100,44,0,0,132,1,939579,939448,1.19e-25,115
"CDS_NW_013657690.1_954746_954891_Gene=RBM48","Thamnophis_sirtalis_LFLD01S000011.1",100,48,0,0,1,144,954747,954890,4.59e-26,116
"CDS_NW_013657691.1_1037500_1037648_Gene=SPATA17","Thamnophis_sirtalis_LFLD01S000012.1",100,49,0,0,2,148,1037502,1037648,1.39e-27,122
"CDS_NW_013657691.1_1699114_1699235_Gene=PPARGC1A","Thamnophis_sirtalis_LFLD01S000012.1",100,40,0,0,122,3,1699236,1699117,2.43e-22,104
"CDS_NW_013657691.1_2170310_2170491_Gene=LOC106538725","Thamnophis_sirtalis_LFLD01S000012.1",100,60,0,0,180,1,2170490,2170311,7.45e-38,156
