target.locus	gene	mRNA	CDS	subject.NCBI.coordinates	accession.homolog	subject.start.homolog	subject.end.homolog	subject.contig.sense	Gene.ID	Gene.Name	Gene.Range	Gene.target.Sense	mRNA.Range	mRNA.target.Sense	CDS.Range	CDS.target.Sense	CDS_codon_start	target_codon_start
WeinellEntry2288	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2289	yes	no	no	NW_013658682.1:187900-188060	NW_013658682.1	187900	188060	1	106547458	CCDC178	<1..>161	-1	–	–	–	–	–	–
WeinellEntry2290	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2291	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2292	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2293	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2294	yes	no	no	NW_013657680.1:1800365-1800525	NW_013657680.1	1800365	1800525	1	106553187	MEIS2	<1..>161	1	–	–	–	–	–	–
WeinellEntry2295	yes	yes	no	NW_013660737.1:31993-32153	NW_013660737.1	31993	32153	1	106555148	LOC106555148	<1..>161	1	<1..>161;<1..>161	1;1	–	–	–	–
WeinellEntry2297	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2298	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2299	yes	no	no	NW_013657680.1:1930729-1930889	NW_013657680.1	1930729	1930889	1	106553187	MEIS2	<1..>161	1	–	–	–	–	–	–
WeinellEntry2300	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2301	yes	yes	yes	NW_013657691.1:65530-65690	NW_013657691.1	65530	65690	1	106538702	USH2A	<1..>161	-1	<137..>161	-1	<137..>161	-1	—	–
WeinellEntry2302	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2303	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2304	yes	no	no	NW_013657820.1:542553-542713	NW_013657820.1	542553	542713	1	106537986	NPAS3	<1..>161	1	–	–	–	–	–	–
WeinellEntry2305	yes	no	no	NW_013658735.1:232116-232276	NW_013658735.1	232116	232276	1	106547823	TSHZ1	<1..>161	-1	–	–	–	–	–	–
WeinellEntry2306	yes	no	no	NW_013658154.1:268201-268361	NW_013658154.1	268201	268361	1	106542796	TTC29	<1..>161	1	–	–	–	–	–	–
WeinellEntry2307	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2308	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2309	yes	no	no	NW_013657845.1:926608-926768	NW_013657845.1	926608	926768	1	106538446	CAMKMT	<1..>161	-1	–	–	–	–	–	–
WeinellEntry2310	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2311	yes	no	no	NW_013658304.1:448039-448199	NW_013658304.1	448039	448199	1	106544295	RBFOX2	<1..>161	-1	–	–	–	–	–	–
WeinellEntry2312	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2313	yes	no	no	NW_013658657.1:292391-292551	NW_013658657.1	292391	292551	1	106547261	EHBP1	<1..>161	-1	–	–	–	–	–	–
WeinellEntry2314	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2315	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2316	yes	no	no	NW_013657784.1:722417-722577	NW_013657784.1	722417	722577	1	106557299	ZNF407	<1..>161	-1	–	–	–	–	–	–
WeinellEntry2317	yes	no	no	NW_013659849.1:50858-51018	NW_013659849.1	50858	51018	1	106553059	LOC106553059	<1..>161	1	–	–	–	–	–	–
WeinellEntry2318	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2319	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2320	yes	no	no	NW_013658657.1:307517-307677	NW_013658657.1	307517	307677	1	106547261	EHBP1	<1..>161	-1	–	–	–	–	–	–
WeinellEntry2321	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2323	yes	yes	no	NW_013658907.1:154652-154812	NW_013658907.1	154652	154812	1	106548898	SUZ12	<1..>161	-1	<1..>161	-1	–	–	–	–
WeinellEntry2324	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2325	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2326	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2327	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2328	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2329	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2330	yes	no	no	NW_013659600.1:82218-82378	NW_013659600.1	82218	82378	1	106552244	LOC106552244	<1..>161	-1	–	–	–	–	–	–
WeinellEntry2331	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2333	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2334	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2335	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2336	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2338	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2339	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2340	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2341	yes	yes	yes	NW_013658283.1:265630-265790	NW_013658283.1	265630	265790	1	106544090	SS18	<1..>161	-1	<71..>161	-1	<71..>161	-1	1	1
WeinellEntry2342	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2343	yes	no	no	NW_013658041.1:258110-258270	NW_013658041.1	258110	258270	1	106541412;106541406	LOC106541412;LRPPRC	<1..>161;<1..>161	-1;-1	–	–	–	–	–	–
WeinellEntry2344	yes	yes	yes	NW_013659596.1:119218-119378	NW_013659596.1	119218	119378	1	106552235	MCTP1	<1..>161	-1	<13..>114	-1	<13..>114	-1	1	3
WeinellEntry2345	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2347	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2348	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2349	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2350	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2351	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2352	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2353	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2354	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2355	yes	no	no	NW_013657693.1:1312552-1312712	NW_013657693.1	1312552	1312712	1	106539247	MIPOL1	<1..>161	-1	–	–	–	–	–	–
WeinellEntry2356	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2357	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2358	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2359	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2360	yes	yes	no	NW_013659775.1:53008-53168	NW_013659775.1	53008	53168	1	106552801	WDR26	<1..>161	-1	<1..>161;<1..>161	-1;-1	–	–	–	–
WeinellEntry2362	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2363	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2364	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2365	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2366	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2367	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2368	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2369	yes	yes	yes	NW_013659013.1:305637-305797	NW_013659013.1	305637	305797	1	106549532	ST8SIA4	<1..>161	-1	<1..>161	-1	<1..>161	-1	2	2
WeinellEntry2370	yes	no	no	NW_013658682.1:172199-172359	NW_013658682.1	172199	172359	1	106547458	CCDC178	<1..>161	-1	–	–	–	–	–	–
WeinellEntry2371	yes	yes	yes	NW_013658545.1:451454-451614	NW_013658545.1	451454	451614	1	106546397	DAZAP1	<1..>161	-1	<21..>103;<21..>103	-1;-1	<21..>103;<21..>103	-1;-1	3;3	1;1
WeinellEntry2372	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2373	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2375	yes	no	no	NW_013658513.1:137843-138003	NW_013658513.1	137843	138003	1	106546111	CHD9	<1..>161	1	–	–	–	–	–	–
WeinellEntry2376	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2377	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2378	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2379	yes	yes	no	NW_013658215.1:152053-152213	NW_013658215.1	152053	152213	1	106543442	LOC106543442	<1..>161	-1	<1..>161	-1	–	–	–	–
WeinellEntry2380	yes	no	no	NW_013660379.1:89112-89272	NW_013660379.1	89112	89272	1	106554494	LOC106554494	<1..>161	1	–	–	–	–	–	–
WeinellEntry2381	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2382	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2383	yes	yes	yes	NW_013659539.1:184247-184407	NW_013659539.1	184247	184407	1	106551986	LOC106551986	<1..>161	1	<1..>161	1	<1..>161	1	2	2
WeinellEntry2384	yes	yes	no	NW_013659487.1:221498-221658	NW_013659487.1	221498	221658	1	106551777	XPO1	<1..>161	1	<1..>161;<1..>161;<1..>161;<1..>161	1;1;1;1	–	–	–	–
WeinellEntry2385	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2386	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2387	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2388	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2389	yes	no	no	NW_013657935.1:614859-615019	NW_013657935.1	614859	615019	1	106539906	LOC106539906	<1..>161	-1	–	–	–	–	–	–
WeinellEntry2390	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2391	yes	no	no	NW_013659242.1:233482-233642	NW_013659242.1	233482	233642	1	106550689	RSRC1	<1..>161	-1	–	–	–	–	–	–
WeinellEntry2392	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2393	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2394	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2395	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2396	yes	no	no	NW_013657820.1:452441-452601	NW_013657820.1	452441	452601	1	106537992	AKAP6	<1..>161	1	–	–	–	–	–	–
WeinellEntry2397	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry2398	yes	no	no	NW_013658280.1:435485-435645	NW_013658280.1	435485	435645	1	106544067	ST18	<1..>161	1	–	–	–	–	–	–
WeinellEntry2399	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
