"gseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"micrurus_fulvius_uce-1092","NW_013657680",100,419,0,0,2,420,1582548,1582966,0,774
"micrurus_fulvius_uce-1094","NW_013657680",99.391,493,3,0,1,493,2793268,2793760,0,894
"micrurus_fulvius_uce-1098","NW_013657795",98.214,392,6,1,1,392,1168829,1169219,0,684
"micrurus_fulvius_uce-110","NW_013658065",98.418,316,3,2,1,315,467071,466757,3.2e-156,555
"micrurus_fulvius_uce-1101","NW_013659533",98.953,191,2,0,1,191,43817,44007,1.55e-92,342
"micrurus_fulvius_uce-1102","NW_013657874",97.386,306,8,0,2,307,128787,129092,3.16e-146,521
"micrurus_fulvius_uce-1107","NW_013659608",98.771,407,5,0,1,407,2222,1816,0,725
"micrurus_fulvius_uce-111","NW_013658459",98.282,291,5,0,1,291,16716,17006,6.44e-143,510
"micrurus_fulvius_uce-1110","NW_013657789",98.754,562,6,1,1,561,1251677,1252238,0,998
"micrurus_fulvius_uce-1113","NW_013657745",94.969,477,12,6,1,474,1678162,1678629,0,737
"micrurus_fulvius_uce-1122","NW_013658582",99.182,489,4,0,1,489,319945,319457,0,881
"micrurus_fulvius_uce-1127","NW_013658164",89.595,346,9,6,1,319,157135,156790,5.75e-114,414
"micrurus_fulvius_uce-1128","NW_013657803",96.907,388,3,3,1,388,1662175,1662553,0,641
"micrurus_fulvius_uce-1131","NW_013658629",97.336,563,8,4,1,557,390959,391520,0,950
"micrurus_fulvius_uce-1133","NW_013657999",97.659,299,5,1,1,297,218609,218311,1.83e-143,512
"micrurus_fulvius_uce-1134","NW_013657721",98.673,226,2,1,1,225,274500,274275,1.09e-109,399
"micrurus_fulvius_uce-1135","NW_013658456",98.698,384,5,0,1,384,478966,478583,0,682
"micrurus_fulvius_uce-1138","NW_013658671",98.623,363,4,1,1,363,209184,209545,0,641
"micrurus_fulvius_uce-1141","NW_013660150",97.297,333,9,0,1,333,35096,34764,1.57e-159,566
"micrurus_fulvius_uce-1143","NW_013658098",98.311,296,5,0,1,296,389629,389924,1.09e-145,520
"micrurus_fulvius_uce-1148","NW_013658050",94.137,307,9,5,37,337,362734,362431,2.78e-127,459
"micrurus_fulvius_uce-115","NW_013660557",99.643,280,1,0,1,280,71187,71466,1.72e-143,512
"micrurus_fulvius_uce-1150","NW_013659140",97.015,335,8,2,18,350,116303,116637,2.15e-158,562
"micrurus_fulvius_uce-1154","NW_013658324",99.731,372,1,0,1,372,251327,251698,0,682
"micrurus_fulvius_uce-1159","NW_013658026",92.517,294,18,3,1,293,204306,204596,4.05e-115,418
"micrurus_fulvius_uce-1163","NW_013658225",94.521,438,12,4,1,434,259943,259514,0,665
"micrurus_fulvius_uce-1167","NW_013657951",98.374,369,5,1,1,368,73421,73053,0,647
"micrurus_fulvius_uce-117","NW_013657688",92.793,222,13,3,1,219,977316,977095,3.06e-85,318
"micrurus_fulvius_uce-1170","NW_013657733",94.562,331,10,5,1,327,956264,955938,3.41e-141,505
"micrurus_fulvius_uce-1172","NW_013659031",99.362,470,3,0,1,470,149123,148654,0,852
"micrurus_fulvius_uce-1174","NW_013657935",97.222,396,10,1,1,395,318942,319337,0,669
"micrurus_fulvius_uce-1176","NW_013661143",93.578,218,8,4,1,212,38974,39191,8.19e-86,320
"micrurus_fulvius_uce-1177","NW_013657803",97.749,311,7,0,1,311,1234810,1235120,1.14e-150,536
"micrurus_fulvius_uce-1181","NW_013660546",93.038,316,9,5,5,307,35266,35581,1.51e-124,449
"micrurus_fulvius_uce-1182","NW_013658020",97.647,170,2,2,1,168,386489,386658,4.9e-77,291
"micrurus_fulvius_uce-1185","NW_013658018",100,199,0,0,1,199,528134,527936,2.68e-100,368
"micrurus_fulvius_uce-1187","NW_013657761",98.561,417,6,0,1,417,1242620,1243036,0,737
"micrurus_fulvius_uce-1188","NW_013657680",99.12,341,3,0,1,341,1675484,1675824,5.68e-174,614
"micrurus_fulvius_uce-1190","NW_013657971",99.322,295,2,0,1,295,473303,473009,3.88e-150,534
"micrurus_fulvius_uce-1191","NW_013658481",96.951,328,10,0,1,328,660559,660886,4.33e-155,551
"micrurus_fulvius_uce-1194","NW_013658245",96.566,495,16,1,1,495,480494,480987,0,819
"micrurus_fulvius_uce-12","NW_013657760",98.813,337,4,0,1,337,570694,570358,4.36e-170,601
"micrurus_fulvius_uce-1200","NW_013657734",98.294,293,3,1,1,293,1564829,1565119,1.8e-143,512
"micrurus_fulvius_uce-1201","NW_013658584",97.917,192,3,1,1,191,405518,405327,3.36e-89,331
"micrurus_fulvius_uce-1202","NW_013658412",99.242,528,4,0,1,528,485672,485145,0,953
"micrurus_fulvius_uce-1203","NW_013658069",98.58,352,4,1,1,352,40994,41344,3.51e-176,621
"micrurus_fulvius_uce-1204","NW_013658977",98.601,143,0,1,1,141,151863,151721,1.87e-65,252
"micrurus_fulvius_uce-1205","NW_013660445",99.656,291,1,0,1,291,39396,39686,1.37e-149,532
"micrurus_fulvius_uce-1206","NW_013659001",98.19,221,4,0,1,221,294536,294316,8.35e-106,387
"micrurus_fulvius_uce-121","NW_013657738",97.626,337,5,2,1,334,1482088,1481752,2.62e-162,575
"micrurus_fulvius_uce-1210","NW_013657711",95.272,423,12,3,1,415,474057,474479,0,664
"micrurus_fulvius_uce-1211","NW_013658276",91.223,376,13,12,1,360,282855,283226,8.19e-138,494
"micrurus_fulvius_uce-1212","NW_013657948",96.31,271,8,1,53,323,481824,482092,7.43e-123,444
"micrurus_fulvius_uce-1215","NW_013657692",100,129,0,0,1,129,1464838,1464710,1.3e-61,239
"micrurus_fulvius_uce-1217","NW_013658277",97.959,196,4,0,4,199,44939,45134,5.85e-92,340
"micrurus_fulvius_uce-1222","NW_013661355",95.528,246,9,1,1,244,34182,34427,2e-107,392
"micrurus_fulvius_uce-1224","NW_013659384",96.375,469,16,1,1,469,166652,167119,0,771
"micrurus_fulvius_uce-1225","NW_013660082",99.713,348,1,0,1,348,138135,137788,0,638
"micrurus_fulvius_uce-1231","NW_013658283",97.253,182,5,0,1,182,364494,364675,1.49e-82,309
"micrurus_fulvius_uce-1232","NW_013657799",96.639,357,8,3,1,353,1113689,1113333,9.94e-167,590
"micrurus_fulvius_uce-1233","NW_013658146",96,250,6,1,1,250,110898,110653,9.49e-111,403
"micrurus_fulvius_uce-1234","NW_013657692",97.268,366,9,1,1,365,2018069,2017704,1.4e-175,619
"micrurus_fulvius_uce-1239","NW_013659166",98.997,299,3,0,1,299,63390,63688,1.09e-150,536
"micrurus_fulvius_uce-124","NW_013658113",99.17,241,1,1,1,240,27088,26848,1.16e-119,433
"micrurus_fulvius_uce-1241","NW_013658743",97.552,286,6,1,1,286,49961,49677,2.96e-136,488
"micrurus_fulvius_uce-1242","NW_013658774",98.76,242,2,1,1,241,262105,262346,1.5e-118,429
"micrurus_fulvius_uce-1245","NW_013658682",98.821,424,5,0,2,425,90404,90827,0,756
"micrurus_fulvius_uce-125","NW_013659260",98.355,304,5,0,1,304,69559,69862,4.01e-150,534
"micrurus_fulvius_uce-1250","NW_013658510",98.81,420,5,0,4,423,498205,498624,0,749
"micrurus_fulvius_uce-1252","NW_013658409",94.545,275,13,1,1,275,497485,497757,8.11e-117,424
"micrurus_fulvius_uce-1253","NW_013657691",99.118,340,3,0,1,340,305119,304780,2.04e-173,612
"micrurus_fulvius_uce-1255","NW_013659291",97.866,328,4,1,1,325,218067,217740,5.5e-159,564
"micrurus_fulvius_uce-1256","NW_013658895",96.234,239,9,0,1,239,127450,127688,1.96e-107,392
"micrurus_fulvius_uce-1257","NW_013657867",95.89,219,9,0,1,219,351150,350932,2.33e-96,355
"micrurus_fulvius_uce-1259","NW_013657765",98.585,212,3,0,1,212,168081,168292,1.72e-102,375
"micrurus_fulvius_uce-1263","NW_013658889",96.429,280,10,0,1,280,3493,3772,1.75e-128,462
"micrurus_fulvius_uce-1264","NW_013658172",99.045,314,3,0,1,314,622419,622106,5.3e-159,564
"micrurus_fulvius_uce-1265","NW_013658234",97.403,231,6,0,1,231,286739,286509,5.22e-108,394
"micrurus_fulvius_uce-1267","NW_013657845",96.597,529,18,0,1,529,719294,718766,0,878
"micrurus_fulvius_uce-127","NW_013657765",92.308,403,11,7,1,383,45571,45973,3.96e-156,555
"micrurus_fulvius_uce-1271","NW_013660832",97.07,273,6,1,1,271,67752,68024,2.21e-127,459
"micrurus_fulvius_uce-1272","NW_013658943",97.198,464,12,1,1,463,265947,265484,0,784
"micrurus_fulvius_uce-1276","NW_013658071",98.113,424,7,1,3,425,448910,449333,0,737
"micrurus_fulvius_uce-1278","NW_013657691",98.698,384,4,1,1,384,291284,290902,0,680
"micrurus_fulvius_uce-128","NW_013657935",95.631,206,7,2,8,212,467793,467997,1.36e-88,329
"micrurus_fulvius_uce-1281","NW_013657689",96.812,345,10,1,1,344,1321048,1321392,2.71e-162,575
"micrurus_fulvius_uce-1288","NW_013657680",95.732,164,7,0,1,164,1883672,1883835,2.93e-69,265
"micrurus_fulvius_uce-129","NW_013658526",97.297,407,7,1,1,403,351088,351494,0,688
"micrurus_fulvius_uce-1290","NW_013658764",98.898,363,4,0,1,363,121197,120835,0,649
"micrurus_fulvius_uce-1295","NW_013659654",97.241,290,3,2,1,287,89501,89214,1.07e-135,486
"micrurus_fulvius_uce-1297","NW_013657927",99.12,341,0,1,1,341,938262,937925,7.35e-173,610
"micrurus_fulvius_uce-1298","NW_013658361",96.859,191,4,2,1,190,274782,274593,2.6e-85,318
"micrurus_fulvius_uce-1299","NW_013658079",98.802,334,4,0,1,334,121447,121114,2.01e-168,595
"micrurus_fulvius_uce-1301","NW_013658162",100,568,0,0,1,568,482379,481812,0,1050
"micrurus_fulvius_uce-1304","NW_013658187",99.037,519,5,0,1,519,695014,695532,0,931
"micrurus_fulvius_uce-1305","NW_013657795",99.576,472,2,0,1,472,916257,916728,0,861
"micrurus_fulvius_uce-1309","NW_013657689",98.082,417,8,0,1,417,1542982,1543398,0,726
"micrurus_fulvius_uce-1311","NW_013657864",99.553,447,2,0,1,447,434402,433956,0,815
"micrurus_fulvius_uce-1313","NW_013660713",97.15,421,8,3,3,422,42243,42660,0,708
"micrurus_fulvius_uce-1314","NW_013659166",92.748,262,17,2,2,261,27321,27582,6.14e-103,377
"micrurus_fulvius_uce-1318","NW_013660277",96.505,372,13,0,1,372,29662,30033,1.74e-174,616
"micrurus_fulvius_uce-1319","NW_013659619",99.074,216,1,1,1,216,28396,28610,8.14e-106,387
"micrurus_fulvius_uce-132","NW_013659130",94.69,452,15,2,1,452,146142,146584,0,693
"micrurus_fulvius_uce-1322","NW_013659140",98.189,497,8,1,1,497,140008,140503,0,867
"micrurus_fulvius_uce-1323","NW_013658735",95.778,450,10,3,1,441,240169,240618,0,717
"micrurus_fulvius_uce-1329","NW_013659640",95.98,398,12,2,1,397,55676,55282,0,643
"micrurus_fulvius_uce-1333","NW_013659980",99.065,321,3,0,1,321,68981,68661,6.97e-163,577
"micrurus_fulvius_uce-1334","NW_013657733",98.291,234,4,0,1,234,1059301,1059068,5.26e-113,411
"micrurus_fulvius_uce-1335","NW_013659006",98.265,461,7,1,1,461,260025,260484,0,806
"micrurus_fulvius_uce-1336","NW_013658743",99.267,273,2,0,1,273,51054,50782,6.04e-138,494
"micrurus_fulvius_uce-1339","NW_013659652",99.631,271,0,1,1,271,118435,118166,5.99e-138,494
"micrurus_fulvius_uce-134","NW_013661176",96.486,313,6,4,1,313,2063,1756,1.94e-143,512
"micrurus_fulvius_uce-1342","NW_013658447",96.086,511,16,2,1,510,522356,521849,0,830
"micrurus_fulvius_uce-1345","NW_013659028",95.131,267,7,4,70,335,304251,303990,1.69e-114,416
"micrurus_fulvius_uce-1346","NW_013658257",97.861,374,8,0,1,374,38966,39339,0,647
"micrurus_fulvius_uce-1348","NW_013658682",99.121,455,4,0,1,455,187753,188207,0,819
"micrurus_fulvius_uce-1349","NW_013657870",97.125,313,9,0,1,313,865467,865779,1.93e-148,529
"micrurus_fulvius_uce-1350","NW_013659811",98.63,292,4,0,1,292,24497,24788,3.86e-145,518
"micrurus_fulvius_uce-1351","NW_013659691",96.172,209,8,0,1,209,168497,168705,1.72e-92,342
"micrurus_fulvius_uce-1354","NW_013660515",98.592,355,5,0,5,359,4811,4457,2.14e-178,628
"micrurus_fulvius_uce-1357","NW_013657680",94.434,521,27,2,2,521,1800186,1800705,0,800
"micrurus_fulvius_uce-1358","NW_013660737",98.596,570,6,1,1,568,32358,31789,0,1007
"micrurus_fulvius_uce-136","NW_013660704",98.485,198,3,0,1,198,24664,24861,9.66e-95,350
"micrurus_fulvius_uce-1361","NW_013658006",99.197,249,2,0,1,249,152476,152724,1.2e-124,449
"micrurus_fulvius_uce-1362","NW_013657728",97.959,147,3,0,1,147,1461823,1461969,1.52e-66,255
"micrurus_fulvius_uce-1363","NW_013657877",99.229,389,3,0,1,389,122011,122399,0,702
"micrurus_fulvius_uce-1366","NW_013657763",98.148,270,4,1,6,274,204732,204463,1.02e-130,470
"micrurus_fulvius_uce-1367","NW_013658234",97.312,186,5,0,1,186,14797,14612,9.11e-85,316
"micrurus_fulvius_uce-1368","NW_013657680",98.452,323,5,0,1,323,1930648,1930970,1.18e-160,569
"micrurus_fulvius_uce-1371","NW_013659701",92.13,216,13,4,1,213,170453,170239,2.98e-80,302
"micrurus_fulvius_uce-1374","NW_013657881",90.23,348,19,3,1,333,53901,53554,9.94e-122,440
"micrurus_fulvius_uce-1375","NW_013657691",99.198,374,2,1,1,373,65797,65424,0,673
"micrurus_fulvius_uce-1376","NW_013657763",100,282,0,0,1,282,273568,273287,2.87e-146,521
"micrurus_fulvius_uce-1378","NW_013657754",97.796,363,8,0,1,363,1331392,1331754,7.81e-178,627
"micrurus_fulvius_uce-1383","NW_013657706",98.256,172,2,1,1,171,728305,728476,8.31e-80,300
"micrurus_fulvius_uce-1385","NW_013657820",99.441,358,2,0,1,358,542455,542812,0,651
"micrurus_fulvius_uce-1389","NW_013658735",98.264,288,5,0,1,288,232053,232340,2.96e-141,505
"micrurus_fulvius_uce-139","NW_013658154",98.469,392,6,0,3,394,268477,268086,0,691
"micrurus_fulvius_uce-1392","NW_013657680",100,115,0,0,1,115,1751848,1751962,6.8e-54,213
"micrurus_fulvius_uce-1394","NW_013659200",98.976,293,1,1,2,294,192638,192928,8.37e-147,523
"micrurus_fulvius_uce-1395","NW_013658576",98.119,319,4,2,1,317,435560,435878,3.22e-156,555
"micrurus_fulvius_uce-1397","NW_013657845",98.312,237,4,0,1,237,926806,926570,1.15e-114,416
"micrurus_fulvius_uce-14","NW_013657750",96.466,283,9,1,1,282,727640,727358,1.37e-129,466
"micrurus_fulvius_uce-1402","NW_013658304",92.453,265,14,3,8,272,448248,447990,8.18e-102,374
"micrurus_fulvius_uce-1403","NW_013659039",99.5,400,2,0,1,400,273679,274078,0,728
"micrurus_fulvius_uce-1405","NW_013658657",98.302,589,10,0,1,589,292765,292177,0,1033
"micrurus_fulvius_uce-1408","NW_013657688",99.612,516,2,0,1,516,1181852,1181337,0,942
"micrurus_fulvius_uce-1410","NW_013657807",97.26,219,5,1,1,219,825552,825769,8.33e-101,370
"micrurus_fulvius_uce-1412","NW_013657784",98.879,446,5,0,1,446,722275,722720,0,797
"micrurus_fulvius_uce-1415","NW_013659849",99.302,430,3,0,1,430,51153,50724,0,778
"micrurus_fulvius_uce-142","NW_013657798",100,119,0,0,1,119,129379,129497,4.25e-56,220
"micrurus_fulvius_uce-1420","NW_013657852",98.86,351,3,1,6,355,902535,902885,2.74e-177,625
"micrurus_fulvius_uce-1423","NW_013658184",99.126,572,5,0,1,572,333051,333622,0,1029
"micrurus_fulvius_uce-1425","NW_013658657",98.712,466,6,0,1,466,307830,307365,0,828
"micrurus_fulvius_uce-1427","NW_013658185",98.747,479,6,0,1,479,541495,541017,0,852
"micrurus_fulvius_uce-143","NW_013660029",95.51,245,6,1,1,240,40453,40209,9.13e-106,387
"micrurus_fulvius_uce-1435","NW_013658907",97.692,520,10,2,3,521,154991,154473,0,893
"micrurus_fulvius_uce-1438","NW_013657698",97.917,192,2,2,1,191,1427864,1428054,3.36e-89,331
"micrurus_fulvius_uce-1442","NW_013659345",99.25,400,3,0,1,400,241733,241334,0,723
"micrurus_fulvius_uce-1446","NW_013657688",100,269,0,0,1,269,1291908,1291640,4.59e-139,497
"micrurus_fulvius_uce-1447","NW_013657874",95.77,331,14,0,2,332,420560,420890,4.42e-150,534
"micrurus_fulvius_uce-1451","NW_013657803",99.135,347,3,0,1,347,1722435,1722781,2.67e-177,625
"micrurus_fulvius_uce-1453","NW_013658944",99.649,285,1,0,1,285,134484,134768,2.91e-146,521
"micrurus_fulvius_uce-1454","NW_013658059",97.854,466,10,0,1,466,714429,713964,0,806
"micrurus_fulvius_uce-1456","NW_013657680",99.291,141,0,1,1,141,2202299,2202438,5.19e-66,254
"micrurus_fulvius_uce-1458","NW_013659600",97.705,305,7,0,1,305,82146,82450,2.42e-147,525
"micrurus_fulvius_uce-1462","NW_013658154",98.915,461,4,1,3,463,170177,169718,0,822
"micrurus_fulvius_uce-1466","NW_013659587",95.683,139,6,0,1,139,85628,85766,4e-57,224
"micrurus_fulvius_uce-1467","NW_013658017",97.788,226,3,1,1,224,583620,583395,2.36e-106,388
"micrurus_fulvius_uce-1468","NW_013659769",99.038,104,1,0,1,104,272578,272681,3.66e-46,187
"micrurus_fulvius_uce-1469","NW_013658004",99.752,403,1,0,1,403,263206,262804,0,739
"micrurus_fulvius_uce-1471","NW_013660011",88.083,386,17,12,2,359,19688,20072,6.49e-119,431
"micrurus_fulvius_uce-1474","NW_013658510",97.43,428,11,0,7,434,493352,493779,0,730
"micrurus_fulvius_uce-1476","NW_013658231",90.909,319,16,8,1,317,261490,261797,1.69e-114,416
"micrurus_fulvius_uce-1478","NW_013658000",98.237,397,7,0,1,397,662954,663350,0,695
"micrurus_fulvius_uce-148","NW_013659122",98.24,341,6,0,1,341,301988,301648,5.72e-169,597
"micrurus_fulvius_uce-1480","NW_013660250",94.953,317,12,3,12,324,10114,9798,7.3e-138,494
"micrurus_fulvius_uce-1482","NW_013657873",97.122,278,6,2,1,276,424317,424040,3.71e-130,468
"micrurus_fulvius_uce-1483","NW_013660087",95.955,445,15,3,1,444,81111,80669,0,719
"micrurus_fulvius_uce-1484","NW_013658758",95.522,67,3,0,1,67,163660,163594,1.54e-22,108
"micrurus_fulvius_uce-1485","NW_013658283",96.336,464,16,1,1,463,265479,265942,0,761
"micrurus_fulvius_uce-1489","NW_013658055",94.664,431,8,7,1,417,763607,764036,0,654
"micrurus_fulvius_uce-149","NW_013658041",100,437,0,0,1,437,257972,258408,0,808
"micrurus_fulvius_uce-1492","NW_013659596",100,461,0,0,1,461,119528,119068,0,852
"micrurus_fulvius_uce-1499","NW_013659727",98.339,301,5,0,1,301,90674,90974,1.85e-148,529
"micrurus_fulvius_uce-1504","NW_013657689",98.188,276,0,1,1,276,1343655,1343925,6.16e-133,477
"micrurus_fulvius_uce-1506","NW_013660634",96.198,263,10,0,1,263,3787,4049,4.65e-119,431
"micrurus_fulvius_uce-1509","NW_013658790",98.696,230,3,0,1,230,142148,142377,1.86e-112,409
"micrurus_fulvius_uce-1512","NW_013658489",84.106,302,31,9,1,294,176613,176321,2.59e-72,276
"micrurus_fulvius_uce-1514","NW_013657948",98.178,439,7,1,1,438,494223,494661,0,765
"micrurus_fulvius_uce-1520","NW_013657985",98.987,395,4,0,1,395,647347,647741,0,708
"micrurus_fulvius_uce-1523","NW_013658441",98.664,449,1,2,1,444,136156,136604,0,791
"micrurus_fulvius_uce-1526","NW_013658008",98.066,362,7,0,1,362,695406,695767,6.02e-179,630
"micrurus_fulvius_uce-1528","NW_013657778",98.281,349,6,0,1,349,361516,361864,2.09e-173,612
"micrurus_fulvius_uce-1529","NW_013657693",99.351,308,1,1,1,307,1312786,1312479,8.65e-157,556
"micrurus_fulvius_uce-153","NW_013657688",98.596,356,5,0,1,356,1340814,1340459,5.93e-179,630
"micrurus_fulvius_uce-1531","NW_013657690",91.401,314,12,5,1,314,325390,325688,1.57e-114,416
"micrurus_fulvius_uce-1533","NW_013657728",93.011,186,6,3,2,187,1468728,1468906,3.37e-69,265
"micrurus_fulvius_uce-1535","NW_013657711",99.648,284,1,0,1,284,1005952,1005669,1.04e-145,520
"micrurus_fulvius_uce-1538","NW_013658941",98.394,249,4,0,2,250,29038,29286,2.6e-121,438
"micrurus_fulvius_uce-1539","NW_013659775",99.759,415,0,1,1,414,53295,52881,0,760
"micrurus_fulvius_uce-154","NW_013657906",93.44,625,16,9,1,600,127136,127760,0,904
"micrurus_fulvius_uce-1540","NW_013657834",96.716,335,11,0,1,335,1166358,1166692,2.65e-157,558
"micrurus_fulvius_uce-1544","NW_013659179",97.531,243,5,1,1,242,223602,223360,4.23e-114,414
"micrurus_fulvius_uce-1545","NW_013657925",98.126,427,7,1,1,427,24001,23576,0,743
"micrurus_fulvius_uce-1547","NW_013660832",93.659,410,13,6,1,408,26040,26438,5.37e-170,601
"micrurus_fulvius_uce-1556","NW_013658477",92.5,240,11,3,2,241,430425,430193,9.37e-91,337
"micrurus_fulvius_uce-1558","NW_013659345",99.333,300,2,0,1,300,210436,210735,6.59e-153,544
"micrurus_fulvius_uce-1560","NW_013657829",98.013,302,4,2,1,300,1359071,1358770,8.55e-147,523
"micrurus_fulvius_uce-1561","NW_013659013",98.138,376,7,0,1,376,305905,305530,0,656
"micrurus_fulvius_uce-1562","NW_013658682",99.123,342,3,0,1,342,172109,172450,1.76e-174,616
"micrurus_fulvius_uce-1563","NW_013658545",100,220,0,0,1,220,451644,451425,6.38e-112,407
"micrurus_fulvius_uce-1565","NW_013660832",98.431,255,3,1,249,502,33108,33362,9.21e-124,448
"micrurus_fulvius_uce-1568","NW_013658020",98.689,305,3,1,1,304,478957,479261,8.62e-152,540
"micrurus_fulvius_uce-1569","NW_013659138",98.468,457,6,1,1,457,102617,103072,0,804
"micrurus_fulvius_uce-157","NW_013658513",92.797,472,24,9,30,492,138158,137688,0,675
"micrurus_fulvius_uce-1570","NW_013657680",98.77,244,3,0,1,244,1600126,1600369,3.27e-120,435
"micrurus_fulvius_uce-1572","NW_013657901",98.521,338,5,0,1,338,469342,469005,5.66e-169,597
"micrurus_fulvius_uce-1576","NW_013658082",98.943,473,5,0,1,473,623162,623634,0,846
"micrurus_fulvius_uce-1579","NW_013658215",93.857,407,10,3,81,474,152335,151931,2.27e-169,599
"micrurus_fulvius_uce-1582","NW_013660379",98.634,366,5,0,1,366,89010,89375,0,649
"micrurus_fulvius_uce-1588","NW_013658889",98.554,415,5,1,1,414,318809,319223,0,732
"micrurus_fulvius_uce-1590","NW_013659130",93.314,344,10,6,5,337,186557,186898,2.14e-138,496
"micrurus_fulvius_uce-1591","NW_013657864",97.688,173,3,1,1,173,252121,251950,1.09e-78,296
"micrurus_fulvius_uce-1594","NW_013659539",96.813,251,7,1,7,256,184452,184202,3.48e-115,418
"micrurus_fulvius_uce-1597","NW_013659487",100,400,0,0,1,400,221778,221379,0,739
"micrurus_fulvius_uce-16","NW_013657724",98.618,434,4,2,1,433,331114,331546,0,767
"micrurus_fulvius_uce-1600","NW_013658051",96.396,222,6,2,1,221,523743,523523,3.91e-99,364
"micrurus_fulvius_uce-1601","NW_013658184",99.422,346,2,0,1,346,42084,41739,2.06e-178,628
"micrurus_fulvius_uce-1602","NW_013657925",99.777,448,1,0,1,448,491720,492167,0,822
"micrurus_fulvius_uce-1606","NW_013658276",99.474,190,1,0,1,190,296152,296341,1.19e-93,346
"micrurus_fulvius_uce-161","NW_013657897",98.4,125,2,0,1,125,228384,228508,4.53e-56,220
"micrurus_fulvius_uce-1613","NW_013657935",99.268,410,3,0,1,410,614735,615144,0,741
