qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
micrurus_fulvius_uce-1239	JPMF01005656.1	97.99	299	5	1	1	299	4575	4872	3.1e-145	518
micrurus_fulvius_uce-124	JPMF01192569.1	98.35	243	1	1	1	240	1755	1997	5.47e-117	424
micrurus_fulvius_uce-1241	JPMF01115141.1	96.5	286	9	1	1	286	20785	20501	2.33e-131	472
micrurus_fulvius_uce-1242	JPMF01236451.1	97.92	241	5	0	1	241	7785	8025	2.55e-115	418
micrurus_fulvius_uce-1245	JPMF01082243.1	98.58	423	6	0	3	425	8435	8013	0	749
micrurus_fulvius_uce-125	JPMF01157010.1	99.01	304	3	0	1	304	7629	7932	1.45e-153	545
micrurus_fulvius_uce-1250	JPMF01060576.1	97.62	420	10	0	4	423	3035	3454	0	721
micrurus_fulvius_uce-1252	JPMF01186510.1	94.54	275	13	1	1	275	4281	4553	6.36e-117	424
micrurus_fulvius_uce-1253	JPMF01071013.1	99.41	340	2	0	1	340	7654	7993	3.42e-175	617
micrurus_fulvius_uce-1255	JPMF01286913.1	98.15	325	6	0	1	325	2115	2439	3.33e-160	568
micrurus_fulvius_uce-1256	JPMF01249045.1	93.72	239	14	1	1	239	3932	3695	5.62e-97	357
micrurus_fulvius_uce-1257	JPMF01379530.1	95.89	219	9	0	1	219	1132	914	1.82e-96	355
micrurus_fulvius_uce-1259	JPMF01246338.1	98.11	212	4	0	1	212	289	78	6.27e-101	370
micrurus_fulvius_uce-1263	JPMF01094613.1	97.14	280	8	0	1	280	1883	2162	6.36e-132	473
micrurus_fulvius_uce-1264	JPMF01251315.1	99.04	314	3	0	1	314	823	510	4.14e-159	564
micrurus_fulvius_uce-1265	JPMF01098769.1	95.67	231	10	0	1	231	8748	8978	1.92e-101	372
micrurus_fulvius_uce-1267	JPMF01000542.1	96.77	527	17	0	3	529	12434	11908	0	880
micrurus_fulvius_uce-127	JPMF01147387.1	92.31	403	10	8	1	383	1554	1955	1.11e-155	553
micrurus_fulvius_uce-1271	JPMF01069444.1	98.54	274	4	0	1	274	1776	2049	2.87e-135	484
micrurus_fulvius_uce-1272	JPMF01188486.1	97.19	463	12	1	3	465	10641	11102	0	782
micrurus_fulvius_uce-1276	JPMF01157726.1	98.13	428	5	2	1	425	10089	10516	0	743
micrurus_fulvius_uce-1278	JPMF01071013.1	98.18	384	5	1	1	384	22750	23131	0	669
micrurus_fulvius_uce-128	JPMF01070556.1	96.7	212	7	0	1	212	10741	10952	6.32e-96	353
micrurus_fulvius_uce-1281	JPMF01005024.1	95.38	346	14	1	1	344	10567	10222	1.28e-154	549
micrurus_fulvius_uce-1288	JPMF01093038.1	98.17	164	3	0	1	164	10248	10411	4.88e-76	287
micrurus_fulvius_uce-129	JPMF01130016.1	95.33	407	14	2	2	403	906	1312	0	641
micrurus_fulvius_uce-1290	JPMF01036875.1	98.62	363	5	0	1	363	1425	1787	0	643
micrurus_fulvius_uce-1295	JPMF01310600.1	98.61	288	3	1	1	287	677	390	1.78e-142	508
micrurus_fulvius_uce-1297	JPMF01193609.1	99.41	341	2	0	1	341	9644	9304	9.54e-176	619
micrurus_fulvius_uce-1298	JPMF01098367.1	93.43	198	4	3	1	190	851	1047	2.06e-75	285
micrurus_fulvius_uce-1299	JPMF01059646.1	98.5	334	5	0	1	334	19407	19740	7.31e-167	590
micrurus_fulvius_uce-1301	JPMF01068186.1	99.65	568	2	0	1	568	2742	2175	0	1038
micrurus_fulvius_uce-1304	JPMF01161940.1	99.23	519	4	0	1	519	15089	15607	0	937
micrurus_fulvius_uce-1305	JPMF01093474.1	98.31	473	7	1	1	472	5455	5927	0	828
micrurus_fulvius_uce-1309	JPMF01091187.1	97.84	417	9	0	1	417	1453	1869	0	721
micrurus_fulvius_uce-1311	JPMF01075992.1	99.33	447	3	0	1	447	6391	5945	0	809
micrurus_fulvius_uce-1313	JPMF01316626.1	95.03	423	17	4	3	422	624	203	0	662
micrurus_fulvius_uce-1314	JPMF01282096.1	85.82	261	14	4	2	261	2902	2664	2.36e-66	255
micrurus_fulvius_uce-1318	JPMF01150987.1	96.5	372	13	0	1	372	1278	907	1.36e-174	616
micrurus_fulvius_uce-1319	JPMF01032633.1	97.68	216	4	1	1	216	19221	19435	6.41e-101	370
micrurus_fulvius_uce-132	JPMF01093644.1	94.07	455	21	5	1	452	3008	3459	0	686
micrurus_fulvius_uce-1322	JPMF01029228.1	97.79	497	8	3	1	497	6858	6365	0	854
micrurus_fulvius_uce-1323	JPMF01103606.1	95.77	449	8	7	1	440	11084	11530	0	713
micrurus_fulvius_uce-1329	JPMF01092801.1	93.22	398	24	3	1	397	872	477	1.48e-164	582
micrurus_fulvius_uce-1333	JPMF01058143.1	99.38	321	2	0	1	321	2124	2444	1.17e-164	582
micrurus_fulvius_uce-1334	JPMF01142398.1	97.86	234	5	0	1	234	556	789	1.92e-111	405
micrurus_fulvius_uce-1335	JPMF01014462.1	97.41	464	8	2	1	461	7185	7647	0	787
micrurus_fulvius_uce-1336	JPMF01115141.1	99.27	273	2	0	1	273	21865	21593	4.74e-138	494
micrurus_fulvius_uce-1339	JPMF01093045.1	99.25	266	0	2	7	271	8787	8523	1.32e-133	479
micrurus_fulvius_uce-134	JPMF01022481.1	95.5	311	9	4	1	311	1018	1323	1.98e-137	492
micrurus_fulvius_uce-1342	JPMF01268123.1	96.67	510	17	0	1	510	647	1156	0	848
micrurus_fulvius_uce-1345	JPMF01397247.1	94.38	267	14	1	70	335	977	1243	2.2e-112	409
micrurus_fulvius_uce-1346	JPMF01076509.1	98.66	374	5	0	1	374	2063	1690	0	664
micrurus_fulvius_uce-1348	JPMF01115152.1	99.34	455	3	0	1	455	6967	7421	0	824
micrurus_fulvius_uce-1349	JPMF01019435.1	97.74	309	7	0	1	309	5239	4931	1.16e-149	532
micrurus_fulvius_uce-1350	JPMF01205652.1	99.31	290	2	0	2	291	4515	4804	1.8e-147	525
micrurus_fulvius_uce-1351	JPMF01014836.1	99.04	209	2	0	1	209	2418	2210	1.33e-102	375
micrurus_fulvius_uce-1354	JPMF01080204.1	95.87	363	11	4	1	359	2061	1699	3.68e-165	584
micrurus_fulvius_uce-1357	JPMF01047993.1	95.23	524	24	1	1	523	5843	5320	0	828
micrurus_fulvius_uce-1358	JPMF01096714.1	98.6	570	5	2	1	568	2517	3085	0	1005
micrurus_fulvius_uce-136	JPMF01013280.1	99.5	198	1	0	1	198	1894	1697	3.49e-98	361
micrurus_fulvius_uce-1361	JPMF01103088.1	96.34	246	8	1	2	247	1821	1577	7.42e-111	403
micrurus_fulvius_uce-1362	JPMF01039707.1	98.64	147	2	0	1	147	31459	31605	2.55e-68	261
micrurus_fulvius_uce-1363	JPMF01095061.1	98.72	389	5	0	1	389	6682	7070	0	691
micrurus_fulvius_uce-1366	JPMF01054544.1	97.77	269	6	0	6	274	1505	1773	3.73e-129	464
micrurus_fulvius_uce-1367	JPMF01086174.1	97.31	186	5	0	1	186	11769	11584	7.12e-85	316
micrurus_fulvius_uce-1368	JPMF01052847.1	98.14	323	6	0	1	323	2578	2256	4.27e-159	564
micrurus_fulvius_uce-1374	JPMF01109879.1	87.32	347	25	4	1	333	3882	4223	1.72e-103	379
micrurus_fulvius_uce-1375	JPMF01063614.1	97.86	374	7	1	1	373	1946	2319	0	645
micrurus_fulvius_uce-1376	JPMF01050984.1	100	282	0	0	1	282	3732	3451	2.26e-146	521
micrurus_fulvius_uce-1378	JPMF01431704.1	97.23	361	6	1	3	363	999	643	2.21e-172	608
micrurus_fulvius_uce-1383	JPMF01130433.1	96.51	172	5	1	1	171	984	813	6.54e-75	283
micrurus_fulvius_uce-1385	JPMF01063861.1	98.03	355	7	0	1	355	9869	10223	3.65e-175	617
micrurus_fulvius_uce-1389	JPMF01103606.1	95.82	287	12	0	2	288	3050	3336	3.93e-129	464
micrurus_fulvius_uce-139	JPMF01109084.1	97.19	392	11	0	3	394	7496	7887	0	664
micrurus_fulvius_uce-1392	JPMF01005889.1	100	115	0	0	1	115	3234	3348	5.38e-54	213
micrurus_fulvius_uce-1394	JPMF01092135.1	98.98	293	1	1	2	294	1513	1803	6.54e-147	523
micrurus_fulvius_uce-1395	JPMF01160915.1	96.86	318	7	2	1	317	7532	7217	1.53e-148	529
micrurus_fulvius_uce-1397	JPMF01076411.1	96.62	237	7	1	1	237	3635	3870	1.52e-107	392
micrurus_fulvius_uce-14	JPMF01039974.1	96.08	281	11	0	1	281	899	1179	1.79e-127	459
micrurus_fulvius_uce-1402	JPMF01003709.1	93.02	272	14	4	3	272	11015	10747	1.77e-107	392
micrurus_fulvius_uce-1403	JPMF01055871.1	99.5	400	2	0	1	400	2689	3088	0	728
micrurus_fulvius_uce-1405	JPMF01050334.1	97.78	587	13	0	3	589	3034	2448	0	1013
micrurus_fulvius_uce-1408	JPMF01052443.1	99.61	516	1	1	1	516	5232	4718	0	941
micrurus_fulvius_uce-1410	JPMF01312428.1	95.89	219	7	2	1	219	1518	1302	6.56e-96	353
micrurus_fulvius_uce-1412	JPMF01092966.1	99.55	445	2	0	1	445	2835	3279	0	811
micrurus_fulvius_uce-1415	JPMF01040766.1	99.54	431	2	0	1	431	7718	7288	0	785
micrurus_fulvius_uce-142	JPMF01044237.1	98.32	119	2	0	1	119	7507	7625	7.28e-53	209
micrurus_fulvius_uce-1420	JPMF01145206.1	97.47	355	7	2	2	354	12299	12653	2.79e-171	604
micrurus_fulvius_uce-1423	JPMF01027499.1	98.41	566	8	1	7	571	8901	8336	0	994
micrurus_fulvius_uce-1425	JPMF01050334.1	98.5	465	7	0	2	466	17894	17430	0	821
micrurus_fulvius_uce-1427	JPMF01044542.1	98.34	481	6	1	1	479	10571	11051	0	843
micrurus_fulvius_uce-143	JPMF01336800.1	96.67	240	6	1	3	240	680	441	3.31e-109	398
micrurus_fulvius_uce-1435	JPMF01166534.1	95.78	522	20	2	1	521	2575	3095	0	841
micrurus_fulvius_uce-1438	JPMF01130951.1	99.48	191	1	0	1	191	4489	4299	2.61e-94	348
micrurus_fulvius_uce-1442	JPMF01062593.1	99.25	400	3	0	1	400	7826	7427	0	723
micrurus_fulvius_uce-1446	JPMF01084628.1	100	269	0	0	1	269	853	585	3.61e-139	497
micrurus_fulvius_uce-1447	JPMF01332033.1	94.26	331	19	0	2	332	761	1091	7.53e-142	507
micrurus_fulvius_uce-1450	JPMF01258039.1	91.67	216	4	2	1	216	1813	2014	6.64e-76	287
micrurus_fulvius_uce-1451	JPMF01299968.1	98.27	347	6	0	1	347	924	1270	2.1e-172	608
micrurus_fulvius_uce-1453	JPMF01024752.1	100	285	0	0	1	285	9900	10184	4.88e-148	527
micrurus_fulvius_uce-1454	JPMF01000433.1	96.37	468	16	1	1	467	1552	1085	0	769
micrurus_fulvius_uce-1456	JPMF01107560.1	100	141	0	0	1	141	3407	3267	2.43e-68	261
micrurus_fulvius_uce-1458	JPMF01405806.1	98.67	302	4	0	1	302	672	973	8.75e-151	536
micrurus_fulvius_uce-1462	JPMF01110860.1	97.83	460	9	1	4	463	5921	5463	0	793
micrurus_fulvius_uce-1466	JPMF01208497.1	97.1	138	4	0	1	138	2701	2838	5.2e-60	233
micrurus_fulvius_uce-1467	JPMF01130227.1	97.77	224	5	0	1	224	14419	14196	6.63e-106	387
micrurus_fulvius_uce-1468	JPMF01036360.1	99.04	104	1	0	1	104	5551	5654	2.86e-46	187
micrurus_fulvius_uce-1469	JPMF01241402.1	98.76	403	5	0	1	403	3850	4252	0	717
micrurus_fulvius_uce-147	JPMF01074855.1	91.47	305	13	6	19	314	2874	3174	7.39e-112	407
micrurus_fulvius_uce-1471	JPMF01230113.1	87.19	367	21	10	2	359	5584	5933	6.66e-108	394
micrurus_fulvius_uce-1474	JPMF01244851.1	97.91	431	9	0	4	434	2755	3185	0	747
micrurus_fulvius_uce-1476	JPMF01046953.1	86.82	311	22	6	7	317	3090	2799	1.77e-88	329
micrurus_fulvius_uce-1478	JPMF01043496.1	97.23	397	10	1	1	397	669	1064	0	671
micrurus_fulvius_uce-148	JPMF01221895.1	97.36	341	9	0	1	341	1695	1355	4.5e-164	580
micrurus_fulvius_uce-1480	JPMF01251458.1	95.41	327	11	3	1	323	3452	3126	3.39e-145	518
micrurus_fulvius_uce-1482	JPMF01211267.1	95.88	267	8	1	1	267	678	941	1.37e-118	429
micrurus_fulvius_uce-1483	JPMF01154219.1	96.11	411	14	2	35	444	13306	13715	0	669
micrurus_fulvius_uce-1484	JPMF01281397.1	94.03	67	4	0	1	67	1661	1727	5.74e-21	102
micrurus_fulvius_uce-1485	JPMF01253173.1	95.54	471	18	3	1	471	3413	3880	0	750
micrurus_fulvius_uce-1488	JPMF01067154.1	99.28	279	2	0	1	279	1566	1844	2.24e-141	505
micrurus_fulvius_uce-1489	JPMF01190565.1	92.86	420	26	3	1	416	3876	3457	9.23e-172	606
micrurus_fulvius_uce-149	JPMF01065252.1	99.77	437	1	0	1	437	2395	1959	0	802
micrurus_fulvius_uce-1492	JPMF01030405.1	99.13	461	4	0	1	461	2744	3204	0	830
micrurus_fulvius_uce-1497	JPMF01100762.1	98.05	257	4	1	30	286	2900	3155	1.42e-123	446
micrurus_fulvius_uce-1499	JPMF01077834.1	97.67	301	7	0	1	301	1320	1620	3.12e-145	518
micrurus_fulvius_uce-15	JPMF01014672.1	99.82	562	1	0	1	562	4377	4938	0	1033
micrurus_fulvius_uce-1501	JPMF01033832.1	92.05	453	31	3	3	455	974	1421	1.67e-179	632
micrurus_fulvius_uce-1504	JPMF01181039.1	99.28	276	1	1	1	276	191	465	3.71e-139	497
micrurus_fulvius_uce-1506	JPMF01017852.1	96.2	263	9	1	1	263	14438	14177	1.31e-118	429
micrurus_fulvius_uce-1508	JPMF01057620.1	98.33	300	4	1	1	299	1096	797	1.85e-147	525
micrurus_fulvius_uce-1509	JPMF01074909.1	95.67	231	4	2	1	230	3415	3190	8.9e-100	366
micrurus_fulvius_uce-1512	JPMF01258164.1	90.04	231	14	3	1	224	1363	1135	7.22e-77	291
micrurus_fulvius_uce-1514	JPMF01148622.1	98.17	438	8	0	1	438	5878	5441	0	765
micrurus_fulvius_uce-1520	JPMF01119367.1	98.47	393	6	0	3	395	1638	2030	0	693
micrurus_fulvius_uce-1523	JPMF01125669.1	98.65	444	4	1	1	444	4815	5256	0	785
micrurus_fulvius_uce-1526	JPMF01081429.1	98.07	362	7	0	1	362	2057	2418	4.7e-179	630
micrurus_fulvius_uce-1528	JPMF01230506.1	97.71	349	7	1	1	349	11607	11260	1.27e-169	599
micrurus_fulvius_uce-1529	JPMF01082728.1	98.08	312	1	3	1	307	3448	3759	2.45e-151	538
micrurus_fulvius_uce-153	JPMF01148882.1	97.49	358	8	1	1	357	1733	2090	6.03e-173	610
micrurus_fulvius_uce-1531	JPMF01059389.1	90.76	314	19	2	1	314	3941	3638	5.71e-113	411
micrurus_fulvius_uce-1533	JPMF01160473.1	86.94	199	8	3	2	187	1883	2076	4.5e-52	207
micrurus_fulvius_uce-1535	JPMF01204270.1	98.59	284	4	0	1	284	2094	1811	8.23e-141	503
micrurus_fulvius_uce-1538	JPMF01000985.1	98.72	235	3	0	16	250	19427	19661	2.66e-115	418
micrurus_fulvius_uce-1539	JPMF01161151.1	100	414	0	0	1	414	6147	5734	0	765
micrurus_fulvius_uce-154	JPMF01031384.1	96.57	612	8	2	2	600	8383	7772	0	1002
micrurus_fulvius_uce-1540	JPMF01072278.1	95.25	337	14	2	1	335	31122	30786	1.25e-149	532
micrurus_fulvius_uce-1544	JPMF01341879.1	98.33	240	3	1	1	240	919	1157	7.14e-116	420
micrurus_fulvius_uce-1545	JPMF01021308.1	96.5	428	13	2	1	427	7378	7804	0	706
micrurus_fulvius_uce-1547	JPMF01020189.1	96.09	409	11	5	1	408	17528	17124	0	662
micrurus_fulvius_uce-1550	JPMF01056711.1	98.67	226	2	1	131	355	533	758	1.41e-109	399
micrurus_fulvius_uce-1556	JPMF01260934.1	91.63	239	18	2	2	239	8221	7984	1.23e-88	329
micrurus_fulvius_uce-1558	JPMF01250136.1	98.67	301	4	0	1	301	3344	3644	3.1e-150	534
micrurus_fulvius_uce-1560	JPMF01105495.1	97.33	300	8	0	1	300	7288	7587	5.21e-143	510
micrurus_fulvius_uce-1561	JPMF01109343.1	98.14	377	6	1	1	376	4152	4528	0	656
micrurus_fulvius_uce-1562	JPMF01333102.1	99.47	376	2	0	1	376	1224	1599	0	684
micrurus_fulvius_uce-1563	JPMF01026167.1	100	220	0	0	1	220	2558	2339	4.99e-112	407
micrurus_fulvius_uce-1565	JPMF01020189.1	90.23	512	33	10	1	502	12631	12127	0	652
