"gseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"micrurus_fulvius_uce-1122","JTLQ01267880",99.182,489,4,0,1,489,105,593,0,881
"micrurus_fulvius_uce-1127","JTLQ01096214",98.746,319,4,0,1,319,10578,10896,4.04e-160,568
"micrurus_fulvius_uce-1128","JTLQ01122332",98.454,388,3,2,1,388,3859,4243,0,680
"micrurus_fulvius_uce-1131","JTLQ01466611",98.571,560,3,4,1,557,1158,601,0,985
"micrurus_fulvius_uce-1133","JTLQ01241977",97.659,299,5,1,1,297,6327,6625,1.77e-143,512
"micrurus_fulvius_uce-1134","JTLQ01116762",99.111,225,2,0,1,225,6053,5829,2.28e-111,405
"micrurus_fulvius_uce-1135","JTLQ01157566",99.479,384,2,0,1,384,11974,12357,0,699
"micrurus_fulvius_uce-1138","JTLQ01337189",98.623,363,4,1,1,363,2499,2138,0,641
"micrurus_fulvius_uce-1141","JTLQ01049323",98.198,333,6,0,1,333,23002,23334,1.51e-164,582
"micrurus_fulvius_uce-1143","JTLQ01463297",97.297,296,8,0,1,296,4052,3757,1.06e-140,503
"micrurus_fulvius_uce-1148","JTLQ01196776",95.017,301,11,2,37,337,1096,1392,1.24e-130,470
"micrurus_fulvius_uce-115","JTLQ01156115",100,280,0,0,1,280,6532,6253,3.57e-145,518
"micrurus_fulvius_uce-1150","JTLQ01006540",97.436,351,8,1,1,350,29435,29785,5.7e-169,597
"micrurus_fulvius_uce-1154","JTLQ01306482",100,372,0,0,1,372,13650,13279,0,688
"micrurus_fulvius_uce-1159","JTLQ01229394",93.537,294,15,3,1,293,769,479,3.89e-120,435
"micrurus_fulvius_uce-1163","JTLQ01074868",95.078,447,11,3,1,444,11839,11401,0,693
"micrurus_fulvius_uce-1167","JTLQ01840071",98.922,371,3,1,1,370,59,429,0,662
"micrurus_fulvius_uce-117","JTLQ01413079",96.364,220,7,1,1,219,2153,2372,4.85e-98,361
"micrurus_fulvius_uce-1170","JTLQ01315976",95.758,330,10,2,1,327,5112,4784,1.96e-148,529
"micrurus_fulvius_uce-1172","JTLQ01089153",99.149,470,4,0,1,470,2222,2691,0,846
"micrurus_fulvius_uce-1174","JTLQ01287105",96.717,396,12,1,1,395,1012,1407,0,658
"micrurus_fulvius_uce-1176","JTLQ01135527",95.814,215,6,1,1,212,3592,3806,4.71e-93,344
"micrurus_fulvius_uce-1177","JTLQ01327286",99.035,311,3,0,1,311,570,880,2.36e-157,558
"micrurus_fulvius_uce-1181","JTLQ01058876",99.674,307,1,0,1,307,3779,3473,1.8e-158,562
"micrurus_fulvius_uce-1182","JTLQ01344481",100,134,0,0,35,168,1712,1845,2.9e-64,248
"micrurus_fulvius_uce-1185","JTLQ01183854",100,199,0,0,1,199,7879,8077,2.6e-100,368
"micrurus_fulvius_uce-1187","JTLQ01021656",99.041,417,4,0,1,417,4339,3923,0,749
"micrurus_fulvius_uce-1188","JTLQ01394487",99.413,341,2,0,1,341,7959,7619,1.18e-175,619
"micrurus_fulvius_uce-1190","JTLQ01113106",99.661,295,1,0,1,295,18349,18643,8.07e-152,540
"micrurus_fulvius_uce-1191","JTLQ01365883",96.951,328,10,0,1,328,1701,1374,4.19e-155,551
"micrurus_fulvius_uce-1193","JTLQ01286090",98.742,318,4,0,1,318,729,1046,1.46e-159,566
"micrurus_fulvius_uce-1194","JTLQ01034413",96.192,499,17,2,1,498,7135,7632,0,815
"micrurus_fulvius_uce-12","JTLQ01026884",98.813,337,4,0,1,337,1578,1914,4.23e-170,601
"micrurus_fulvius_uce-1200","JTLQ01011231",99.317,293,2,0,1,293,15146,14854,4.82e-149,531
"micrurus_fulvius_uce-1201","JTLQ01289393",98.958,192,1,1,1,191,960,769,1.5e-92,342
"micrurus_fulvius_uce-1202","JTLQ01165756",99.619,525,2,0,1,525,2660,3184,0,959
"micrurus_fulvius_uce-1203","JTLQ01078340",98.295,352,6,0,1,352,7433,7784,4.4e-175,617
"micrurus_fulvius_uce-1204","JTLQ01082599",99.286,140,1,0,2,141,3667,3528,5.03e-66,254
"micrurus_fulvius_uce-1205","JTLQ01193222",99.313,291,2,0,1,291,1307,1597,6.19e-148,527
"micrurus_fulvius_uce-1206","JTLQ01187572",98.19,221,4,0,1,221,3105,2885,8.09e-106,387
"micrurus_fulvius_uce-121","JTLQ01230182",99.104,335,2,1,1,334,8982,8648,4.18e-170,601
"micrurus_fulvius_uce-1210","JTLQ01093356",95.735,422,11,2,1,415,3943,4364,0,673
"micrurus_fulvius_uce-1211","JTLQ01070609",95.652,368,7,6,1,360,1026,660,1.64e-164,582
"micrurus_fulvius_uce-1212","JTLQ01882827",95.745,329,7,7,1,323,2545,2218,8.98e-147,523
"micrurus_fulvius_uce-1215","JTLQ01088636",100,129,0,0,1,129,1840,1712,1.26e-61,239
"micrurus_fulvius_uce-1216","JTLQ01261617",98.864,176,2,0,1,176,2593,2418,2.97e-84,315
"micrurus_fulvius_uce-1217","JTLQ01297825",97.99,199,4,0,1,199,360,558,1.22e-93,346
"micrurus_fulvius_uce-1222","JTLQ01841343",97.541,244,5,1,1,244,420,662,1.15e-114,416
"micrurus_fulvius_uce-1224","JTLQ01322234",95.736,469,19,1,1,469,975,1442,0,754
"micrurus_fulvius_uce-1225","JTLQ01169514",99.713,348,1,0,1,348,2315,2662,0,638
"micrurus_fulvius_uce-1231","JTLQ01285170",98.901,182,2,0,1,182,1828,1647,1.43e-87,326
"micrurus_fulvius_uce-1232","JTLQ01107780",100,353,0,0,1,353,1300,948,0,652
"micrurus_fulvius_uce-1233","JTLQ01017147",94.961,258,5,1,1,250,15387,15130,4.28e-109,398
"micrurus_fulvius_uce-1234","JTLQ01021609",95.89,365,8,1,1,365,4142,4499,4.93e-165,584
"micrurus_fulvius_uce-1239","JTLQ01335148",99.331,299,2,0,1,299,4683,4385,2.28e-152,542
"micrurus_fulvius_uce-124","JTLQ01049140",100,240,0,0,1,240,1517,1756,5.17e-123,444
"micrurus_fulvius_uce-1241","JTLQ01142793",97.203,286,7,1,1,286,10515,10231,1.33e-134,483
"micrurus_fulvius_uce-1242","JTLQ01248877",99.174,242,1,1,1,241,5798,5557,3.13e-120,435
"micrurus_fulvius_uce-1245","JTLQ01035446",98.824,425,5,0,1,425,4529,4953,0,758
"micrurus_fulvius_uce-125","JTLQ01454492",99.342,304,2,0,1,304,4300,3997,3.86e-155,551
"micrurus_fulvius_uce-1250","JTLQ01256252",98.337,421,7,0,3,423,3490,3070,0,739
"micrurus_fulvius_uce-1252","JTLQ01057643",94.909,275,12,1,1,275,10428,10700,1.69e-118,429
"micrurus_fulvius_uce-1253","JTLQ01000067",99.412,340,2,0,1,340,40821,40482,4.24e-175,617
"micrurus_fulvius_uce-1255","JTLQ01031014",99.077,325,2,1,1,325,7725,7402,1.47e-164,582
"micrurus_fulvius_uce-1256","JTLQ01172704",97.071,239,7,0,1,239,3635,3397,8.78e-111,403
"micrurus_fulvius_uce-1257","JTLQ01204028",95.89,219,9,0,1,219,2820,2602,2.26e-96,355
"micrurus_fulvius_uce-1259","JTLQ01010163",99.057,212,2,0,1,212,3600,3389,3.59e-104,381
"micrurus_fulvius_uce-1263","JTLQ01874222",98.201,278,5,0,1,278,951,674,1.01e-135,486
"micrurus_fulvius_uce-1264","JTLQ01156599",98.726,314,4,0,1,314,1999,1686,2.39e-157,558
"micrurus_fulvius_uce-1265","JTLQ01241045",98.69,229,3,0,1,229,1925,2153,6.53e-112,407
"micrurus_fulvius_uce-1267","JTLQ01203046",96.975,529,16,0,1,529,5225,4697,0,889
"micrurus_fulvius_uce-127","JTLQ01016171",92.099,405,10,7,1,383,1963,1559,4.96e-155,551
"micrurus_fulvius_uce-1271","JTLQ01347377",99.635,274,1,0,1,274,1449,1176,3.51e-140,501
"micrurus_fulvius_uce-1272","JTLQ01026996",97.849,465,10,0,1,465,18322,17858,0,804
"micrurus_fulvius_uce-1276","JTLQ01045696",98.826,426,4,1,1,425,4442,4017,0,758
"micrurus_fulvius_uce-1278","JTLQ01000067",97.398,269,6,1,116,384,27160,26893,1.12e-126,457
"micrurus_fulvius_uce-128","JTLQ01857345",96.172,209,8,0,4,212,306,98,1.69e-92,342
"micrurus_fulvius_uce-1281","JTLQ01379855",93.162,351,17,3,1,344,10893,10543,9.62e-147,523
"micrurus_fulvius_uce-1288","JTLQ01121204",96.951,164,5,0,1,164,4784,4621,1.31e-72,276
"micrurus_fulvius_uce-129","JTLQ01158781",97.052,407,8,1,1,403,64,470,0,682
"micrurus_fulvius_uce-1290","JTLQ01151123",99.725,363,1,0,1,363,862,1224,0,665
"micrurus_fulvius_uce-1295","JTLQ01235156",99.652,287,1,0,1,287,2626,2340,2.19e-147,525
"micrurus_fulvius_uce-1297","JTLQ01075512",100,341,0,0,1,341,7631,7971,5.46e-179,630
"micrurus_fulvius_uce-1298","JTLQ01179009",97.382,191,3,2,1,190,18122,17933,5.41e-87,324
"micrurus_fulvius_uce-1299","JTLQ01279026",98.802,334,4,0,1,334,9127,8794,1.95e-168,595
"micrurus_fulvius_uce-1301","JTLQ01268802",100,568,0,0,1,568,20214,20781,0,1050
"micrurus_fulvius_uce-1304","JTLQ01029381",99.615,519,2,0,1,519,22662,22144,0,948
"micrurus_fulvius_uce-1305","JTLQ01225152",100,366,0,0,107,472,6690,6325,0,676
"micrurus_fulvius_uce-1309","JTLQ01252890",98.082,417,8,0,1,417,20214,19798,0,726
"micrurus_fulvius_uce-1311","JTLQ01116774",99.553,447,2,0,1,447,13573,13127,0,815
"micrurus_fulvius_uce-1313","JTLQ01364790",96.667,420,13,1,3,422,842,424,0,697
"micrurus_fulvius_uce-1314","JTLQ01024280",95.652,253,11,0,9,261,2937,2685,7.58e-112,407
"micrurus_fulvius_uce-1318","JTLQ01420624",96.505,372,13,0,1,372,1308,937,1.68e-174,616
"micrurus_fulvius_uce-1319","JTLQ01269598",98.611,216,2,1,1,216,732,946,3.67e-104,381
"micrurus_fulvius_uce-132","JTLQ01024942",94.69,452,17,4,1,452,1830,2274,0,695
"micrurus_fulvius_uce-1322","JTLQ01361216",98.592,497,6,1,1,497,6364,6859,0,878
"micrurus_fulvius_uce-1323","JTLQ01012372",96.868,447,7,5,1,441,4409,4854,0,741
"micrurus_fulvius_uce-1329","JTLQ01854366",96.725,397,10,1,1,397,158,551,0,658
"micrurus_fulvius_uce-1333","JTLQ01001666",99.688,321,1,0,1,321,7716,8036,3.12e-166,588
"micrurus_fulvius_uce-1334","JTLQ01242236",98.718,234,3,0,1,234,5416,5649,1.1e-114,416
"micrurus_fulvius_uce-1335","JTLQ01033229",94.857,525,9,5,1,508,4823,5346,0,804
"micrurus_fulvius_uce-1336","JTLQ01142793",99.267,273,2,0,1,273,11619,11347,5.85e-138,494
"micrurus_fulvius_uce-1339","JTLQ01178126",99.632,272,0,1,1,271,65,336,1.61e-138,496
"micrurus_fulvius_uce-134","JTLQ01040014",91.15,226,12,1,1,226,4716,4933,1.59e-79,300
"micrurus_fulvius_uce-1342","JTLQ01243500",97.847,511,10,1,1,510,1210,700,0,881
"micrurus_fulvius_uce-1345","JTLQ01242212",95.88,267,5,3,70,335,626,365,7.54e-118,427
"micrurus_fulvius_uce-1346","JTLQ01451727",98.93,374,4,0,1,374,1971,2344,0,669
"micrurus_fulvius_uce-1348","JTLQ01123760",100,455,0,0,1,455,13045,12591,0,841
"micrurus_fulvius_uce-1349","JTLQ01197289",97.764,313,7,0,1,313,10535,10223,8.62e-152,540
"micrurus_fulvius_uce-1350","JTLQ01866981",99.315,292,2,0,1,292,42,333,1.73e-148,529
"micrurus_fulvius_uce-1351","JTLQ01883286",99.522,209,1,0,1,209,1503,1295,3.53e-104,381
"micrurus_fulvius_uce-1354","JTLQ01028167",98.607,359,5,0,1,359,1521,1879,1.24e-180,636
"micrurus_fulvius_uce-1357","JTLQ01394197",94.656,524,27,1,1,523,5048,4525,0,811
"micrurus_fulvius_uce-1358","JTLQ01064771",98.772,570,5,1,1,568,25939,25370,0,1013
"micrurus_fulvius_uce-136","JTLQ01470510",99.495,198,1,0,1,198,6112,6309,4.32e-98,361
"micrurus_fulvius_uce-1361","JTLQ01440306",98,250,2,3,3,249,1164,1413,4.2e-119,431
"micrurus_fulvius_uce-1362","JTLQ01465872",99.32,147,1,0,1,147,1869,2015,6.8e-70,267
"micrurus_fulvius_uce-1363","JTLQ01016585",98.969,388,3,1,1,388,5120,4734,0,693
"micrurus_fulvius_uce-1366","JTLQ01039034",98.519,270,3,1,6,274,6175,5906,2.13e-132,475
"micrurus_fulvius_uce-1367","JTLQ01284036",98.387,186,3,0,1,186,7509,7324,4.08e-88,327
"micrurus_fulvius_uce-1368","JTLQ01167240",99.065,321,3,0,3,323,4296,4616,6.8e-163,577
"micrurus_fulvius_uce-1374","JTLQ01218852",89.429,350,20,3,1,333,5390,5739,2.69e-117,425
"micrurus_fulvius_uce-1375","JTLQ01087614",98.933,375,2,1,1,373,353,727,0,669
"micrurus_fulvius_uce-1376","JTLQ01076288",100,282,0,0,1,282,695,976,2.78e-146,521
"micrurus_fulvius_uce-1378","JTLQ01004590",99.171,362,3,0,1,362,5948,5587,0,652
"micrurus_fulvius_uce-1383","JTLQ01742367",98.039,153,3,0,1,153,153,1,8.16e-70,267
"micrurus_fulvius_uce-1385","JTLQ01469759",99.162,358,3,0,1,358,2955,3312,0,645
"micrurus_fulvius_uce-1389","JTLQ01359290",98.955,287,3,0,2,288,9290,9576,4.77e-144,514
"micrurus_fulvius_uce-139","JTLQ01027782",98.982,393,3,1,3,394,2361,2753,0,702
"micrurus_fulvius_uce-1392","JTLQ01323052",100,115,0,0,1,115,19194,19308,6.67e-54,213
"micrurus_fulvius_uce-1394","JTLQ01319797",99.317,293,0,1,2,294,6323,6613,1.74e-148,529
"micrurus_fulvius_uce-1395","JTLQ01173542",97.799,318,4,2,1,317,166,481,1.88e-153,545
"micrurus_fulvius_uce-1397","JTLQ01404650",99.156,237,2,0,1,237,7730,7494,5.13e-118,427
"micrurus_fulvius_uce-14","JTLQ01351639",97.173,283,7,1,1,282,1095,813,6.11e-133,477
"micrurus_fulvius_uce-1402","JTLQ01177741",93.75,272,12,4,1,272,13467,13201,1.01e-110,403
"micrurus_fulvius_uce-1403","JTLQ01103826",99.5,400,2,0,1,400,14994,15393,0,728
"micrurus_fulvius_uce-1405","JTLQ01038306",98.132,589,11,0,1,589,38904,39492,0,1027
"micrurus_fulvius_uce-1408","JTLQ01300224",100,516,0,0,1,516,3898,4413,0,953
"micrurus_fulvius_uce-1410","JTLQ01007570",97.717,219,4,1,1,219,1582,1365,1.73e-102,375
"micrurus_fulvius_uce-1412","JTLQ01218968",99.552,446,2,0,1,446,17482,17037,0,813
"micrurus_fulvius_uce-1415","JTLQ01024549",99.765,426,1,0,1,426,12386,12811,0,782
"micrurus_fulvius_uce-142","JTLQ01195136",100,119,0,0,1,119,22338,22456,4.12e-56,220
"micrurus_fulvius_uce-1420","JTLQ01196655",98.873,355,4,0,1,355,13188,12834,4.41e-180,634
"micrurus_fulvius_uce-1423","JTLQ01054949",98.776,572,7,0,1,572,5988,6559,0,1018
"micrurus_fulvius_uce-1425","JTLQ01038306",98.712,466,6,0,1,466,24297,24762,0,828
"micrurus_fulvius_uce-1427","JTLQ01017052",98.956,479,5,0,1,479,6547,7025,0,857
"micrurus_fulvius_uce-143","JTLQ01809771",95.547,247,4,1,1,240,118,364,2.46e-106,388
"micrurus_fulvius_uce-1435","JTLQ01008690",97.889,521,10,1,1,521,8448,7929,0,900
"micrurus_fulvius_uce-1438","JTLQ01265027",99.394,165,1,0,27,191,3817,3653,9.17e-80,300
"micrurus_fulvius_uce-1442","JTLQ01190859",99.25,400,3,0,1,400,4375,4774,0,723
"micrurus_fulvius_uce-1446","JTLQ01326504",100,269,0,0,1,269,2262,2530,4.45e-139,497
"micrurus_fulvius_uce-1447","JTLQ01155080",95.77,331,14,0,2,332,1425,1095,4.28e-150,534
"micrurus_fulvius_uce-1450","JTLQ01280812",96.313,217,5,2,1,216,1457,1243,8e-96,353
"micrurus_fulvius_uce-1451","JTLQ01215540",99.424,347,2,0,1,347,519,173,5.56e-179,630
"micrurus_fulvius_uce-1453","JTLQ01088749",100,285,0,0,1,285,26512,26228,6.05e-148,527
"micrurus_fulvius_uce-1454","JTLQ01051412",98.073,467,8,1,1,467,4345,4810,0,811
"micrurus_fulvius_uce-1456","JTLQ01165431",100,141,0,0,1,141,2618,2478,3.01e-68,261
"micrurus_fulvius_uce-1458","JTLQ01289293",98.689,305,4,0,1,305,373,677,2.33e-152,542
"micrurus_fulvius_uce-1462","JTLQ01031489",98.704,463,5,1,1,463,3670,3209,0,821
"micrurus_fulvius_uce-1466","JTLQ01049840",97.842,139,3,0,1,139,1812,1674,3.85e-62,241
"micrurus_fulvius_uce-1467","JTLQ01322588",98.222,225,3,1,1,224,4188,4412,1.77e-107,392
"micrurus_fulvius_uce-1468","JTLQ01029484",99.038,104,1,0,1,104,2046,2149,3.54e-46,187
"micrurus_fulvius_uce-1469","JTLQ01351760",99.752,403,1,0,1,403,4218,4620,0,739
"micrurus_fulvius_uce-147","JTLQ01179924",96.865,319,3,2,1,314,330,646,6.73e-148,527
"micrurus_fulvius_uce-1471","JTLQ01064614",93.921,329,13,7,2,324,1349,1676,1.02e-136,490
"micrurus_fulvius_uce-1474","JTLQ01849031",97.436,429,11,0,6,434,542,114,0,732
"micrurus_fulvius_uce-1476","JTLQ01343195",92.038,314,15,7,4,317,1634,1331,1.62e-119,433
"micrurus_fulvius_uce-1478","JTLQ01866372",98.489,397,6,0,1,397,650,254,0,701
"micrurus_fulvius_uce-148","JTLQ01090551",98.534,341,5,0,1,341,14435,14775,1.19e-170,603
"micrurus_fulvius_uce-1480","JTLQ01217058",96.923,325,7,2,1,322,3040,3364,2.49e-152,542
"micrurus_fulvius_uce-1482","JTLQ01081111",97.834,277,4,2,1,276,2429,2154,5.96e-133,477
"micrurus_fulvius_uce-1483","JTLQ01858472",96.637,446,11,4,1,444,52,495,0,737
"micrurus_fulvius_uce-1484","JTLQ01045538",98.507,67,1,0,1,67,9456,9522,6.89e-26,119
"micrurus_fulvius_uce-1485","JTLQ01169260",96.983,464,13,1,1,463,13737,14200,0,778
"micrurus_fulvius_uce-1488","JTLQ01875787",99.283,279,2,0,1,279,797,519,2.77e-141,505
"micrurus_fulvius_uce-1489","JTLQ01253733",95.305,426,11,6,1,417,2912,2487,0,667
"micrurus_fulvius_uce-149","JTLQ01088001",100,437,0,0,1,437,5275,5711,0,808
"micrurus_fulvius_uce-1492","JTLQ01009915",99.783,461,1,0,1,461,24709,24249,0,846
"micrurus_fulvius_uce-1497","JTLQ01188459",95.548,292,5,3,1,288,7946,8233,6.3e-128,460
"micrurus_fulvius_uce-1499","JTLQ01781188",98.246,228,3,1,1,227,228,1,5.26e-109,398
"micrurus_fulvius_uce-15","JTLQ01059503",99.644,562,2,0,1,562,17233,17794,0,1027
"micrurus_fulvius_uce-1501","JTLQ01279103",91.447,456,24,6,1,455,1311,870,2.7e-173,612
"micrurus_fulvius_uce-1504","JTLQ01128629",98.913,276,0,1,1,276,2918,3190,7.66e-137,490
"micrurus_fulvius_uce-1506","JTLQ01337848",96.958,263,8,0,1,263,7060,6798,2.08e-122,442
"micrurus_fulvius_uce-1508","JTLQ01350146",99.331,299,2,0,1,299,763,1061,2.28e-152,542
"micrurus_fulvius_uce-1509","JTLQ01280677",99.13,230,2,0,1,230,2966,2737,3.88e-114,414
"micrurus_fulvius_uce-1512","JTLQ01439346",86.859,312,22,9,1,294,22,332,5.27e-89,331
"micrurus_fulvius_uce-1514","JTLQ01345936",98.402,438,7,0,1,438,1691,2128,0,771
"micrurus_fulvius_uce-1520","JTLQ01000605",98.481,395,6,0,1,395,1614,1220,0,697
"micrurus_fulvius_uce-1523","JTLQ01073659",99.324,444,2,1,1,444,17025,16583,0,802
"micrurus_fulvius_uce-1526","JTLQ01006570",98.343,362,6,0,1,362,21148,21509,1.25e-180,636
"micrurus_fulvius_uce-1528","JTLQ01050075",98.854,349,4,0,1,349,19013,18665,9.37e-177,623
"micrurus_fulvius_uce-1529","JTLQ01054979",99.675,308,0,1,1,307,2219,1912,1.8e-158,562
"micrurus_fulvius_uce-153","JTLQ01296773",98.324,358,5,1,1,357,811,1168,7.42e-178,627
"micrurus_fulvius_uce-1531","JTLQ01427717",93.291,313,12,2,2,314,1104,1407,1.16e-125,453
"micrurus_fulvius_uce-1533","JTLQ01034042",91.979,187,8,3,2,187,1133,1313,1.96e-66,255
"micrurus_fulvius_uce-1535","JTLQ01339396",100,284,0,0,1,284,3247,2964,2.17e-147,525
"micrurus_fulvius_uce-1538","JTLQ01033658",99.598,249,0,1,2,250,7050,6803,9e-126,453
"micrurus_fulvius_uce-1539","JTLQ01449795",99.279,416,0,3,1,414,3374,3788,0,749
"micrurus_fulvius_uce-154","JTLQ01024246",97.386,612,4,1,1,600,2885,2274,0,1031
"micrurus_fulvius_uce-1540","JTLQ01226944",94.91,334,15,1,1,334,1190,1521,3.36e-146,521
"micrurus_fulvius_uce-1544","JTLQ01415731",99.174,242,2,0,1,242,388,629,8.73e-121,436
"micrurus_fulvius_uce-1545","JTLQ01147109",97.43,428,7,3,1,427,2974,3398,0,726
"micrurus_fulvius_uce-1547","JTLQ01880731",97.794,408,6,2,1,408,1795,1391,0,701
"micrurus_fulvius_uce-1550","JTLQ01111042",95.041,363,9,4,1,355,733,372,2.11e-158,562
"micrurus_fulvius_uce-1556","JTLQ01060686",95.436,241,10,1,2,241,2402,2162,1.15e-104,383
"micrurus_fulvius_uce-1558","JTLQ01124483",99.333,300,2,0,1,300,2239,2538,6.38e-153,544
"micrurus_fulvius_uce-1560","JTLQ01387479",99.333,300,2,0,1,300,738,1037,6.36e-153,544
"micrurus_fulvius_uce-1561","JTLQ01017575",99.202,376,3,0,1,376,11629,11254,0,678
"micrurus_fulvius_uce-1562","JTLQ01122324",99.202,376,3,0,1,376,26455,26830,0,678
"micrurus_fulvius_uce-1563","JTLQ01165728",100,220,0,0,1,220,4560,4341,6.18e-112,407
"micrurus_fulvius_uce-1565","JTLQ01115032",93.837,503,19,5,1,502,271,762,0,747
"micrurus_fulvius_uce-1568","JTLQ01152356",99.671,304,1,0,1,304,6634,6937,8.29e-157,556
