"gseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"micrurus_fulvius_uce-1290","KN634689",98.619,362,5,0,2,363,12951,12590,0,641
"micrurus_fulvius_uce-1295","KN632045",99.652,287,1,0,1,287,77674,77388,2.43e-147,525
"micrurus_fulvius_uce-1297","KN635405",99.707,341,1,0,1,341,310962,310622,2.82e-177,625
"micrurus_fulvius_uce-1298","KN631399",95.833,192,4,2,2,190,112149,112339,6.04e-82,307
"micrurus_fulvius_uce-1299","KN631642",98.802,334,4,0,1,334,309693,309360,2.16e-168,595
"micrurus_fulvius_uce-1301","KN633123",99.648,568,2,0,1,568,29316,28749,0,1038
"micrurus_fulvius_uce-1304","KN631196",99.422,519,3,0,1,519,306731,307249,0,942
"micrurus_fulvius_uce-1305","KN634067",97.895,475,7,2,1,472,4536,4062,0,819
"micrurus_fulvius_uce-1309","KN634584",97.602,417,10,0,1,417,254926,255342,0,715
"micrurus_fulvius_uce-1311","KN620384",99.329,447,3,0,1,447,67568,67122,0,809
"micrurus_fulvius_uce-1313","KN632850",95.238,420,18,2,4,422,24764,25182,0,664
"micrurus_fulvius_uce-1314","KN627638",84.03,263,17,6,2,261,48954,48714,1.96e-58,230
"micrurus_fulvius_uce-1318","KN632673",96.237,372,14,0,1,372,5413,5784,8.68e-173,610
"micrurus_fulvius_uce-1319","KN633886",97.685,216,3,1,1,216,65211,64998,8.76e-101,370
"micrurus_fulvius_uce-132","KN638009",92.715,453,22,8,1,452,44588,44146,0,643
"micrurus_fulvius_uce-1322","KN621710",96.579,497,8,2,1,497,50901,50414,0,815
"micrurus_fulvius_uce-1323","KN618132",95.556,450,8,8,1,440,183043,182596,0,710
"micrurus_fulvius_uce-1329","KN623436",92.537,402,25,3,1,397,73571,73170,4.39e-161,571
"micrurus_fulvius_uce-1333","KN620817",99.065,321,3,0,1,321,5459,5779,7.5e-163,577
"micrurus_fulvius_uce-1334","KN633818",96.581,234,8,0,1,234,28312,28545,2.65e-106,388
"micrurus_fulvius_uce-1335","KN614033",94.487,526,10,3,1,508,63510,64034,0,793
"micrurus_fulvius_uce-1336","KN614109",98.901,273,3,0,1,273,59702,59430,3.02e-136,488
"micrurus_fulvius_uce-1339","KN621928",98.496,266,2,2,7,271,100535,100271,3.9e-130,468
"micrurus_fulvius_uce-134","KN632026",95.513,312,11,3,1,311,13917,13608,2.1e-138,496
"micrurus_fulvius_uce-1342","KN613757",96.078,510,20,0,1,510,213539,214048,0,832
"micrurus_fulvius_uce-1345","KN615587",96.992,266,3,2,70,335,22446,22186,2.99e-122,442
"micrurus_fulvius_uce-1346","KN631825",98.93,374,4,0,1,374,10556,10929,0,669
"micrurus_fulvius_uce-1348","KN631939",99.779,452,1,0,4,455,55533,55082,0,830
"micrurus_fulvius_uce-1349","KN631949",97.125,313,9,0,1,313,10733,10421,2.07e-148,529
"micrurus_fulvius_uce-1350","KN632427",99.313,291,2,0,2,292,50774,50484,6.9e-148,527
"micrurus_fulvius_uce-1351","KN633471",97.129,209,6,0,1,209,90253,90461,8.54e-96,353
"micrurus_fulvius_uce-1354","KN634830",96.164,365,8,2,1,359,50752,51116,3.02e-167,592
"micrurus_fulvius_uce-1357","KN614964",94.667,525,26,1,1,523,165203,165727,0,813
"micrurus_fulvius_uce-1358","KN616753",98.772,570,5,1,1,568,8576,9145,0,1013
"micrurus_fulvius_uce-136","KN615571",99.495,198,1,0,1,198,205320,205123,4.8e-98,361
"micrurus_fulvius_uce-1361","KN624412",97.984,248,4,1,2,249,125289,125535,1.68e-118,429
"micrurus_fulvius_uce-1362","KN631408",98.639,147,2,0,1,147,617647,617793,3.51e-68,261
"micrurus_fulvius_uce-1363","KN632685",98.972,389,4,0,1,389,146984,147372,0,697
"micrurus_fulvius_uce-1366","KN632415",97.77,269,6,0,6,274,35202,34934,5.11e-129,464
"micrurus_fulvius_uce-1367","KN632060",96.774,186,6,0,1,186,35584,35399,4.56e-83,311
"micrurus_fulvius_uce-1368","KN622780",98.754,321,4,0,3,323,74579,74899,3.51e-161,571
"micrurus_fulvius_uce-1371","KN638809",92.991,214,13,2,1,213,1374,1162,5.33e-83,311
"micrurus_fulvius_uce-1374","KN634111",86.167,347,31,3,1,333,79993,79650,3.08e-97,359
"micrurus_fulvius_uce-1375","KN634632",97.6,375,7,1,1,373,39586,39960,0,641
"micrurus_fulvius_uce-1376","KN632415",100,282,0,0,1,282,109137,108856,3.09e-146,521
"micrurus_fulvius_uce-1378","KN633140",98.061,361,6,1,3,363,113981,114340,8.39e-178,627
"micrurus_fulvius_uce-1383","KN632185",94.118,170,8,2,4,171,25516,25347,5.45e-67,257
"micrurus_fulvius_uce-1385","KN619721",98.338,361,6,0,1,361,112754,112394,4.99e-180,634
"micrurus_fulvius_uce-1389","KN618132",96.364,275,10,0,14,288,191225,190951,1.17e-125,453
"micrurus_fulvius_uce-139","KN636768",97.959,392,8,0,3,394,8424,8033,0,680
"micrurus_fulvius_uce-1392","KN614964",100,115,0,0,1,115,121986,122100,7.32e-54,213
"micrurus_fulvius_uce-1394","KN627400",98.635,293,1,2,2,294,15318,15607,1.5e-144,516
"micrurus_fulvius_uce-1395","KN631719",95.611,319,10,3,1,317,240237,239921,2.74e-142,508
"micrurus_fulvius_uce-1397","KN637739",97.89,237,4,1,1,237,35493,35728,2.06e-112,409
"micrurus_fulvius_uce-14","KN617356",95.374,281,13,0,1,281,15852,16132,5.32e-124,448
"micrurus_fulvius_uce-1402","KN631128",92.336,274,16,4,1,272,95950,95680,4.06e-105,385
"micrurus_fulvius_uce-1403","KN622308",98.75,400,5,0,1,400,23837,24236,0,712
"micrurus_fulvius_uce-1405","KN624322",97.956,587,12,0,3,589,309514,310100,0,1018
"micrurus_fulvius_uce-1408","KN631606",99.419,516,2,1,1,516,71561,72075,0,935
"micrurus_fulvius_uce-1410","KN613580",96.347,219,7,1,1,219,58086,57869,1.93e-97,359
"micrurus_fulvius_uce-1412","KN637202",99.327,446,3,0,1,446,12940,12495,0,808
"micrurus_fulvius_uce-1415","KN631409",98.84,431,5,0,1,431,247367,246937,0,769
"micrurus_fulvius_uce-142","KN633800",99.16,119,1,0,1,119,80697,80579,2.13e-54,215
"micrurus_fulvius_uce-1420","KN633095",98.841,345,4,0,11,355,63639,63295,1.77e-174,616
"micrurus_fulvius_uce-1423","KN632460",98.421,570,9,0,1,570,54792,55361,0,1003
"micrurus_fulvius_uce-1425","KN624322",98.498,466,7,0,1,466,294707,295172,0,822
"micrurus_fulvius_uce-1427","KN632413",98.956,479,5,0,1,479,109883,110361,0,857
"micrurus_fulvius_uce-143","KN631439",97.034,236,7,0,5,240,26268,26033,4.53e-109,398
"micrurus_fulvius_uce-1435","KN632424",96.161,521,19,1,1,521,77388,77907,0,850
"micrurus_fulvius_uce-1438","KN619225",98.429,191,3,0,1,191,94968,95158,7.75e-91,337
"micrurus_fulvius_uce-1442","KN632815",99.25,400,3,0,1,400,25192,25591,0,723
"micrurus_fulvius_uce-1446","KN631250",100,269,0,0,1,269,48339,48071,4.94e-139,497
"micrurus_fulvius_uce-1447","KN637710",95.166,331,15,1,2,332,123202,122873,3.7e-146,521
"micrurus_fulvius_uce-1450","KN637366",95.833,216,3,2,1,216,223270,223479,5.31e-93,344
"micrurus_fulvius_uce-1451","KN625887",98.559,347,5,0,1,347,112734,113080,6.22e-174,614
"micrurus_fulvius_uce-1453","KN618982",100,285,0,0,1,285,259039,258755,6.72e-148,527
"micrurus_fulvius_uce-1454","KN617364",96.581,468,15,1,1,467,93497,93030,0,774
"micrurus_fulvius_uce-1456","KN632179",100,141,0,0,1,141,118564,118704,3.34e-68,261
"micrurus_fulvius_uce-1458","KN633373",98.361,305,5,0,1,305,57020,57324,1.2e-150,536
"micrurus_fulvius_uce-1462","KN615476",98.475,459,6,1,5,463,18156,18613,0,808
"micrurus_fulvius_uce-1466","KN631741",97.81,137,3,0,1,137,359525,359389,5.52e-61,237
"micrurus_fulvius_uce-1467","KN634389",97.768,224,5,0,1,224,73072,73295,9.07e-106,387
"micrurus_fulvius_uce-1468","KN615890",100,104,0,0,1,104,50616,50719,8.45e-48,193
"micrurus_fulvius_uce-1469","KN627611",98.759,403,5,0,1,403,43987,43585,0,717
"micrurus_fulvius_uce-147","KN615797",89.846,325,14,10,1,314,12861,13177,1.7e-109,399
"micrurus_fulvius_uce-1471","JTGP01220026",86.649,367,23,10,2,359,18830,18481,1.98e-104,383
"micrurus_fulvius_uce-1474","KN615758",97.669,429,10,0,6,434,184747,185175,0,737
"micrurus_fulvius_uce-1476","KN634738",87.188,320,20,8,1,317,4402,4703,8.67e-93,344
"micrurus_fulvius_uce-1478","KN616825",97.229,397,9,2,1,397,23498,23892,0,671
"micrurus_fulvius_uce-148","KN633663",97.654,341,8,0,1,341,137808,138148,1.33e-165,586
"micrurus_fulvius_uce-1480","KN619720",94.495,327,14,3,1,323,284229,284555,4.69e-140,501
"micrurus_fulvius_uce-1482","KN615189",95.506,267,9,2,1,267,34697,34960,8.75e-117,424
"micrurus_fulvius_uce-1483","KN624135",96.725,397,11,2,49,444,280334,279939,0,660
"micrurus_fulvius_uce-1485","KN632081",95.754,471,19,1,1,471,26669,26200,0,758
"micrurus_fulvius_uce-1488","KN615879",98.556,277,4,0,1,277,86312,86036,8.61e-137,490
"micrurus_fulvius_uce-1489","KN633089",93.824,421,20,4,2,417,33781,33362,2.71e-178,628
"micrurus_fulvius_uce-149","KN631306",99.771,437,1,0,1,437,47929,47493,0,802
"micrurus_fulvius_uce-1492","KN633619",99.783,461,1,0,1,461,40528,40988,0,846
"micrurus_fulvius_uce-1497","KN634594",95.578,294,3,5,1,286,67774,68065,1.94e-128,462
"micrurus_fulvius_uce-1499","KN631008",97.682,302,6,1,1,301,70087,70388,4.29e-145,518
"micrurus_fulvius_uce-15","KN617236",99.113,564,3,1,1,562,139827,140390,0,1013
"micrurus_fulvius_uce-1501","KN627474",90.308,454,32,5,3,455,6370,6812,6.53e-165,584
"micrurus_fulvius_uce-1504","KN634584",98.551,276,1,1,1,276,46518,46790,3.96e-135,484
"micrurus_fulvius_uce-1506","KN631409",96.578,263,8,1,1,263,85587,85326,3.86e-120,435
"micrurus_fulvius_uce-1508","KN635283",98,300,5,1,1,299,175561,175262,1.19e-145,520
"micrurus_fulvius_uce-1509","KN617505",96.121,232,4,2,1,230,4890,5118,7.28e-102,374
"micrurus_fulvius_uce-1512","KN633962",86.242,298,16,12,4,294,461039,461318,1.65e-79,300
"micrurus_fulvius_uce-1514","KN631212",94.934,454,7,3,1,438,17542,17995,0,697
"micrurus_fulvius_uce-1520","KN620301",98.728,393,5,0,3,395,10674,10282,0,699
"micrurus_fulvius_uce-1523","KN617587",99.324,444,2,1,1,444,89860,89418,0,802
"micrurus_fulvius_uce-1526","KN631117",97.796,363,7,1,1,362,317111,316749,3.01e-177,625
"micrurus_fulvius_uce-1528","KN635756",97.994,349,7,0,1,349,29438,29786,1.05e-171,606
"micrurus_fulvius_uce-1529","KN629051",98.397,312,0,3,1,307,238098,238409,7.24e-153,544
"micrurus_fulvius_uce-153","KN631250",97.479,357,9,0,1,357,84114,83758,8.3e-173,610
"micrurus_fulvius_uce-1531","KN634018",91.72,314,18,2,1,314,216491,216186,2.17e-118,429
"micrurus_fulvius_uce-1533","KN631408",87.838,148,7,3,40,187,626137,626273,1.36e-38,163
"micrurus_fulvius_uce-1535","KN638571",100,284,0,0,1,284,13340,13623,2.41e-147,525
"micrurus_fulvius_uce-1538","KN631086",96.094,256,4,3,1,250,139118,139373,1.7e-113,412
"micrurus_fulvius_uce-1539","KN636028",99.758,414,1,0,1,414,148787,148374,0,760
"micrurus_fulvius_uce-154","KN622147",96.732,612,7,2,2,600,8419,9030,0,1007
"micrurus_fulvius_uce-1540","KN633883",95.821,335,14,0,1,335,517,183,2.87e-152,542
"micrurus_fulvius_uce-1544","KN621748",97.521,242,5,1,1,242,269881,270121,1.63e-113,412
"micrurus_fulvius_uce-1545","KN635679",96.737,429,11,3,1,427,54401,53974,0,712
"micrurus_fulvius_uce-1547","KN631117",95.844,409,12,3,1,408,37141,36737,0,656
"micrurus_fulvius_uce-1550","KN631442",96.751,277,8,1,80,355,323226,322950,8.79e-128,460
"micrurus_fulvius_uce-1556","KN631802",91.561,237,19,1,4,239,129649,129885,2.18e-87,326
"micrurus_fulvius_uce-1558","KN632815",98.671,301,4,0,1,301,74176,73876,4.26e-150,534
"micrurus_fulvius_uce-1560","KN631469",97.315,298,5,2,1,295,22279,21982,1.2e-140,503
"micrurus_fulvius_uce-1561","KN631095",98.674,377,4,1,1,376,39053,39429,0,667
"micrurus_fulvius_uce-1562","KN631939",99.468,376,2,0,1,376,78140,77765,0,684
"micrurus_fulvius_uce-1563","KN614120",100,220,0,0,1,220,361723,361504,6.82e-112,407
"micrurus_fulvius_uce-1565","KN631117",91.716,507,23,6,1,502,31225,30733,0,686
"micrurus_fulvius_uce-1568","KN617443",99.013,304,3,0,1,304,20899,21202,1.99e-153,545
"micrurus_fulvius_uce-1569","KN616077",97.593,457,10,1,1,457,20700,20245,0,782
"micrurus_fulvius_uce-157","KN616737",89.879,494,37,10,10,492,952634,952143,1.5e-176,623
"micrurus_fulvius_uce-1570","KN620520",97.951,244,5,0,1,244,5913,6156,7.62e-117,424
"micrurus_fulvius_uce-1572","KN628181",98.209,335,6,0,1,335,130015,130349,1.32e-165,586
"micrurus_fulvius_uce-1576","KN634206",98.943,473,5,0,1,473,22497,22969,0,846
"micrurus_fulvius_uce-1579","KN632647",87.004,277,18,6,3,264,108256,108529,3.57e-78,296
"micrurus_fulvius_uce-1582","KN616737",97.802,364,8,0,3,366,761335,760972,2.35e-178,628
"micrurus_fulvius_uce-1588","KN616818",98.317,416,5,1,1,414,19907,19492,0,728
"micrurus_fulvius_uce-1590","KN638009",97.826,276,3,2,5,277,5250,4975,1.08e-131,473
"micrurus_fulvius_uce-1591","KN635521",97.688,173,4,0,1,173,22810,22982,3.26e-79,298
"micrurus_fulvius_uce-1594","KN631117",99.602,251,1,0,6,256,114419,114169,2.2e-127,459
"micrurus_fulvius_uce-1597","KN632194",100,400,0,0,1,400,84522,84123,0,739
"micrurus_fulvius_uce-16","KN631616",97.46,433,11,0,1,433,28767,29199,0,739
"micrurus_fulvius_uce-1600","KN631008",94.619,223,10,2,1,221,285110,285332,5.45e-93,344
"micrurus_fulvius_uce-1601","KN617949",99.711,346,1,0,1,346,10146,10491,4.76e-180,634
"micrurus_fulvius_uce-1602","KN632325",99.554,448,2,0,1,448,45887,45440,0,817
"micrurus_fulvius_uce-1606","KN633184",97.895,190,4,0,1,190,290569,290758,1.29e-88,329
"micrurus_fulvius_uce-161","KN628121",98.4,125,2,0,1,125,37629,37753,4.87e-56,220
"micrurus_fulvius_uce-1613","KN631039",100,410,0,0,1,410,104468,104877,0,758
"micrurus_fulvius_uce-1614","KN625868",95.977,348,5,3,1,339,137337,136990,1.04e-156,556
"micrurus_fulvius_uce-1616","KN617985",98.108,370,7,0,1,370,134954,134585,0,645
