"gseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"micrurus_fulvius_uce-1264","AZIM01000103",99.682,314,1,0,1,314,346123,345810,2.73e-162,575
"micrurus_fulvius_uce-1265","AZIM01001862",99.134,231,2,0,1,231,215116,214886,1.24e-114,416
"micrurus_fulvius_uce-1267","AZIM01001127",96.786,529,17,0,1,529,233813,234341,0,883
"micrurus_fulvius_uce-127","AZIM01001646",92.327,404,10,7,1,383,245249,244846,4.41e-156,555
"micrurus_fulvius_uce-1271","AZIM01000084",99.27,274,2,0,1,274,145657,145930,1.88e-138,496
"micrurus_fulvius_uce-1272","AZIM01000887",98.268,462,8,0,1,462,519114,518653,0,809
"micrurus_fulvius_uce-1276","AZIM01001763",100,425,0,0,1,425,116754,116330,0,785
"micrurus_fulvius_uce-1278","AZIM01000649",98.698,384,3,1,1,384,286458,286077,0,680
"micrurus_fulvius_uce-128","AZIM01002218",99.057,212,2,0,1,212,162028,162239,4.1e-104,381
"micrurus_fulvius_uce-1281","AZIM01000268",97.971,345,6,1,1,344,200456,200800,6.43e-169,597
"micrurus_fulvius_uce-1288","AZIM01000158",98.78,164,2,0,1,164,438207,438044,1.49e-77,292
"micrurus_fulvius_uce-129","AZIM01003398",99.017,407,0,1,1,403,45750,45344,0,726
"micrurus_fulvius_uce-1290","AZIM01000305",99.725,363,1,0,1,363,88178,88540,0,665
"micrurus_fulvius_uce-1295","AZIM01000688",98.27,289,3,1,1,287,186752,187040,3.28e-141,505
"micrurus_fulvius_uce-1297","AZIM01000413",100,341,0,0,1,341,44970,45310,6.28e-179,630
"micrurus_fulvius_uce-1298","AZIM01001469",97.382,191,4,1,1,190,7169,7359,6.21e-87,324
"micrurus_fulvius_uce-1299","AZIM01000311",98.802,334,4,0,1,334,313893,313560,2.24e-168,595
"micrurus_fulvius_uce-1301","AZIM01000146",99.824,568,1,0,1,568,227040,226473,0,1044
"micrurus_fulvius_uce-1304","AZIM01003221",100,519,0,0,1,519,183317,183835,0,959
"micrurus_fulvius_uce-1305","AZIM01000444",99.788,472,1,0,1,472,29152,28681,0,867
"micrurus_fulvius_uce-1309","AZIM01000997",97.842,417,9,0,1,417,45110,45526,0,721
"micrurus_fulvius_uce-1311","AZIM01000758",99.329,447,3,0,1,447,214681,215127,0,809
"micrurus_fulvius_uce-1313","AZIM01004795",99.524,420,1,1,3,422,78624,79042,0,763
"micrurus_fulvius_uce-1314","AZIM01000228",96.911,259,7,1,3,261,21971,22228,1.44e-119,433
"micrurus_fulvius_uce-1318","AZIM01000794",96.774,372,12,0,1,372,145976,145605,4.15e-176,621
"micrurus_fulvius_uce-1319","AZIM01002283",99.074,216,2,0,1,216,41407,41192,2.5e-106,388
"micrurus_fulvius_uce-132","AZIM01000768",97.345,452,11,1,1,452,74671,74221,0,767
"micrurus_fulvius_uce-1322","AZIM01001351",98.994,497,4,1,1,497,117044,117539,0,889
"micrurus_fulvius_uce-1323","AZIM01000899",99.548,442,1,1,1,441,156586,157027,0,804
"micrurus_fulvius_uce-1329","AZIM01001452",99.496,397,2,0,1,397,82801,83197,0,723
"micrurus_fulvius_uce-1333","AZIM01002239",99.377,321,2,0,1,321,245727,246047,1.67e-164,582
"micrurus_fulvius_uce-1334","AZIM01002564",98.718,234,3,0,1,234,24993,24760,1.26e-114,416
"micrurus_fulvius_uce-1335","AZIM01000151",95.22,523,9,3,1,508,962883,963404,0,813
"micrurus_fulvius_uce-1336","AZIM01002739",99.634,273,1,0,1,273,110065,109793,1.45e-139,499
"micrurus_fulvius_uce-1339","AZIM01003672",99.631,271,0,1,1,271,88712,88981,6.67e-138,494
"micrurus_fulvius_uce-134","AZIM01001547",98.083,313,2,1,1,313,230381,230073,2.75e-152,542
"micrurus_fulvius_uce-1342","AZIM01001174",99.216,510,4,0,1,510,401362,400853,0,920
"micrurus_fulvius_uce-1345","AZIM01008118",96.617,266,4,2,70,335,18354,18094,1.44e-120,436
"micrurus_fulvius_uce-1346","AZIM01000810",98.93,374,4,0,1,374,398488,398115,0,669
"micrurus_fulvius_uce-1348","AZIM01000014",100,455,0,0,1,455,776238,776692,0,841
"micrurus_fulvius_uce-1349","AZIM01000587",97.436,312,8,0,2,313,132059,132370,1.66e-149,532
"micrurus_fulvius_uce-1350","AZIM01000931",99.315,292,2,0,1,292,345891,346182,1.99e-148,529
"micrurus_fulvius_uce-1351","AZIM01001860",99.522,209,1,0,1,209,25469,25261,4.04e-104,381
"micrurus_fulvius_uce-1354","AZIM01000064",98.886,359,4,0,1,359,881405,881763,0,641
"micrurus_fulvius_uce-1357","AZIM01000402",94.837,523,27,0,1,523,252037,252559,0,817
"micrurus_fulvius_uce-1358","AZIM01003471",99.472,568,3,0,1,568,55430,55997,0,1033
"micrurus_fulvius_uce-136","AZIM01005333",100,198,0,0,1,198,45102,45299,1.07e-99,366
"micrurus_fulvius_uce-1361","AZIM01004262",99.19,247,2,0,3,249,11256,11502,1.72e-123,446
"micrurus_fulvius_uce-1362","AZIM01001334",100,147,0,0,1,147,62182,62328,1.68e-71,272
"micrurus_fulvius_uce-1363","AZIM01000380",99.227,388,3,0,1,388,416318,415931,0,701
"micrurus_fulvius_uce-1366","AZIM01000942",98.885,269,3,0,6,274,152071,152339,5.26e-134,481
"micrurus_fulvius_uce-1367","AZIM01007441",100,186,0,0,1,186,13977,14162,4.65e-93,344
"micrurus_fulvius_uce-1368","AZIM01000158",100,321,0,0,3,323,403289,402969,7.76e-168,593
"micrurus_fulvius_uce-1371","AZIM01004309",97.196,214,5,1,1,213,7764,7551,5.37e-98,361
"micrurus_fulvius_uce-1374","AZIM01000996",93.353,346,9,2,1,333,256117,255773,1.8e-139,499
"micrurus_fulvius_uce-1375","AZIM01000649",99.198,374,2,1,1,373,76002,75629,0,673
"micrurus_fulvius_uce-1376","AZIM01000942",100,282,0,0,1,282,81126,81407,3.2e-146,521
"micrurus_fulvius_uce-1378","AZIM01000165",98.889,360,4,0,1,360,205854,205495,0,643
"micrurus_fulvius_uce-1383","AZIM01002173",100,171,0,0,1,171,245413,245583,9.18e-85,316
"micrurus_fulvius_uce-1385","AZIM01002559",99.446,361,2,0,1,361,274625,274265,0,656
"micrurus_fulvius_uce-1389","AZIM01000899",98.958,288,3,0,1,288,148436,148723,1.52e-144,516
"micrurus_fulvius_uce-139","AZIM01001650",99.235,392,3,0,3,394,156920,156529,0,708
"micrurus_fulvius_uce-1392","AZIM01000402",100,115,0,0,1,115,206592,206706,7.58e-54,213
"micrurus_fulvius_uce-1394","AZIM01002335",99.317,293,0,1,2,294,86704,86414,2e-148,529
"micrurus_fulvius_uce-1395","AZIM01000762",98.738,317,1,2,1,317,106929,106616,7.71e-158,560
"micrurus_fulvius_uce-1397","AZIM01001127",98.734,237,3,0,1,237,42440,42676,2.75e-116,422
"micrurus_fulvius_uce-14","AZIM01004210",98.917,277,3,0,1,277,38374,38098,1.94e-138,496
"micrurus_fulvius_uce-1402","AZIM01000211",96.35,274,8,2,1,272,230330,230057,1.47e-124,449
"micrurus_fulvius_uce-1403","AZIM01000118",99.5,400,2,0,1,400,480363,479964,0,728
"micrurus_fulvius_uce-1405","AZIM01002196",98.812,589,7,0,1,589,47173,46585,0,1050
"micrurus_fulvius_uce-1408","AZIM01000827",99.806,516,1,0,1,516,53217,52702,0,948
"micrurus_fulvius_uce-1410","AZIM01003632",97.717,219,4,1,1,219,7043,7260,1.98e-102,375
"micrurus_fulvius_uce-1412","AZIM01000028",99.329,447,3,0,1,447,814916,814470,0,809
"micrurus_fulvius_uce-1415","AZIM01001609",99.304,431,3,0,1,431,90624,91054,0,780
"micrurus_fulvius_uce-142","AZIM01002979",100,119,0,0,1,119,43631,43749,4.73e-56,220
"micrurus_fulvius_uce-1420","AZIM01001101",98.873,355,4,0,1,355,40396,40750,5.07e-180,634
"micrurus_fulvius_uce-1423","AZIM01000099",99.127,573,5,0,1,573,915780,915208,0,1031
"micrurus_fulvius_uce-1425","AZIM01002196",99.356,466,3,0,1,466,62337,61872,0,845
"micrurus_fulvius_uce-1427","AZIM01000686",99.165,479,4,0,1,479,117323,117801,0,863
"micrurus_fulvius_uce-143","AZIM01001852",99.583,240,1,0,1,240,43646,43407,2.77e-121,438
"micrurus_fulvius_uce-1435","AZIM01000066",97.897,523,9,1,1,521,219164,219686,0,904
"micrurus_fulvius_uce-1438","AZIM01001430",99.476,191,1,0,1,191,130215,130025,3.71e-94,348
"micrurus_fulvius_uce-1442","AZIM01000242",99.25,400,3,0,1,400,115449,115848,0,723
"micrurus_fulvius_uce-1446","AZIM01000827",100,269,0,0,1,269,181942,181674,5.11e-139,497
"micrurus_fulvius_uce-1447","AZIM01000905",98.485,330,5,0,3,332,281639,281968,1.73e-164,582
"micrurus_fulvius_uce-1450","AZIM01000869",99.537,216,1,0,1,216,177333,177118,5.38e-108,394
"micrurus_fulvius_uce-1451","AZIM01000008",99.135,347,3,0,1,347,299025,298679,2.98e-177,625
"micrurus_fulvius_uce-1453","AZIM01000002",100,285,0,0,1,285,611734,612018,6.96e-148,527
"micrurus_fulvius_uce-1454","AZIM01000706",99.358,467,3,0,1,467,215813,215347,0,846
"micrurus_fulvius_uce-1456","AZIM01000158",100,141,0,0,1,141,151274,151134,3.46e-68,261
"micrurus_fulvius_uce-1458","AZIM01000474",99.344,305,2,0,1,305,266890,267194,1.24e-155,553
"micrurus_fulvius_uce-1462","AZIM01001650",99.784,462,1,0,2,463,57036,56575,0,848
"micrurus_fulvius_uce-1466","AZIM01001114",98.561,139,2,0,1,139,34957,35095,9.51e-64,246
"micrurus_fulvius_uce-1467","AZIM01000405",99.107,224,2,0,1,224,103787,104010,9.33e-111,403
"micrurus_fulvius_uce-1468","AZIM01001907",100,104,0,0,1,104,269925,269822,8.64e-48,193
"micrurus_fulvius_uce-1469","AZIM01006011",99.504,403,2,0,1,403,16716,17118,0,734
"micrurus_fulvius_uce-147","AZIM01001215",99.682,314,1,0,1,314,82726,82413,2.73e-162,575
"micrurus_fulvius_uce-1471","AZIM01000148",97.207,358,9,1,2,359,496339,495983,4.02e-171,604
"micrurus_fulvius_uce-1474","AZIM01002214",97.674,430,9,1,6,434,154657,155086,0,737
"micrurus_fulvius_uce-1476","AZIM01009788",96.508,315,7,3,1,315,2470,2780,5e-145,518
"micrurus_fulvius_uce-1478","AZIM01000011",99.246,398,2,1,1,397,445678,446075,0,717
"micrurus_fulvius_uce-148","AZIM01001717",98.534,341,5,0,1,341,116154,115814,1.37e-170,603
"micrurus_fulvius_uce-1480","AZIM01000103",98.16,326,4,1,1,324,202278,201953,4.72e-160,568
"micrurus_fulvius_uce-1482","AZIM01005878",98.551,276,3,1,1,276,69033,68759,1.14e-135,486
"micrurus_fulvius_uce-1483","AZIM01001406",98.198,444,7,1,1,444,109364,109806,0,774
"micrurus_fulvius_uce-1484","AZIM01000996",100,67,0,0,1,67,229299,229233,1.7e-27,124
"micrurus_fulvius_uce-1485","AZIM01000002",97.877,471,10,0,1,471,1061355,1061825,0,815
"micrurus_fulvius_uce-1488","AZIM01002323",98.566,279,4,0,1,279,16753,16475,6.89e-138,494
"micrurus_fulvius_uce-1489","AZIM01005440",97.362,417,8,2,1,417,3389,3802,0,706
"micrurus_fulvius_uce-149","AZIM01000301",100,437,0,0,1,437,128199,128635,0,808
"micrurus_fulvius_uce-1492","AZIM01000311",100,461,0,0,1,461,670322,669862,0,852
"micrurus_fulvius_uce-1497","AZIM01001008",97.222,288,4,2,1,288,200368,200085,4.3e-135,484
"micrurus_fulvius_uce-1499","AZIM01000978",99.336,301,2,0,1,301,42753,42453,2.04e-153,545
"micrurus_fulvius_uce-15","AZIM01001033",99.822,562,1,0,1,562,165521,164960,0,1033
"micrurus_fulvius_uce-1501","AZIM01001991",96.264,455,13,1,1,455,122540,122090,0,743
"micrurus_fulvius_uce-1504","AZIM01000268",98.913,276,0,1,1,276,224612,224884,8.81e-137,490
"micrurus_fulvius_uce-1506","AZIM01001609",98.113,265,5,0,1,265,222234,222498,1.83e-128,462
"micrurus_fulvius_uce-1508","AZIM01007613",98.997,299,3,0,1,299,39815,39517,1.22e-150,536
"micrurus_fulvius_uce-1509","AZIM01000996",99.13,230,2,0,1,230,65812,65583,4.44e-114,414
"micrurus_fulvius_uce-1512","AZIM01007785",93.204,309,5,7,1,294,1374,1681,9.65e-122,440
"micrurus_fulvius_uce-1514","AZIM01001453",99.087,438,4,0,1,438,440451,440014,0,787
"micrurus_fulvius_uce-1520","AZIM01001436",99.747,395,1,0,1,395,86055,85661,0,725
"micrurus_fulvius_uce-1523","AZIM01000887",100,444,0,0,1,444,242925,242482,0,821
"micrurus_fulvius_uce-1526","AZIM01004374",98.343,362,6,0,1,362,49021,48660,1.44e-180,636
"micrurus_fulvius_uce-1528","AZIM01000096",99.14,349,3,0,1,349,138637,138985,2.31e-178,628
"micrurus_fulvius_uce-1529","AZIM01002088",99.675,308,0,1,1,307,261815,262122,2.07e-158,562
"micrurus_fulvius_uce-153","AZIM01000827",98.88,357,4,0,1,357,219381,219025,0,638
"micrurus_fulvius_uce-1531","AZIM01002166",95.86,314,6,1,1,314,101041,101347,4.69e-140,501
"micrurus_fulvius_uce-1533","AZIM01001334",95.385,130,5,1,1,129,69741,69870,2.3e-51,206
"micrurus_fulvius_uce-1535","AZIM01000392",100,284,0,0,1,284,170369,170652,2.49e-147,525
"micrurus_fulvius_uce-1538","AZIM01000810",99.598,249,1,0,2,250,553620,553372,2.88e-126,455
"micrurus_fulvius_uce-1539","AZIM01001630",100,414,0,0,1,414,282361,282774,0,765
"micrurus_fulvius_uce-154","AZIM01000046",98.039,612,0,1,1,600,161046,160435,0,1053
"micrurus_fulvius_uce-1540","AZIM01000028",97.91,335,5,1,1,335,671812,671480,2.26e-163,579
"micrurus_fulvius_uce-1544","AZIM01002898",99.587,242,1,0,1,242,108933,109174,2.16e-122,442
"micrurus_fulvius_uce-1545","AZIM01000809",98.829,427,5,0,1,427,456456,456882,0,761
"micrurus_fulvius_uce-1547","AZIM01000084",98.305,413,2,1,1,408,108654,109066,0,719
"micrurus_fulvius_uce-1550","AZIM01000228",98.876,356,3,1,1,355,187719,188074,5.07e-180,634
"micrurus_fulvius_uce-1556","AZIM01002700",99.17,241,2,0,1,241,29333,29093,3.59e-120,435
"micrurus_fulvius_uce-1558","AZIM01000242",99.668,301,1,0,1,301,158511,158211,4.38e-155,551
"micrurus_fulvius_uce-1560","AZIM01001535",99,300,3,0,1,300,61824,61525,3.4e-151,538
"micrurus_fulvius_uce-1561","AZIM01004417",100,376,0,0,1,376,70804,71179,0,695
"micrurus_fulvius_uce-1562","AZIM01000014",99.734,376,1,0,1,376,761714,762089,0,689
"micrurus_fulvius_uce-1563","AZIM01002037",100,220,0,0,1,220,65117,64898,7.06e-112,407
"micrurus_fulvius_uce-1565","AZIM01000084",98.012,503,7,3,1,502,112814,113314,0,870
"micrurus_fulvius_uce-1568","AZIM01002545",100,304,0,0,1,304,182938,183241,2.05e-158,562
"micrurus_fulvius_uce-1569","AZIM01000137",98.475,459,5,1,1,457,157789,157331,0,808
"micrurus_fulvius_uce-157","AZIM01001661",91.468,504,29,10,2,492,215190,215692,0,680
"micrurus_fulvius_uce-1570","AZIM01000402",99.59,244,1,0,1,244,80670,80913,1.68e-123,446
